"Name","Code","year","Per Capita Constant (2024 USD) gross exports","Sector"
"Textiles","0",1995,11.358624974672804,"Textiles"
"Textiles","0",1996,12.21304036248572,"Textiles"
"Textiles","0",1997,35.890797378202016,"Textiles"
"Textiles","0",1998,14.635666723347088,"Textiles"
"Textiles","0",1999,18.840864350032557,"Textiles"
"Textiles","0",2000,25.391610759294437,"Textiles"
"Textiles","0",2001,32.40301421889673,"Textiles"
"Textiles","0",2002,33.397778023613704,"Textiles"
"Textiles","0",2003,32.384075134491994,"Textiles"
"Textiles","0",2004,31.183783594254425,"Textiles"
"Textiles","0",2005,39.28828676356187,"Textiles"
"Textiles","0",2006,39.1857937903787,"Textiles"
"Textiles","0",2007,40.86456962483645,"Textiles"
"Textiles","0",2008,46.230636029488984,"Textiles"
"Textiles","0",2009,35.7815020314828,"Textiles"
"Textiles","0",2010,41.129577251635766,"Textiles"
"Textiles","0",2011,43.07055118501334,"Textiles"
"Textiles","0",2012,37.830998549206306,"Textiles"
"Textiles","0",2013,48.27585576675664,"Textiles"
"Textiles","0",2014,49.08004073450716,"Textiles"
"Textiles","0",2015,56.13335209049171,"Textiles"
"Textiles","0",2016,52.742040650926356,"Textiles"
"Textiles","0",2017,50.65249975578603,"Textiles"
"Textiles","0",2018,50.60273700282675,"Textiles"
"Textiles","0",2019,50.826030713774486,"Textiles"
"Textiles","0",2020,37.031423694778695,"Textiles"
"Textiles","0",2021,41.98426135630146,"Textiles"
"Textiles","0",2022,37.65055664139429,"Textiles"
"Textiles","0",2023,31.430654576023052,"Textiles"
"Textiles","0",2024,29.587551016873313,"Textiles"
"Agriculture","1",1995,20.65103427392967,"Agriculture"
"Agriculture","1",1996,20.737620775733312,"Agriculture"
"Agriculture","1",1997,26.318956017034573,"Agriculture"
"Agriculture","1",1998,23.845858244609843,"Agriculture"
"Agriculture","1",1999,19.757116971763576,"Agriculture"
"Agriculture","1",2000,17.121271327625514,"Agriculture"
"Agriculture","1",2001,14.809261942096931,"Agriculture"
"Agriculture","1",2002,14.338230638361424,"Agriculture"
"Agriculture","1",2003,14.707981747576184,"Agriculture"
"Agriculture","1",2004,14.469385999242352,"Agriculture"
"Agriculture","1",2005,17.826456506998255,"Agriculture"
"Agriculture","1",2006,20.47112665161169,"Agriculture"
"Agriculture","1",2007,24.194599937941632,"Agriculture"
"Agriculture","1",2008,30.918796532548093,"Agriculture"
"Agriculture","1",2009,24.141327690098024,"Agriculture"
"Agriculture","1",2010,23.421613087333412,"Agriculture"
"Agriculture","1",2011,31.75462847132806,"Agriculture"
"Agriculture","1",2012,28.09727642879738,"Agriculture"
"Agriculture","1",2013,30.34443106056124,"Agriculture"
"Agriculture","1",2014,25.928097815721266,"Agriculture"
"Agriculture","1",2015,28.809750786564663,"Agriculture"
"Agriculture","1",2016,25.720048487593402,"Agriculture"
"Agriculture","1",2017,27.432611228064594,"Agriculture"
"Agriculture","1",2018,25.60954120751402,"Agriculture"
"Agriculture","1",2019,28.024948202276917,"Agriculture"
"Agriculture","1",2020,24.66723198773318,"Agriculture"
"Agriculture","1",2021,24.142955701821876,"Agriculture"
"Agriculture","1",2022,25.540105232732138,"Agriculture"
"Agriculture","1",2023,25.756151155256042,"Agriculture"
"Agriculture","1",2024,26.3114387927426,"Agriculture"
"Stone","2",1995,0.0973939987010155,"Stone"
"Stone","2",1996,0.11181885403956926,"Stone"
"Stone","2",1997,0.23828525234739573,"Stone"
"Stone","2",1998,0.213207350614546,"Stone"
"Stone","2",1999,0.46125692978672816,"Stone"
"Stone","2",2000,0.2766894844782968,"Stone"
"Stone","2",2001,0.4076429825479764,"Stone"
"Stone","2",2002,0.4698819752422594,"Stone"
"Stone","2",2003,0.23514561295166914,"Stone"
"Stone","2",2004,0.2776826774658687,"Stone"
"Stone","2",2005,0.33046955390634736,"Stone"
"Stone","2",2006,0.5131354499450396,"Stone"
"Stone","2",2007,0.7498767559203685,"Stone"
"Stone","2",2008,1.2138333386103284,"Stone"
"Stone","2",2009,1.9745931340197913,"Stone"
"Stone","2",2010,2.6579895918183496,"Stone"
"Stone","2",2011,2.650203129267169,"Stone"
"Stone","2",2012,1.5988495603130701,"Stone"
"Stone","2",2013,1.5204220961466461,"Stone"
"Stone","2",2014,1.3410807109941913,"Stone"
"Stone","2",2015,1.1849514650394752,"Stone"
"Stone","2",2016,1.143693253733943,"Stone"
"Stone","2",2017,1.1382351424404646,"Stone"
"Stone","2",2018,1.0061294072361022,"Stone"
"Stone","2",2019,1.269193371221533,"Stone"
"Stone","2",2020,1.2968734430445252,"Stone"
"Stone","2",2021,1.2183978881655548,"Stone"
"Stone","2",2022,0.832250684016465,"Stone"
"Stone","2",2023,0.6468932790569397,"Stone"
"Stone","2",2024,0.8532210129761424,"Stone"
"Minerals","3",1995,0.07607891999789018,"Minerals"
"Minerals","3",1996,1.0518982589550134,"Minerals"
"Minerals","3",1997,1.19036668604641,"Minerals"
"Minerals","3",1998,1.7930568727035165,"Minerals"
"Minerals","3",1999,1.7156227377396647,"Minerals"
"Minerals","3",2000,1.1412524620722806,"Minerals"
"Minerals","3",2001,1.0488531414224909,"Minerals"
"Minerals","3",2002,1.9430837726836359,"Minerals"
"Minerals","3",2003,1.775353322821708,"Minerals"
"Minerals","3",2004,1.7865798138128284,"Minerals"
"Minerals","3",2005,1.599740560688545,"Minerals"
"Minerals","3",2006,2.1888042862949533,"Minerals"
"Minerals","3",2007,2.8200039471607283,"Minerals"
"Minerals","3",2008,4.104921847146798,"Minerals"
"Minerals","3",2009,2.255072980652109,"Minerals"
"Minerals","3",2010,2.354130996747628,"Minerals"
"Minerals","3",2011,3.07558127843474,"Minerals"
"Minerals","3",2012,2.8501196574063243,"Minerals"
"Minerals","3",2013,2.631849117048361,"Minerals"
"Minerals","3",2014,2.75867749328566,"Minerals"
"Minerals","3",2015,2.41239669243582,"Minerals"
"Minerals","3",2016,3.214233463808455,"Minerals"
"Minerals","3",2017,3.6225600189472686,"Minerals"
"Minerals","3",2018,3.8830766207089624,"Minerals"
"Minerals","3",2019,3.6756883065923915,"Minerals"
"Minerals","3",2020,2.9622018870135207,"Minerals"
"Minerals","3",2021,3.7692080973900346,"Minerals"
"Minerals","3",2022,4.679973473620649,"Minerals"
"Minerals","3",2023,4.879626149961744,"Minerals"
"Minerals","3",2024,4.4862575164908165,"Minerals"
"Metals","4",1995,2.0017669966185565,"Metals"
"Metals","4",1996,1.8683282339825524,"Metals"
"Metals","4",1997,2.3951555939825155,"Metals"
"Metals","4",1998,3.29678679677599,"Metals"
"Metals","4",1999,3.061428201644688,"Metals"
"Metals","4",2000,2.9454162522737732,"Metals"
"Metals","4",2001,3.3079772109463903,"Metals"
"Metals","4",2002,3.4846268623043386,"Metals"
"Metals","4",2003,3.5650939502013443,"Metals"
"Metals","4",2004,4.025061100109305,"Metals"
"Metals","4",2005,4.048476028446238,"Metals"
"Metals","4",2006,4.17233410335146,"Metals"
"Metals","4",2007,5.320727682749322,"Metals"
"Metals","4",2008,6.806114286837044,"Metals"
"Metals","4",2009,3.63625706056483,"Metals"
"Metals","4",2010,4.626593407292759,"Metals"
"Metals","4",2011,5.596966253411679,"Metals"
"Metals","4",2012,5.260793126405602,"Metals"
"Metals","4",2013,5.706615303051677,"Metals"
"Metals","4",2014,5.063200793416883,"Metals"
"Metals","4",2015,5.524458187959425,"Metals"
"Metals","4",2016,5.034160470485347,"Metals"
"Metals","4",2017,5.305849045401317,"Metals"
"Metals","4",2018,5.895212770370065,"Metals"
"Metals","4",2019,5.3456974703559155,"Metals"
"Metals","4",2020,4.246496172205781,"Metals"
"Metals","4",2021,5.144740791960984,"Metals"
"Metals","4",2022,5.174379214513792,"Metals"
"Metals","4",2023,5.541982117751907,"Metals"
"Metals","4",2024,5.262120971117625,"Metals"
"Chemicals","5",1995,3.9978849537953423,"Chemicals"
"Chemicals","5",1996,4.687873165657464,"Chemicals"
"Chemicals","5",1997,4.869451256544053,"Chemicals"
"Chemicals","5",1998,6.964763427107265,"Chemicals"
"Chemicals","5",1999,6.2153429418217385,"Chemicals"
"Chemicals","5",2000,5.45249677173112,"Chemicals"
"Chemicals","5",2001,6.292172115776161,"Chemicals"
"Chemicals","5",2002,6.097372536727875,"Chemicals"
"Chemicals","5",2003,5.642270885610152,"Chemicals"
"Chemicals","5",2004,5.783690651403802,"Chemicals"
"Chemicals","5",2005,5.968642372702135,"Chemicals"
"Chemicals","5",2006,5.955304237403226,"Chemicals"
"Chemicals","5",2007,7.644360674608706,"Chemicals"
"Chemicals","5",2008,10.053415992472296,"Chemicals"
"Chemicals","5",2009,7.870043553659443,"Chemicals"
"Chemicals","5",2010,8.760716922469015,"Chemicals"
"Chemicals","5",2011,9.502154586009851,"Chemicals"
"Chemicals","5",2012,9.912553797120168,"Chemicals"
"Chemicals","5",2013,11.005808604036957,"Chemicals"
"Chemicals","5",2014,11.004751514356386,"Chemicals"
"Chemicals","5",2015,12.72142404579023,"Chemicals"
"Chemicals","5",2016,12.24581240279116,"Chemicals"
"Chemicals","5",2017,12.357367682364824,"Chemicals"
"Chemicals","5",2018,12.060626652200199,"Chemicals"
"Chemicals","5",2019,13.466551702263487,"Chemicals"
"Chemicals","5",2020,12.650978854606677,"Chemicals"
"Chemicals","5",2021,13.250079131511995,"Chemicals"
"Chemicals","5",2022,14.455560069270021,"Chemicals"
