Date,Series,Value
1970,Africa,0.3626238095238095
1970,Americas,0.370895
1970,Asia,0.3130823529411765
1970,Europe,0.3683904761904762
1970,Oceania,0.29475
1971,Africa,0.3626238095238095
1971,Americas,0.370895
1971,Asia,0.32458333333333333
1971,Europe,0.3683904761904762
1971,Oceania,0.29475
1972,Africa,0.39515999999999996
1972,Americas,0.3716142857142857
1972,Asia,0.3232684210526316
1972,Europe,0.3535333333333333
1972,Oceania,0.29475
1973,Africa,0.38227692307692307
1973,Americas,0.36976818181818183
1973,Asia,0.32111904761904764
1973,Europe,0.34874285714285713
1973,Oceania,0.3328333333333333
1974,Africa,0.38227692307692307
1974,Americas,0.36976818181818183
1974,Asia,0.3387727272727273
1974,Europe,0.34612380952380956
1974,Oceania,0.3328333333333333
1975,Africa,0.3804333333333333
1975,Americas,0.3620090909090909
1975,Asia,0.3387727272727273
1975,Europe,0.3399095238095238
1975,Oceania,0.3328333333333333
1976,Africa,0.3724071428571429
1976,Americas,0.3620090909090909
1976,Asia,0.3387727272727273
1976,Europe,0.3399095238095238
1976,Oceania,0.36977499999999996
1977,Africa,0.3724071428571429
1977,Americas,0.3620090909090909
1977,Asia,0.33990909090909094
1977,Europe,0.3404238095238095
1977,Oceania,0.36977499999999996
1978,Africa,0.3724071428571429
1978,Americas,0.3620090909090909
1978,Asia,0.33990909090909094
1978,Europe,0.3429047619047619
1978,Oceania,0.36977499999999996
1979,Africa,0.3777241379310345
1979,Americas,0.36461666666666664
1979,Asia,0.33990909090909094
1979,Europe,0.3429047619047619
1979,Oceania,0.36977499999999996
1980,Africa,0.3777241379310345
1980,Americas,0.36461666666666664
1980,Asia,0.34506086956521737
1980,Europe,0.3528428571428571
1980,Oceania,0.3363833333333333
1981,Africa,0.37787931034482763
1981,Americas,0.36461666666666664
1981,Asia,0.34836666666666666
1981,Europe,0.3528428571428571
1981,Oceania,0.3363833333333333
1982,Africa,0.37787931034482763
1982,Americas,0.370352
1982,Asia,0.347988
1982,Europe,0.3528428571428571
1982,Oceania,0.3363833333333333
1983,Africa,0.37274999999999997
1983,Americas,0.3995
1983,Asia,0.347988
1983,Europe,0.3528428571428571
1983,Oceania,0.35045714285714286
1984,Africa,0.3753064516129032
1984,Americas,0.401375
1984,Asia,0.34814799999999996
1984,Europe,0.3528428571428571
1984,Oceania,0.3480375
1985,Africa,0.376978125
1985,Americas,0.401375
1985,Asia,0.34828000000000003
1985,Europe,0.3508523809523809
1985,Oceania,0.3480375
1986,Africa,0.376978125
1986,Americas,0.401375
1986,Asia,0.34828000000000003
1986,Europe,0.3508523809523809
1986,Oceania,0.3480375
1987,Africa,0.376978125
1987,Americas,0.401375
1987,Asia,0.34828000000000003
1987,Europe,0.3508523809523809
1987,Oceania,0.3480375
1988,Africa,0.3809625
1988,Americas,0.401375
1988,Asia,0.34828000000000003
1988,Europe,0.3441636363636364
1988,Oceania,0.3302333333333334
1989,Africa,0.3823333333333333
1989,Americas,0.4269142857142857
1989,Asia,0.34828000000000003
1989,Europe,0.36042272727272723
1989,Oceania,0.3420444444444445
1990,Africa,0.38120588235294117
1990,Americas,0.4269142857142857
1990,Asia,0.34728000000000003
1990,Europe,0.38923749999999996
1990,Oceania,0.3420444444444445
1991,Africa,0.3859058823529412
1991,Americas,0.43760344827586206
1991,Asia,0.34476206896551725
1991,Europe,0.41135714285714287
1991,Oceania,0.3420444444444445
1992,Africa,0.3944621621621622
1992,Americas,0.5003166666666666
1992,Asia,0.3405366666666667
1992,Europe,0.4161625
1992,Oceania,0.3420444444444445
1993,Africa,0.4015076923076923
1993,Americas,0.5084966666666666
1993,Asia,0.3627393939393939
1993,Europe,0.47413636363636363
1993,Oceania,0.3420444444444445
1994,Africa,0.4176725
1994,Americas,0.5084966666666666
1994,Asia,0.3686969696969697
1994,Europe,0.4941787878787879
1994,Oceania,0.3420444444444445
1995,Africa,0.4176725
1995,Americas,0.5438161290322581
1995,Asia,0.3989794117647059
1995,Europe,0.49738181818181815
1995,Oceania,0.3420444444444445
1996,Africa,0.4302125
1996,Americas,0.553716129032258
1996,Asia,0.4371285714285714
1996,Europe,0.49738181818181815
1996,Oceania,0.3420444444444445
1997,Africa,0.4501023255813953
1997,Americas,0.539465625
1997,Asia,0.45166
1997,Europe,0.5271818181818181
1997,Oceania,0.3420444444444445
1998,Africa,0.4501023255813953
1998,Americas,0.5468
1998,Asia,0.45166
1998,Europe,0.6321818181818183
1998,Oceania,0.33136666666666664
1999,Africa,0.4541772727272727
1999,Americas,0.54758125
1999,Asia,0.4786428571428572
1999,Europe,0.6506939393939394
1999,Oceania,0.33136666666666664
2000,Africa,0.46467608695652174
2000,Americas,0.547346875
2000,Asia,0.47980555555555554
2000,Europe,0.6611705882352942
2000,Oceania,0.35078888888888893
2001,Africa,0.46467608695652174
2001,Americas,0.548028125
2001,Asia,0.48614864864864865
2001,Europe,0.7016205882352942
2001,Oceania,0.35078888888888893
2002,Africa,0.4706086956521739
2002,Americas,0.559790625
2002,Asia,0.5015236842105263
2002,Europe,0.7284058823529411
2002,Oceania,0.3441222222222222
2003,Africa,0.47545217391304345
2003,Americas,0.55940625
2003,Asia,0.5129076923076923
2003,Europe,0.7423852941176471
2003,Oceania,0.3441222222222222
2004,Africa,0.48064999999999997
2004,Americas,0.556346875
2004,Asia,0.51415
2004,Europe,0.7468088235294118
2004,Oceania,0.3441222222222222
2005,Africa,0.49446170212765955
2005,Americas,0.557653125
2005,Asia,0.51415
2005,Europe,0.748035294117647
2005,Oceania,0.3441222222222222
2006,Africa,0.4976425531914893
2006,Americas,0.557653125
2006,Asia,0.5208125
2006,Europe,0.7459771428571429
2006,Oceania,0.3441222222222222
2007,Africa,0.5009361702127659
2007,Americas,0.557653125
2007,Asia,0.521125
2007,Europe,0.7583485714285715
2007,Oceania,0.36025555555555555
2008,Africa,0.5053978723404255
2008,Americas,0.536778125
2008,Asia,0.5343325
2008,Europe,0.7562057142857144
2008,Oceania,0.4078888888888889
2009,Africa,0.517240425531915
2009,Americas,0.538509375
2009,Asia,0.5377475
2009,Europe,0.7669914285714285
2009,Oceania,0.4078888888888889
2010,Africa,0.5715468085106383
2010,Americas,0.541984375
2010,Asia,0.5512682926829269
2010,Europe,0.7851857142857143
2010,Oceania,0.4078888888888889
2011,Africa,0.5722893617021276
2011,Americas,0.541984375
2011,Asia,0.5592926829268293
2011,Europe,0.7855428571428571
2011,Oceania,0.4051111111111111
2012,Africa,0.5772510638297873
2012,Americas,0.539171875
2012,Asia,0.5592926829268293
2012,Europe,0.7855428571428571
2012,Oceania,0.43724444444444444
