Date,Value
2022-09-01,350
2022-09-02,324
2022-09-03,290
2022-09-04,239
2022-09-05,472
2022-09-06,248
2022-09-07,217
2022-09-08,217
2022-09-09,281
2022-09-10,105
2022-09-11,157
2022-09-12,187
