id,date,value,country,name,iso3
AT11,2012-01-01,4.6,Austria,Burgenland,AUT
AT11,2013-01-01,4.3,Austria,Burgenland,AUT
AT11,2014-01-01,4.8,Austria,Burgenland,AUT
AT11,2015-01-01,5.2,Austria,Burgenland,AUT
AT11,2016-01-01,5.7,Austria,Burgenland,AUT
AT11,2017-01-01,5.2,Austria,Burgenland,AUT
AT11,2018-01-01,4.2,Austria,Burgenland,AUT
AT11,2019-01-01,3.6,Austria,Burgenland,AUT
AT11,2020-01-01,4.2,Austria,Burgenland,AUT
AT11,2021-01-01,5.1,Austria,Burgenland,AUT
AT11,2022-01-01,4.3,Austria,Burgenland,AUT
AT11,2023-01-01,5.2,Austria,Burgenland,AUT
AT12,2012-01-01,4.6,Austria,Niederösterreich,AUT
AT12,2013-01-01,5.0,Austria,Niederösterreich,AUT
AT12,2014-01-01,5.1,Austria,Niederösterreich,AUT
AT12,2015-01-01,5.2,Austria,Niederösterreich,AUT
AT12,2016-01-01,5.2,Austria,Niederösterreich,AUT
AT12,2017-01-01,4.8,Austria,Niederösterreich,AUT
AT12,2018-01-01,3.8,Austria,Niederösterreich,AUT
AT12,2019-01-01,4.0,Austria,Niederösterreich,AUT
AT12,2020-01-01,4.2,Austria,Niederösterreich,AUT
AT12,2021-01-01,5.1,Austria,Niederösterreich,AUT
AT12,2022-01-01,3.9,Austria,Niederösterreich,AUT
AT12,2023-01-01,4.3,Austria,Niederösterreich,AUT
AT13,2012-01-01,8.9,Austria,Wien,AUT
AT13,2013-01-01,9.2,Austria,Wien,AUT
AT13,2014-01-01,10.2,Austria,Wien,AUT
AT13,2015-01-01,10.6,Austria,Wien,AUT
AT13,2016-01-01,11.3,Austria,Wien,AUT
AT13,2017-01-01,10.4,Austria,Wien,AUT
AT13,2018-01-01,10.0,Austria,Wien,AUT
AT13,2019-01-01,9.3,Austria,Wien,AUT
AT13,2020-01-01,10.6,Austria,Wien,AUT
AT13,2021-01-01,12.1,Austria,Wien,AUT
AT13,2022-01-01,9.2,Austria,Wien,AUT
AT13,2023-01-01,9.6,Austria,Wien,AUT
AT21,2012-01-01,5.0,Austria,Kärnten,AUT
AT21,2013-01-01,5.5,Austria,Kärnten,AUT
AT21,2014-01-01,6.0,Austria,Kärnten,AUT
AT21,2015-01-01,6.1,Austria,Kärnten,AUT
AT21,2016-01-01,5.4,Austria,Kärnten,AUT
AT21,2017-01-01,4.8,Austria,Kärnten,AUT
AT21,2018-01-01,4.1,Austria,Kärnten,AUT
AT21,2019-01-01,3.8,Austria,Kärnten,AUT
AT21,2020-01-01,4.7,Austria,Kärnten,AUT
AT21,2021-01-01,5.6,Austria,Kärnten,AUT
AT21,2022-01-01,4.5,Austria,Kärnten,AUT
AT21,2023-01-01,4.5,Austria,Kärnten,AUT
AT22,2012-01-01,4.0,Austria,Steiermark,AUT
AT22,2013-01-01,4.7,Austria,Steiermark,AUT
AT22,2014-01-01,4.9,Austria,Steiermark,AUT
AT22,2015-01-01,4.7,Austria,Steiermark,AUT
AT22,2016-01-01,5.1,Austria,Steiermark,AUT
AT22,2017-01-01,4.5,Austria,Steiermark,AUT
AT22,2018-01-01,4.0,Austria,Steiermark,AUT
AT22,2019-01-01,3.2,Austria,Steiermark,AUT
AT22,2020-01-01,4.4,Austria,Steiermark,AUT
AT22,2021-01-01,4.3,Austria,Steiermark,AUT
AT22,2022-01-01,3.7,Austria,Steiermark,AUT
AT22,2023-01-01,4.3,Austria,Steiermark,AUT
AT31,2012-01-01,3.3,Austria,Oberösterreich,AUT
AT31,2013-01-01,4.3,Austria,Oberösterreich,AUT
AT31,2014-01-01,4.0,Austria,Oberösterreich,AUT
AT31,2015-01-01,4.1,Austria,Oberösterreich,AUT
AT31,2016-01-01,4.4,Austria,Oberösterreich,AUT
AT31,2017-01-01,4.0,Austria,Oberösterreich,AUT
AT31,2018-01-01,3.2,Austria,Oberösterreich,AUT
AT31,2019-01-01,2.9,Austria,Oberösterreich,AUT
AT31,2020-01-01,3.9,Austria,Oberösterreich,AUT
AT31,2021-01-01,3.7,Austria,Oberösterreich,AUT
AT31,2022-01-01,2.9,Austria,Oberösterreich,AUT
AT31,2023-01-01,3.5,Austria,Oberösterreich,AUT
AT32,2012-01-01,2.9,Austria,Salzburg,AUT
AT32,2013-01-01,3.2,Austria,Salzburg,AUT
AT32,2014-01-01,3.5,Austria,Salzburg,AUT
AT32,2015-01-01,3.5,Austria,Salzburg,AUT
AT32,2016-01-01,3.4,Austria,Salzburg,AUT
AT32,2017-01-01,3.1,Austria,Salzburg,AUT
AT32,2018-01-01,2.8,Austria,Salzburg,AUT
AT32,2019-01-01,2.4,Austria,Salzburg,AUT
AT32,2020-01-01,3.0,Austria,Salzburg,AUT
AT32,2021-01-01,4.6,Austria,Salzburg,AUT
AT32,2022-01-01,3.0,Austria,Salzburg,AUT
AT32,2023-01-01,3.0,Austria,Salzburg,AUT
AT33,2012-01-01,2.8,Austria,Tirol,AUT
AT33,2013-01-01,3.1,Austria,Tirol,AUT
AT33,2014-01-01,3.2,Austria,Tirol,AUT
AT33,2015-01-01,3.0,Austria,Tirol,AUT
AT33,2016-01-01,3.5,Austria,Tirol,AUT
AT33,2017-01-01,3.3,Austria,Tirol,AUT
AT33,2018-01-01,2.4,Austria,Tirol,AUT
AT33,2019-01-01,2.1,Austria,Tirol,AUT
AT33,2020-01-01,3.0,Austria,Tirol,AUT
AT33,2021-01-01,4.8,Austria,Tirol,AUT
AT33,2022-01-01,3.2,Austria,Tirol,AUT
AT33,2023-01-01,3.1,Austria,Tirol,AUT
AT34,2012-01-01,4.0,Austria,Vorarlberg,AUT
AT34,2013-01-01,3.6,Austria,Vorarlberg,AUT
AT34,2014-01-01,3.4,Austria,Vorarlberg,AUT
AT34,2015-01-01,3.5,Austria,Vorarlberg,AUT
AT34,2016-01-01,3.4,Austria,Vorarlberg,AUT
AT34,2017-01-01,3.7,Austria,Vorarlberg,AUT
AT34,2018-01-01,3.3,Austria,Vorarlberg,AUT
AT34,2019-01-01,3.2,Austria,Vorarlberg,AUT
AT34,2020-01-01,3.6,Austria,Vorarlberg,AUT
AT34,2021-01-01,4.1,Austria,Vorarlberg,AUT
AT34,2022-01-01,3.2,Austria,Vorarlberg,AUT
AT34,2023-01-01,3.3,Austria,Vorarlberg,AUT
BE10,2012-01-01,17.4,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2013-01-01,19.2,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2014-01-01,18.3,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2015-01-01,17.3,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2016-01-01,16.8,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2017-01-01,14.8,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2018-01-01,13.2,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2019-01-01,12.6,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2020-01-01,12.3,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2021-01-01,12.3,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2022-01-01,11.4,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE10,2023-01-01,10.6,Belgium,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,BEL
BE21,2012-01-01,5.3,Belgium,Prov. Antwerpen,BEL
BE21,2013-01-01,6.2,Belgium,Prov. Antwerpen,BEL
BE21,2014-01-01,6.1,Belgium,Prov. Antwerpen,BEL
BE21,2015-01-01,6.1,Belgium,Prov. Antwerpen,BEL
BE21,2016-01-01,6.1,Belgium,Prov. Antwerpen,BEL
BE21,2017-01-01,5.9,Belgium,Prov. Antwerpen,BEL
BE21,2018-01-01,4.3,Belgium,Prov. Antwerpen,BEL
BE21,2019-01-01,3.6,Belgium,Prov. Antwerpen,BEL
BE21,2020-01-01,4.0,Belgium,Prov. Antwerpen,BEL
BE21,2021-01-01,5.2,Belgium,Prov. Antwerpen,BEL
BE21,2022-01-01,4.0,Belgium,Prov. Antwerpen,BEL
BE21,2023-01-01,3.6,Belgium,Prov. Antwerpen,BEL
BE22,2012-01-01,4.7,Belgium,Prov. Limburg (BE),BEL
BE22,2013-01-01,5.5,Belgium,Prov. Limburg (BE),BEL
BE22,2014-01-01,5.6,Belgium,Prov. Limburg (BE),BEL
BE22,2015-01-01,6.0,Belgium,Prov. Limburg (BE),BEL
BE22,2016-01-01,4.8,Belgium,Prov. Limburg (BE),BEL
BE22,2017-01-01,4.1,Belgium,Prov. Limburg (BE),BEL
BE22,2018-01-01,3.8,Belgium,Prov. Limburg (BE),BEL
BE22,2019-01-01,3.6,Belgium,Prov. Limburg (BE),BEL
BE22,2020-01-01,3.6,Belgium,Prov. Limburg (BE),BEL
BE22,2021-01-01,3.4,Belgium,Prov. Limburg (BE),BEL
BE22,2022-01-01,3.5,Belgium,Prov. Limburg (BE),BEL
BE22,2023-01-01,3.2,Belgium,Prov. Limburg (BE),BEL
BE23,2012-01-01,4.1,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2013-01-01,4.0,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2014-01-01,4.3,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2015-01-01,4.4,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2016-01-01,4.2,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2017-01-01,3.4,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2018-01-01,2.7,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2019-01-01,2.9,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2020-01-01,2.7,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2021-01-01,2.8,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2022-01-01,2.0,Belgium,Prov. Oost-Vlaanderen,BEL
BE23,2023-01-01,2.9,Belgium,Prov. Oost-Vlaanderen,BEL
BE24,2012-01-01,4.4,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2013-01-01,5.5,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2014-01-01,5.0,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2015-01-01,5.1,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2016-01-01,4.8,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2017-01-01,4.7,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2018-01-01,3.6,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2019-01-01,3.6,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2020-01-01,3.8,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2021-01-01,4.0,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2022-01-01,3.6,Belgium,Prov. Vlaams-Brabant,BEL
BE24,2023-01-01,4.2,Belgium,Prov. Vlaams-Brabant,BEL
BE25,2012-01-01,3.9,Belgium,Prov. West-Vlaanderen,BEL
BE25,2013-01-01,3.9,Belgium,Prov. West-Vlaanderen,BEL
BE25,2014-01-01,4.2,Belgium,Prov. West-Vlaanderen,BEL
BE25,2015-01-01,4.2,Belgium,Prov. West-Vlaanderen,BEL
BE25,2016-01-01,3.7,Belgium,Prov. West-Vlaanderen,BEL
BE25,2017-01-01,3.2,Belgium,Prov. West-Vlaanderen,BEL
BE25,2018-01-01,2.6,Belgium,Prov. West-Vlaanderen,BEL
BE25,2019-01-01,2.5,Belgium,Prov. West-Vlaanderen,BEL
BE25,2020-01-01,3.3,Belgium,Prov. West-Vlaanderen,BEL
BE25,2021-01-01,3.6,Belgium,Prov. West-Vlaanderen,BEL
BE25,2022-01-01,2.7,Belgium,Prov. West-Vlaanderen,BEL
BE25,2023-01-01,2.8,Belgium,Prov. West-Vlaanderen,BEL
BE31,2012-01-01,7.0,Belgium,Prov. Brabant wallon,BEL
BE31,2013-01-01,8.2,Belgium,Prov. Brabant wallon,BEL
BE31,2014-01-01,8.8,Belgium,Prov. Brabant wallon,BEL
BE31,2015-01-01,7.8,Belgium,Prov. Brabant wallon,BEL
BE31,2016-01-01,7.9,Belgium,Prov. Brabant wallon,BEL
BE31,2017-01-01,7.5,Belgium,Prov. Brabant wallon,BEL
BE31,2018-01-01,6.9,Belgium,Prov. Brabant wallon,BEL
BE31,2019-01-01,5.5,Belgium,Prov. Brabant wallon,BEL
BE31,2020-01-01,6.2,Belgium,Prov. Brabant wallon,BEL
BE31,2021-01-01,6.8,Belgium,Prov. Brabant wallon,BEL
BE31,2022-01-01,5.5,Belgium,Prov. Brabant wallon,BEL
BE31,2023-01-01,5.7,Belgium,Prov. Brabant wallon,BEL
BE32,2012-01-01,12.1,Belgium,Prov. Hainaut,BEL
BE32,2013-01-01,13.2,Belgium,Prov. Hainaut,BEL
BE32,2014-01-01,14.4,Belgium,Prov. Hainaut,BEL
BE32,2015-01-01,13.3,Belgium,Prov. Hainaut,BEL
BE32,2016-01-01,11.8,Belgium,Prov. Hainaut,BEL
BE32,2017-01-01,11.4,Belgium,Prov. Hainaut,BEL
BE32,2018-01-01,9.9,Belgium,Prov. Hainaut,BEL
BE32,2019-01-01,8.6,Belgium,Prov. Hainaut,BEL
BE32,2020-01-01,8.3,Belgium,Prov. Hainaut,BEL
BE32,2021-01-01,10.3,Belgium,Prov. Hainaut,BEL
BE32,2022-01-01,10.5,Belgium,Prov. Hainaut,BEL
BE32,2023-01-01,9.3,Belgium,Prov. Hainaut,BEL
BE33,2012-01-01,10.7,Belgium,Prov. Liège,BEL
BE33,2013-01-01,11.7,Belgium,Prov. Liège,BEL
BE33,2014-01-01,12.3,Belgium,Prov. Liège,BEL
BE33,2015-01-01,12.8,Belgium,Prov. Liège,BEL
BE33,2016-01-01,11.1,Belgium,Prov. Liège,BEL
BE33,2017-01-01,10.5,Belgium,Prov. Liège,BEL
BE33,2018-01-01,8.2,Belgium,Prov. Liège,BEL
BE33,2019-01-01,6.7,Belgium,Prov. Liège,BEL
BE33,2020-01-01,7.8,Belgium,Prov. Liège,BEL
BE33,2021-01-01,9.4,Belgium,Prov. Liège,BEL
BE33,2022-01-01,8.3,Belgium,Prov. Liège,BEL
BE33,2023-01-01,9.1,Belgium,Prov. Liège,BEL
BE34,2012-01-01,7.6,Belgium,Prov. Luxembourg (BE),BEL
BE34,2013-01-01,7.9,Belgium,Prov. Luxembourg (BE),BEL
BE34,2014-01-01,8.5,Belgium,Prov. Luxembourg (BE),BEL
BE34,2015-01-01,9.3,Belgium,Prov. Luxembourg (BE),BEL
BE34,2016-01-01,7.8,Belgium,Prov. Luxembourg (BE),BEL
BE34,2017-01-01,6.7,Belgium,Prov. Luxembourg (BE),BEL
BE34,2018-01-01,5.4,Belgium,Prov. Luxembourg (BE),BEL
BE34,2019-01-01,5.4,Belgium,Prov. Luxembourg (BE),BEL
BE34,2020-01-01,5.1,Belgium,Prov. Luxembourg (BE),BEL
BE34,2021-01-01,5.6,Belgium,Prov. Luxembourg (BE),BEL
BE34,2022-01-01,4.8,Belgium,Prov. Luxembourg (BE),BEL
BE34,2023-01-01,6.5,Belgium,Prov. Luxembourg (BE),BEL
BE35,2012-01-01,7.3,Belgium,Prov. Namur,BEL
BE35,2013-01-01,10.4,Belgium,Prov. Namur,BEL
BE35,2014-01-01,8.9,Belgium,Prov. Namur,BEL
BE35,2015-01-01,10.9,Belgium,Prov. Namur,BEL
BE35,2016-01-01,9.7,Belgium,Prov. Namur,BEL
BE35,2017-01-01,7.4,Belgium,Prov. Namur,BEL
BE35,2018-01-01,8.5,Belgium,Prov. Namur,BEL
BE35,2019-01-01,7.0,Belgium,Prov. Namur,BEL
BE35,2020-01-01,6.1,Belgium,Prov. Namur,BEL
BE35,2021-01-01,7.6,Belgium,Prov. Namur,BEL
BE35,2022-01-01,7.2,Belgium,Prov. Namur,BEL
BE35,2023-01-01,6.6,Belgium,Prov. Namur,BEL
BG31,2012-01-01,12.3,Bulgaria,Severozapaden,BGR
BG31,2013-01-01,14.0,Bulgaria,Severozapaden,BGR
BG31,2014-01-01,14.2,Bulgaria,Severozapaden,BGR
BG31,2015-01-01,12.1,Bulgaria,Severozapaden,BGR
BG31,2016-01-01,10.6,Bulgaria,Severozapaden,BGR
BG31,2017-01-01,11.3,Bulgaria,Severozapaden,BGR
BG31,2018-01-01,11.2,Bulgaria,Severozapaden,BGR
BG31,2019-01-01,10.8,Bulgaria,Severozapaden,BGR
BG31,2020-01-01,13.0,Bulgaria,Severozapaden,BGR
BG31,2021-01-01,11.1,Bulgaria,Severozapaden,BGR
BG31,2022-01-01,6.8,Bulgaria,Severozapaden,BGR
BG31,2023-01-01,7.8,Bulgaria,Severozapaden,BGR
BG32,2012-01-01,14.3,Bulgaria,Severen tsentralen,BGR
BG32,2013-01-01,15.3,Bulgaria,Severen tsentralen,BGR
BG32,2014-01-01,13.2,Bulgaria,Severen tsentralen,BGR
BG32,2015-01-01,10.6,Bulgaria,Severen tsentralen,BGR
BG32,2016-01-01,9.3,Bulgaria,Severen tsentralen,BGR
BG32,2017-01-01,6.9,Bulgaria,Severen tsentralen,BGR
BG32,2018-01-01,6.7,Bulgaria,Severen tsentralen,BGR
BG32,2019-01-01,5.1,Bulgaria,Severen tsentralen,BGR
