id,date,value,country,name,iso3
DK03,2021-01-01,4.4,Denmark,Syddanmark,DNK
DK03,2022-01-01,4.5,Denmark,Syddanmark,DNK
DK03,2023-01-01,5.1,Denmark,Syddanmark,DNK
DK04,2012-01-01,7.2,Denmark,Midtjylland,DNK
DK04,2013-01-01,6.9,Denmark,Midtjylland,DNK
DK04,2014-01-01,6.3,Denmark,Midtjylland,DNK
DK04,2015-01-01,5.7,Denmark,Midtjylland,DNK
DK04,2016-01-01,5.4,Denmark,Midtjylland,DNK
DK04,2017-01-01,5.4,Denmark,Midtjylland,DNK
DK04,2018-01-01,4.7,Denmark,Midtjylland,DNK
DK04,2019-01-01,4.9,Denmark,Midtjylland,DNK
DK04,2020-01-01,5.5,Denmark,Midtjylland,DNK
DK04,2021-01-01,4.8,Denmark,Midtjylland,DNK
DK04,2022-01-01,4.1,Denmark,Midtjylland,DNK
DK04,2023-01-01,5.4,Denmark,Midtjylland,DNK
DK05,2012-01-01,8.2,Denmark,Nordjylland,DNK
DK05,2013-01-01,6.9,Denmark,Nordjylland,DNK
DK05,2014-01-01,6.9,Denmark,Nordjylland,DNK
DK05,2015-01-01,6.4,Denmark,Nordjylland,DNK
DK05,2016-01-01,6.0,Denmark,Nordjylland,DNK
DK05,2017-01-01,5.6,Denmark,Nordjylland,DNK
DK05,2018-01-01,5.5,Denmark,Nordjylland,DNK
DK05,2019-01-01,5.8,Denmark,Nordjylland,DNK
DK05,2020-01-01,5.8,Denmark,Nordjylland,DNK
DK05,2021-01-01,5.1,Denmark,Nordjylland,DNK
DK05,2022-01-01,4.8,Denmark,Nordjylland,DNK
DK05,2023-01-01,4.6,Denmark,Nordjylland,DNK
EA20,2012-01-01,11.4,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2013-01-01,12.1,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2014-01-01,11.7,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2015-01-01,10.9,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2016-01-01,10.1,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2017-01-01,9.1,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2018-01-01,8.2,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2019-01-01,7.5,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2020-01-01,7.9,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2021-01-01,7.8,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2022-01-01,6.8,Unknown,Euro area – 20 countries (from 2023),Unknown
EA20,2023-01-01,6.5,Unknown,Euro area – 20 countries (from 2023),Unknown
EE00,2012-01-01,10.0,Estonia,Eesti,EST
EE00,2013-01-01,8.6,Estonia,Eesti,EST
EE00,2014-01-01,7.4,Estonia,Eesti,EST
EE00,2015-01-01,6.4,Estonia,Eesti,EST
EE00,2016-01-01,6.9,Estonia,Eesti,EST
EE00,2017-01-01,5.8,Estonia,Eesti,EST
EE00,2018-01-01,5.4,Estonia,Eesti,EST
EE00,2019-01-01,4.5,Estonia,Eesti,EST
EE00,2020-01-01,7.0,Estonia,Eesti,EST
EE00,2021-01-01,6.2,Estonia,Eesti,EST
EE00,2022-01-01,5.6,Estonia,Eesti,EST
EE00,2023-01-01,6.4,Estonia,Eesti,EST
EL30,2012-01-01,25.8,Greece,Attiki,GRC
EL30,2013-01-01,28.7,Greece,Attiki,GRC
EL30,2014-01-01,27.3,Greece,Attiki,GRC
EL30,2015-01-01,25.2,Greece,Attiki,GRC
EL30,2016-01-01,23.0,Greece,Attiki,GRC
EL30,2017-01-01,21.6,Greece,Attiki,GRC
EL30,2018-01-01,19.9,Greece,Attiki,GRC
EL30,2019-01-01,16.9,Greece,Attiki,GRC
EL30,2020-01-01,14.0,Greece,Attiki,GRC
EL30,2021-01-01,11.9,Greece,Attiki,GRC
EL30,2022-01-01,10.0,Greece,Attiki,GRC
EL30,2023-01-01,9.4,Greece,Attiki,GRC
EL41,2012-01-01,21.8,Greece,Voreio Aigaio,GRC
EL41,2013-01-01,22.0,Greece,Voreio Aigaio,GRC
EL41,2014-01-01,22.3,Greece,Voreio Aigaio,GRC
EL41,2015-01-01,18.0,Greece,Voreio Aigaio,GRC
EL41,2016-01-01,18.3,Greece,Voreio Aigaio,GRC
EL41,2017-01-01,22.5,Greece,Voreio Aigaio,GRC
EL41,2018-01-01,22.3,Greece,Voreio Aigaio,GRC
EL41,2019-01-01,17.6,Greece,Voreio Aigaio,GRC
EL41,2020-01-01,16.5,Greece,Voreio Aigaio,GRC
EL41,2021-01-01,13.8,Greece,Voreio Aigaio,GRC
EL41,2022-01-01,11.5,Greece,Voreio Aigaio,GRC
EL41,2023-01-01,9.9,Greece,Voreio Aigaio,GRC
EL42,2012-01-01,15.4,Greece,Notio Aigaio,GRC
EL42,2013-01-01,21.3,Greece,Notio Aigaio,GRC
EL42,2014-01-01,20.1,Greece,Notio Aigaio,GRC
EL42,2015-01-01,14.9,Greece,Notio Aigaio,GRC
EL42,2016-01-01,17.4,Greece,Notio Aigaio,GRC
EL42,2017-01-01,16.0,Greece,Notio Aigaio,GRC
EL42,2018-01-01,16.9,Greece,Notio Aigaio,GRC
EL42,2019-01-01,13.7,Greece,Notio Aigaio,GRC
EL42,2020-01-01,16.7,Greece,Notio Aigaio,GRC
EL42,2021-01-01,18.8,Greece,Notio Aigaio,GRC
EL42,2022-01-01,10.7,Greece,Notio Aigaio,GRC
EL42,2023-01-01,7.1,Greece,Notio Aigaio,GRC
EL43,2012-01-01,22.3,Greece,Kriti,GRC
EL43,2013-01-01,24.9,Greece,Kriti,GRC
EL43,2014-01-01,24.0,Greece,Kriti,GRC
EL43,2015-01-01,24.2,Greece,Kriti,GRC
EL43,2016-01-01,22.6,Greece,Kriti,GRC
EL43,2017-01-01,17.7,Greece,Kriti,GRC
EL43,2018-01-01,13.4,Greece,Kriti,GRC
EL43,2019-01-01,11.7,Greece,Kriti,GRC
EL43,2020-01-01,17.3,Greece,Kriti,GRC
EL43,2021-01-01,16.3,Greece,Kriti,GRC
EL43,2022-01-01,12.1,Greece,Kriti,GRC
EL43,2023-01-01,10.8,Greece,Kriti,GRC
EL51,2012-01-01,22.8,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2013-01-01,26.8,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2014-01-01,24.2,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2015-01-01,23.4,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2016-01-01,22.8,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2017-01-01,19.5,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2018-01-01,15.9,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2019-01-01,16.2,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2020-01-01,17.2,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2021-01-01,18.5,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2022-01-01,14.7,Greece,"Anatoliki Makedonia, Thraki",GRC
EL51,2023-01-01,12.1,Greece,"Anatoliki Makedonia, Thraki",GRC
EL52,2012-01-01,26.2,Greece,Kentriki Makedonia,GRC
EL52,2013-01-01,30.2,Greece,Kentriki Makedonia,GRC
EL52,2014-01-01,28.7,Greece,Kentriki Makedonia,GRC
EL52,2015-01-01,26.0,Greece,Kentriki Makedonia,GRC
EL52,2016-01-01,24.5,Greece,Kentriki Makedonia,GRC
EL52,2017-01-01,22.9,Greece,Kentriki Makedonia,GRC
EL52,2018-01-01,20.7,Greece,Kentriki Makedonia,GRC
EL52,2019-01-01,19.6,Greece,Kentriki Makedonia,GRC
EL52,2020-01-01,18.4,Greece,Kentriki Makedonia,GRC
EL52,2021-01-01,16.1,Greece,Kentriki Makedonia,GRC
EL52,2022-01-01,14.7,Greece,Kentriki Makedonia,GRC
EL52,2023-01-01,14.1,Greece,Kentriki Makedonia,GRC
EL53,2012-01-01,29.7,Greece,Dytiki Makedonia,GRC
EL53,2013-01-01,31.6,Greece,Dytiki Makedonia,GRC
EL53,2014-01-01,27.6,Greece,Dytiki Makedonia,GRC
EL53,2015-01-01,30.7,Greece,Dytiki Makedonia,GRC
EL53,2016-01-01,31.3,Greece,Dytiki Makedonia,GRC
EL53,2017-01-01,29.1,Greece,Dytiki Makedonia,GRC
EL53,2018-01-01,27.0,Greece,Dytiki Makedonia,GRC
EL53,2019-01-01,24.5,Greece,Dytiki Makedonia,GRC
EL53,2020-01-01,19.7,Greece,Dytiki Makedonia,GRC
EL53,2021-01-01,19.7,Greece,Dytiki Makedonia,GRC
EL53,2022-01-01,17.7,Greece,Dytiki Makedonia,GRC
EL53,2023-01-01,16.7,Greece,Dytiki Makedonia,GRC
EL54,2012-01-01,22.5,Greece,Ipeiros,GRC
EL54,2013-01-01,27.4,Greece,Ipeiros,GRC
EL54,2014-01-01,26.8,Greece,Ipeiros,GRC
EL54,2015-01-01,24.5,Greece,Ipeiros,GRC
EL54,2016-01-01,24.3,Greece,Ipeiros,GRC
EL54,2017-01-01,24.8,Greece,Ipeiros,GRC
EL54,2018-01-01,20.1,Greece,Ipeiros,GRC
EL54,2019-01-01,16.4,Greece,Ipeiros,GRC
EL54,2020-01-01,17.8,Greece,Ipeiros,GRC
EL54,2021-01-01,15.1,Greece,Ipeiros,GRC
EL54,2022-01-01,13.3,Greece,Ipeiros,GRC
EL54,2023-01-01,13.8,Greece,Ipeiros,GRC
EL61,2012-01-01,22.6,Greece,Thessalia,GRC
EL61,2013-01-01,25.4,Greece,Thessalia,GRC
EL61,2014-01-01,25.4,Greece,Thessalia,GRC
EL61,2015-01-01,26.9,Greece,Thessalia,GRC
EL61,2016-01-01,25.5,Greece,Thessalia,GRC
EL61,2017-01-01,20.6,Greece,Thessalia,GRC
EL61,2018-01-01,18.3,Greece,Thessalia,GRC
EL61,2019-01-01,18.5,Greece,Thessalia,GRC
EL61,2020-01-01,16.8,Greece,Thessalia,GRC
EL61,2021-01-01,16.6,Greece,Thessalia,GRC
EL61,2022-01-01,16.3,Greece,Thessalia,GRC
EL61,2023-01-01,12.9,Greece,Thessalia,GRC
EL62,2012-01-01,14.7,Greece,Ionia Nisia,GRC
EL62,2013-01-01,18.1,Greece,Ionia Nisia,GRC
EL62,2014-01-01,21.4,Greece,Ionia Nisia,GRC
EL62,2015-01-01,19.0,Greece,Ionia Nisia,GRC
EL62,2016-01-01,16.0,Greece,Ionia Nisia,GRC
EL62,2017-01-01,19.6,Greece,Ionia Nisia,GRC
EL62,2018-01-01,15.9,Greece,Ionia Nisia,GRC
EL62,2019-01-01,12.3,Greece,Ionia Nisia,GRC
EL62,2020-01-01,15.9,Greece,Ionia Nisia,GRC
EL62,2021-01-01,13.2,Greece,Ionia Nisia,GRC
EL62,2022-01-01,12.9,Greece,Ionia Nisia,GRC
EL62,2023-01-01,14.7,Greece,Ionia Nisia,GRC
EL63,2012-01-01,25.6,Greece,Dytiki Elláda,GRC
EL63,2013-01-01,28.4,Greece,Dytiki Elláda,GRC
EL63,2014-01-01,28.7,Greece,Dytiki Elláda,GRC
EL63,2015-01-01,28.5,Greece,Dytiki Elláda,GRC
EL63,2016-01-01,29.8,Greece,Dytiki Elláda,GRC
EL63,2017-01-01,26.3,Greece,Dytiki Elláda,GRC
EL63,2018-01-01,24.1,Greece,Dytiki Elláda,GRC
EL63,2019-01-01,24.1,Greece,Dytiki Elláda,GRC
EL63,2020-01-01,21.6,Greece,Dytiki Elláda,GRC
EL63,2021-01-01,17.4,Greece,Dytiki Elláda,GRC
EL63,2022-01-01,12.6,Greece,Dytiki Elláda,GRC
EL63,2023-01-01,9.8,Greece,Dytiki Elláda,GRC
EL64,2012-01-01,27.9,Greece,Sterea Elláda,GRC
EL64,2013-01-01,28.2,Greece,Sterea Elláda,GRC
EL64,2014-01-01,26.8,Greece,Sterea Elláda,GRC
EL64,2015-01-01,25.8,Greece,Sterea Elláda,GRC
EL64,2016-01-01,25.0,Greece,Sterea Elláda,GRC
EL64,2017-01-01,20.8,Greece,Sterea Elláda,GRC
EL64,2018-01-01,18.9,Greece,Sterea Elláda,GRC
EL64,2019-01-01,17.2,Greece,Sterea Elláda,GRC
EL64,2020-01-01,19.3,Greece,Sterea Elláda,GRC
EL64,2021-01-01,17.2,Greece,Sterea Elláda,GRC
EL64,2022-01-01,13.8,Greece,Sterea Elláda,GRC
EL64,2023-01-01,9.9,Greece,Sterea Elláda,GRC
EL65,2012-01-01,19.2,Greece,Peloponnisos,GRC
EL65,2013-01-01,21.9,Greece,Peloponnisos,GRC
EL65,2014-01-01,23.4,Greece,Peloponnisos,GRC
EL65,2015-01-01,22.3,Greece,Peloponnisos,GRC
EL65,2016-01-01,19.2,Greece,Peloponnisos,GRC
EL65,2017-01-01,16.8,Greece,Peloponnisos,GRC
EL65,2018-01-01,14.4,Greece,Peloponnisos,GRC
EL65,2019-01-01,12.0,Greece,Peloponnisos,GRC
EL65,2020-01-01,11.3,Greece,Peloponnisos,GRC
EL65,2021-01-01,12.7,Greece,Peloponnisos,GRC
EL65,2022-01-01,12.6,Greece,Peloponnisos,GRC
EL65,2023-01-01,9.6,Greece,Peloponnisos,GRC
ES11,2012-01-01,20.5,Spain,Galicia,ESP
ES11,2013-01-01,22.0,Spain,Galicia,ESP
ES11,2014-01-01,21.7,Spain,Galicia,ESP
ES11,2015-01-01,19.3,Spain,Galicia,ESP
ES11,2016-01-01,17.2,Spain,Galicia,ESP
ES11,2017-01-01,15.7,Spain,Galicia,ESP
ES11,2018-01-01,13.3,Spain,Galicia,ESP
ES11,2019-01-01,11.8,Spain,Galicia,ESP
ES11,2020-01-01,12.0,Spain,Galicia,ESP
ES11,2021-01-01,11.5,Spain,Galicia,ESP
ES11,2022-01-01,11.0,Spain,Galicia,ESP
ES11,2023-01-01,9.7,Spain,Galicia,ESP
ES12,2012-01-01,21.8,Spain,Principado de Asturias,ESP
ES12,2013-01-01,24.1,Spain,Principado de Asturias,ESP
ES12,2014-01-01,21.1,Spain,Principado de Asturias,ESP
ES12,2015-01-01,19.1,Spain,Principado de Asturias,ESP
ES12,2016-01-01,17.6,Spain,Principado de Asturias,ESP
ES12,2017-01-01,13.7,Spain,Principado de Asturias,ESP
ES12,2018-01-01,13.6,Spain,Principado de Asturias,ESP
ES12,2019-01-01,14.2,Spain,Principado de Asturias,ESP
ES12,2020-01-01,14.1,Spain,Principado de Asturias,ESP
ES12,2021-01-01,12.3,Spain,Principado de Asturias,ESP
ES12,2022-01-01,12.5,Spain,Principado de Asturias,ESP
ES12,2023-01-01,12.1,Spain,Principado de Asturias,ESP
ES13,2012-01-01,17.8,Spain,Cantabria,ESP
ES13,2013-01-01,20.4,Spain,Cantabria,ESP
ES13,2014-01-01,19.4,Spain,Cantabria,ESP
ES13,2015-01-01,17.6,Spain,Cantabria,ESP
ES13,2016-01-01,14.9,Spain,Cantabria,ESP
ES13,2017-01-01,13.6,Spain,Cantabria,ESP
ES13,2018-01-01,10.7,Spain,Cantabria,ESP
ES13,2019-01-01,10.3,Spain,Cantabria,ESP
ES13,2020-01-01,12.1,Spain,Cantabria,ESP
ES13,2021-01-01,11.2,Spain,Cantabria,ESP
ES13,2022-01-01,9.6,Spain,Cantabria,ESP
ES13,2023-01-01,8.1,Spain,Cantabria,ESP
ES21,2012-01-01,15.6,Spain,País Vasco,ESP
ES21,2013-01-01,16.6,Spain,País Vasco,ESP
ES21,2014-01-01,16.3,Spain,País Vasco,ESP
ES21,2015-01-01,14.8,Spain,País Vasco,ESP
ES21,2016-01-01,12.6,Spain,País Vasco,ESP
ES21,2017-01-01,11.3,Spain,País Vasco,ESP
ES21,2018-01-01,10.0,Spain,País Vasco,ESP
ES21,2019-01-01,9.2,Spain,País Vasco,ESP
ES21,2020-01-01,9.5,Spain,País Vasco,ESP
ES21,2021-01-01,10.3,Spain,País Vasco,ESP
ES21,2022-01-01,8.9,Spain,País Vasco,ESP
ES21,2023-01-01,7.7,Spain,País Vasco,ESP
ES22,2012-01-01,16.2,Spain,Comunidad Foral de Navarra,ESP
ES22,2013-01-01,17.9,Spain,Comunidad Foral de Navarra,ESP
ES22,2014-01-01,15.7,Spain,Comunidad Foral de Navarra,ESP
ES22,2015-01-01,13.8,Spain,Comunidad Foral de Navarra,ESP
ES22,2016-01-01,12.5,Spain,Comunidad Foral de Navarra,ESP
ES22,2017-01-01,10.2,Spain,Comunidad Foral de Navarra,ESP
ES22,2018-01-01,10.0,Spain,Comunidad Foral de Navarra,ESP
ES22,2019-01-01,8.2,Spain,Comunidad Foral de Navarra,ESP
ES22,2020-01-01,10.1,Spain,Comunidad Foral de Navarra,ESP
ES22,2021-01-01,10.7,Spain,Comunidad Foral de Navarra,ESP
ES22,2022-01-01,9.7,Spain,Comunidad Foral de Navarra,ESP
ES22,2023-01-01,9.9,Spain,Comunidad Foral de Navarra,ESP
ES23,2012-01-01,20.6,Spain,La Rioja,ESP
ES23,2013-01-01,20.0,Spain,La Rioja,ESP
ES23,2014-01-01,18.2,Spain,La Rioja,ESP
ES23,2015-01-01,15.4,Spain,La Rioja,ESP
ES23,2016-01-01,13.5,Spain,La Rioja,ESP
ES23,2017-01-01,12.0,Spain,La Rioja,ESP
ES23,2018-01-01,10.4,Spain,La Rioja,ESP
ES23,2019-01-01,10.0,Spain,La Rioja,ESP
ES23,2020-01-01,10.8,Spain,La Rioja,ESP
ES23,2021-01-01,11.6,Spain,La Rioja,ESP
ES23,2022-01-01,9.6,Spain,La Rioja,ESP
ES23,2023-01-01,9.4,Spain,La Rioja,ESP
ES24,2012-01-01,18.7,Spain,Aragón,ESP
ES24,2013-01-01,21.4,Spain,Aragón,ESP
ES24,2014-01-01,20.2,Spain,Aragón,ESP
ES24,2015-01-01,16.3,Spain,Aragón,ESP
ES24,2016-01-01,14.7,Spain,Aragón,ESP
ES24,2017-01-01,11.6,Spain,Aragón,ESP
ES24,2018-01-01,10.6,Spain,Aragón,ESP
ES24,2019-01-01,10.0,Spain,Aragón,ESP
ES24,2020-01-01,11.7,Spain,Aragón,ESP
ES24,2021-01-01,10.3,Spain,Aragón,ESP
ES24,2022-01-01,9.6,Spain,Aragón,ESP
ES24,2023-01-01,8.6,Spain,Aragón,ESP
ES30,2012-01-01,18.5,Spain,Comunidad de Madrid,ESP
ES30,2013-01-01,19.8,Spain,Comunidad de Madrid,ESP
ES30,2014-01-01,18.7,Spain,Comunidad de Madrid,ESP
ES30,2015-01-01,17.1,Spain,Comunidad de Madrid,ESP
ES30,2016-01-01,15.7,Spain,Comunidad de Madrid,ESP
ES30,2017-01-01,13.3,Spain,Comunidad de Madrid,ESP
ES30,2018-01-01,12.2,Spain,Comunidad de Madrid,ESP
ES30,2019-01-01,10.6,Spain,Comunidad de Madrid,ESP
ES30,2020-01-01,12.5,Spain,Comunidad de Madrid,ESP
ES30,2021-01-01,11.7,Spain,Comunidad de Madrid,ESP
ES30,2022-01-01,11.2,Spain,Comunidad de Madrid,ESP
ES30,2023-01-01,10.0,Spain,Comunidad de Madrid,ESP
ES41,2012-01-01,19.8,Spain,Castilla y León,ESP
ES41,2013-01-01,21.7,Spain,Castilla y León,ESP
ES41,2014-01-01,20.8,Spain,Castilla y León,ESP
ES41,2015-01-01,18.3,Spain,Castilla y León,ESP
ES41,2016-01-01,15.8,Spain,Castilla y León,ESP
ES41,2017-01-01,14.1,Spain,Castilla y León,ESP
ES41,2018-01-01,12.1,Spain,Castilla y León,ESP
ES41,2019-01-01,11.6,Spain,Castilla y León,ESP
ES41,2020-01-01,12.1,Spain,Castilla y León,ESP
ES41,2021-01-01,11.6,Spain,Castilla y León,ESP
ES41,2022-01-01,9.9,Spain,Castilla y León,ESP
ES41,2023-01-01,9.7,Spain,Castilla y León,ESP
ES42,2012-01-01,28.6,Spain,Castilla-La Mancha,ESP
ES42,2013-01-01,30.0,Spain,Castilla-La Mancha,ESP
ES42,2014-01-01,29.0,Spain,Castilla-La Mancha,ESP
ES42,2015-01-01,26.3,Spain,Castilla-La Mancha,ESP
ES42,2016-01-01,23.5,Spain,Castilla-La Mancha,ESP
ES42,2017-01-01,20.8,Spain,Castilla-La Mancha,ESP
ES42,2018-01-01,18.2,Spain,Castilla-La Mancha,ESP
ES42,2019-01-01,16.2,Spain,Castilla-La Mancha,ESP
ES42,2020-01-01,17.7,Spain,Castilla-La Mancha,ESP
ES42,2021-01-01,15.7,Spain,Castilla-La Mancha,ESP
ES42,2022-01-01,14.6,Spain,Castilla-La Mancha,ESP
ES42,2023-01-01,13.2,Spain,Castilla-La Mancha,ESP
ES43,2012-01-01,33.1,Spain,Extremadura,ESP
ES43,2013-01-01,33.9,Spain,Extremadura,ESP
ES43,2014-01-01,29.8,Spain,Extremadura,ESP
ES43,2015-01-01,29.1,Spain,Extremadura,ESP
ES43,2016-01-01,27.5,Spain,Extremadura,ESP
ES43,2017-01-01,26.2,Spain,Extremadura,ESP
ES43,2018-01-01,23.6,Spain,Extremadura,ESP
ES43,2019-01-01,21.5,Spain,Extremadura,ESP
ES43,2020-01-01,21.8,Spain,Extremadura,ESP
ES43,2021-01-01,20.2,Spain,Extremadura,ESP
ES43,2022-01-01,17.3,Spain,Extremadura,ESP
ES43,2023-01-01,17.4,Spain,Extremadura,ESP
ES51,2012-01-01,22.5,Spain,Cataluña,ESP
ES51,2013-01-01,23.1,Spain,Cataluña,ESP
ES51,2014-01-01,20.3,Spain,Cataluña,ESP
ES51,2015-01-01,18.6,Spain,Cataluña,ESP
ES51,2016-01-01,15.7,Spain,Cataluña,ESP
ES51,2017-01-01,13.4,Spain,Cataluña,ESP
ES51,2018-01-01,11.5,Spain,Cataluña,ESP
ES51,2019-01-01,11.0,Spain,Cataluña,ESP
ES51,2020-01-01,12.6,Spain,Cataluña,ESP
ES51,2021-01-01,11.7,Spain,Cataluña,ESP
ES51,2022-01-01,10.0,Spain,Cataluña,ESP
ES51,2023-01-01,9.3,Spain,Cataluña,ESP
ES52,2012-01-01,27.2,Spain,Comunitat Valenciana,ESP
ES52,2013-01-01,28.0,Spain,Comunitat Valenciana,ESP
ES52,2014-01-01,25.8,Spain,Comunitat Valenciana,ESP
ES52,2015-01-01,22.8,Spain,Comunitat Valenciana,ESP
ES52,2016-01-01,20.6,Spain,Comunitat Valenciana,ESP
ES52,2017-01-01,18.2,Spain,Comunitat Valenciana,ESP
ES52,2018-01-01,15.6,Spain,Comunitat Valenciana,ESP
ES52,2019-01-01,14.1,Spain,Comunitat Valenciana,ESP
ES52,2020-01-01,16.2,Spain,Comunitat Valenciana,ESP
ES52,2021-01-01,16.1,Spain,Comunitat Valenciana,ESP
ES52,2022-01-01,13.3,Spain,Comunitat Valenciana,ESP
ES52,2023-01-01,12.8,Spain,Comunitat Valenciana,ESP
ES53,2012-01-01,23.2,Spain,Illes Balears,ESP
ES53,2013-01-01,22.3,Spain,Illes Balears,ESP
ES53,2014-01-01,20.0,Spain,Illes Balears,ESP
ES53,2015-01-01,17.3,Spain,Illes Balears,ESP
ES53,2016-01-01,13.9,Spain,Illes Balears,ESP
ES53,2017-01-01,12.4,Spain,Illes Balears,ESP
ES53,2018-01-01,11.5,Spain,Illes Balears,ESP
ES53,2019-01-01,11.7,Spain,Illes Balears,ESP
ES53,2020-01-01,16.1,Spain,Illes Balears,ESP
ES53,2021-01-01,14.3,Spain,Illes Balears,ESP
ES53,2022-01-01,10.6,Spain,Illes Balears,ESP
ES53,2023-01-01,10.3,Spain,Illes Balears,ESP
ES61,2012-01-01,34.4,Spain,Andalucía,ESP
ES61,2013-01-01,36.2,Spain,Andalucía,ESP
ES61,2014-01-01,34.8,Spain,Andalucía,ESP
ES61,2015-01-01,31.5,Spain,Andalucía,ESP
ES61,2016-01-01,28.9,Spain,Andalucía,ESP
ES61,2017-01-01,25.5,Spain,Andalucía,ESP
ES61,2018-01-01,23.0,Spain,Andalucía,ESP
ES61,2019-01-01,21.2,Spain,Andalucía,ESP
ES61,2020-01-01,22.3,Spain,Andalucía,ESP
ES61,2021-01-01,21.9,Spain,Andalucía,ESP
ES61,2022-01-01,19.1,Spain,Andalucía,ESP
ES61,2023-01-01,18.2,Spain,Andalucía,ESP
ES62,2012-01-01,27.6,Spain,Región de Murcia,ESP
ES62,2013-01-01,29.0,Spain,Región de Murcia,ESP
ES62,2014-01-01,26.6,Spain,Región de Murcia,ESP
ES62,2015-01-01,24.6,Spain,Región de Murcia,ESP
ES62,2016-01-01,19.8,Spain,Región de Murcia,ESP
ES62,2017-01-01,18.0,Spain,Región de Murcia,ESP
ES62,2018-01-01,16.8,Spain,Región de Murcia,ESP
ES62,2019-01-01,14.7,Spain,Región de Murcia,ESP
ES62,2020-01-01,16.2,Spain,Región de Murcia,ESP
ES62,2021-01-01,14.7,Spain,Región de Murcia,ESP
ES62,2022-01-01,13.6,Spain,Región de Murcia,ESP
ES62,2023-01-01,12.8,Spain,Región de Murcia,ESP
ES63,2012-01-01,37.0,Spain,Ciudad de Ceuta,ESP
ES63,2013-01-01,34.8,Spain,Ciudad de Ceuta,ESP
ES63,2014-01-01,31.9,Spain,Ciudad de Ceuta,ESP
ES63,2015-01-01,27.6,Spain,Ciudad de Ceuta,ESP
ES63,2016-01-01,24.9,Spain,Ciudad de Ceuta,ESP
ES63,2017-01-01,22.4,Spain,Ciudad de Ceuta,ESP
ES63,2018-01-01,29.0,Spain,Ciudad de Ceuta,ESP
ES63,2019-01-01,25.8,Spain,Ciudad de Ceuta,ESP
ES63,2020-01-01,24.5,Spain,Ciudad de Ceuta,ESP
ES63,2021-01-01,30.8,Spain,Ciudad de Ceuta,ESP
ES63,2022-01-01,29.9,Spain,Ciudad de Ceuta,ESP
ES63,2023-01-01,30.0,Spain,Ciudad de Ceuta,ESP
ES64,2012-01-01,26.9,Spain,Ciudad de Melilla,ESP
ES64,2013-01-01,32.5,Spain,Ciudad de Melilla,ESP
ES64,2014-01-01,28.4,Spain,Ciudad de Melilla,ESP
ES64,2015-01-01,34.0,Spain,Ciudad de Melilla,ESP
ES64,2016-01-01,30.8,Spain,Ciudad de Melilla,ESP
ES64,2017-01-01,27.6,Spain,Ciudad de Melilla,ESP
ES64,2018-01-01,25.8,Spain,Ciudad de Melilla,ESP
ES64,2019-01-01,27.0,Spain,Ciudad de Melilla,ESP
ES64,2020-01-01,23.6,Spain,Ciudad de Melilla,ESP
ES64,2021-01-01,25.4,Spain,Ciudad de Melilla,ESP
ES64,2022-01-01,25.9,Spain,Ciudad de Melilla,ESP
ES64,2023-01-01,26.6,Spain,Ciudad de Melilla,ESP
ES70,2012-01-01,32.6,Spain,Canarias,ESP
ES70,2013-01-01,33.7,Spain,Canarias,ESP
ES70,2014-01-01,32.4,Spain,Canarias,ESP
ES70,2015-01-01,29.1,Spain,Canarias,ESP
ES70,2016-01-01,26.1,Spain,Canarias,ESP
ES70,2017-01-01,23.5,Spain,Canarias,ESP
ES70,2018-01-01,20.1,Spain,Canarias,ESP
ES70,2019-01-01,20.5,Spain,Canarias,ESP
ES70,2020-01-01,22.6,Spain,Canarias,ESP
ES70,2021-01-01,23.5,Spain,Canarias,ESP
ES70,2022-01-01,17.6,Spain,Canarias,ESP
ES70,2023-01-01,16.1,Spain,Canarias,ESP
FI19,2012-01-01,8.2,Finland,Länsi-Suomi,FIN
FI19,2013-01-01,8.5,Finland,Länsi-Suomi,FIN
FI19,2014-01-01,8.7,Finland,Länsi-Suomi,FIN
FI19,2015-01-01,9.8,Finland,Länsi-Suomi,FIN
FI19,2016-01-01,9.4,Finland,Länsi-Suomi,FIN
FI19,2017-01-01,9.3,Finland,Länsi-Suomi,FIN
FI19,2018-01-01,7.4,Finland,Länsi-Suomi,FIN
