id,date,value,country,iso3
BG,2014-01-01,5470.0,Bulgaria,BGR
BG,2015-01-01,5700.0,Bulgaria,BGR
BG,2016-01-01,5910.0,Bulgaria,BGR
BG,2017-01-01,6120.0,Bulgaria,BGR
BG,2018-01-01,6330.0,Bulgaria,BGR
BG,2019-01-01,6630.0,Bulgaria,BGR
BG,2020-01-01,6400.0,Bulgaria,BGR
BG,2021-01-01,6950.0,Bulgaria,BGR
BG,2022-01-01,7680.0,Bulgaria,BGR
BG,2023-01-01,7850.0,Bulgaria,BGR
CH,2000-01-01,51950.0,Switzerland,CHE
CH,2001-01-01,52510.0,Switzerland,CHE
CH,2002-01-01,52100.0,Switzerland,CHE
CH,2003-01-01,51700.0,Switzerland,CHE
CH,2004-01-01,52750.0,Switzerland,CHE
CH,2005-01-01,53880.0,Switzerland,CHE
CH,2006-01-01,55730.0,Switzerland,CHE
CH,2007-01-01,57400.0,Switzerland,CHE
CH,2008-01-01,58310.0,Switzerland,CHE
CH,2009-01-01,56340.0,Switzerland,CHE
CH,2010-01-01,57730.0,Switzerland,CHE
CH,2011-01-01,58240.0,Switzerland,CHE
CH,2012-01-01,58290.0,Switzerland,CHE
CH,2013-01-01,58650.0,Switzerland,CHE
CH,2014-01-01,59300.0,Switzerland,CHE
CH,2015-01-01,59540.0,Switzerland,CHE
CH,2016-01-01,60130.0,Switzerland,CHE
CH,2017-01-01,60380.0,Switzerland,CHE
CH,2018-01-01,61660.0,Switzerland,CHE
CH,2019-01-01,61920.0,Switzerland,CHE
CH,2020-01-01,60140.0,Switzerland,CHE
CH,2021-01-01,62920.0,Switzerland,CHE
CH,2022-01-01,63990.0,Switzerland,CHE
CH,2023-01-01,63490.0,Switzerland,CHE
CY,2000-01-01,20130.0,Cyprus,CYP
CY,2001-01-01,20700.0,Cyprus,CYP
CY,2002-01-01,21230.0,Cyprus,CYP
CY,2003-01-01,21520.0,Cyprus,CYP
CY,2004-01-01,22300.0,Cyprus,CYP
CY,2005-01-01,23050.0,Cyprus,CYP
CY,2006-01-01,23740.0,Cyprus,CYP
CY,2007-01-01,24420.0,Cyprus,CYP
CY,2008-01-01,24680.0,Cyprus,CYP
CY,2009-01-01,23550.0,Cyprus,CYP
CY,2010-01-01,23460.0,Cyprus,CYP
CY,2011-01-01,22970.0,Cyprus,CYP
CY,2012-01-01,21840.0,Cyprus,CYP
CY,2013-01-01,20450.0,Cyprus,CYP
CY,2014-01-01,20310.0,Cyprus,CYP
CY,2015-01-01,21120.0,Cyprus,CYP
CY,2016-01-01,22410.0,Cyprus,CYP
CY,2017-01-01,23470.0,Cyprus,CYP
CY,2018-01-01,24500.0,Cyprus,CYP
CY,2019-01-01,25510.0,Cyprus,CYP
CY,2020-01-01,24350.0,Cyprus,CYP
CY,2021-01-01,26520.0,Cyprus,CYP
CY,2022-01-01,27480.0,Cyprus,CYP
CY,2023-01-01,27720.0,Cyprus,CYP
CZ,2000-01-01,11440.0,Czechia,CZE
CZ,2001-01-01,11830.0,Czechia,CZE
CZ,2002-01-01,12040.0,Czechia,CZE
CZ,2003-01-01,12430.0,Czechia,CZE
CZ,2004-01-01,13020.0,Czechia,CZE
CZ,2005-01-01,13810.0,Czechia,CZE
CZ,2006-01-01,14680.0,Czechia,CZE
CZ,2007-01-01,15400.0,Czechia,CZE
CZ,2008-01-01,15640.0,Czechia,CZE
CZ,2009-01-01,14800.0,Czechia,CZE
CZ,2010-01-01,15170.0,Czechia,CZE
CZ,2011-01-01,15470.0,Czechia,CZE
CZ,2012-01-01,15330.0,Czechia,CZE
CZ,2013-01-01,15330.0,Czechia,CZE
CZ,2014-01-01,15670.0,Czechia,CZE
CZ,2015-01-01,16440.0,Czechia,CZE
CZ,2016-01-01,16860.0,Czechia,CZE
CZ,2017-01-01,17720.0,Czechia,CZE
CZ,2018-01-01,18200.0,Czechia,CZE
CZ,2019-01-01,18820.0,Czechia,CZE
CZ,2020-01-01,17900.0,Czechia,CZE
CZ,2021-01-01,18620.0,Czechia,CZE
CZ,2022-01-01,18690.0,Czechia,CZE
CZ,2023-01-01,18480.0,Czechia,CZE
DE,2000-01-01,29410.0,Germany,DEU
DE,2001-01-01,29870.0,Germany,DEU
DE,2002-01-01,29780.0,Germany,DEU
DE,2003-01-01,29630.0,Germany,DEU
DE,2004-01-01,30010.0,Germany,DEU
DE,2005-01-01,30320.0,Germany,DEU
DE,2006-01-01,31550.0,Germany,DEU
DE,2007-01-01,32540.0,Germany,DEU
DE,2008-01-01,32930.0,Germany,DEU
DE,2009-01-01,31210.0,Germany,DEU
DE,2010-01-01,32590.0,Germany,DEU
DE,2011-01-01,33810.0,Germany,DEU
DE,2012-01-01,33910.0,Germany,DEU
DE,2013-01-01,33950.0,Germany,DEU
DE,2014-01-01,34540.0,Germany,DEU
DE,2015-01-01,34810.0,Germany,DEU
DE,2016-01-01,35320.0,Germany,DEU
DE,2017-01-01,36150.0,Germany,DEU
DE,2018-01-01,36440.0,Germany,DEU
DE,2019-01-01,36720.0,Germany,DEU
DE,2020-01-01,35180.0,Germany,DEU
DE,2021-01-01,36460.0,Germany,DEU
DE,2022-01-01,36690.0,Germany,DEU
DE,2023-01-01,36290.0,Germany,DEU
DK,2000-01-01,42220.0,Denmark,DNK
DK,2001-01-01,42480.0,Denmark,DNK
DK,2002-01-01,42520.0,Denmark,DNK
DK,2003-01-01,42600.0,Denmark,DNK
DK,2004-01-01,43670.0,Denmark,DNK
DK,2005-01-01,44580.0,Denmark,DNK
DK,2006-01-01,46120.0,Denmark,DNK
DK,2007-01-01,46380.0,Denmark,DNK
DK,2008-01-01,45910.0,Denmark,DNK
DK,2009-01-01,43390.0,Denmark,DNK
DK,2010-01-01,43880.0,Denmark,DNK
DK,2011-01-01,44270.0,Denmark,DNK
DK,2012-01-01,44110.0,Denmark,DNK
DK,2013-01-01,44540.0,Denmark,DNK
DK,2014-01-01,44870.0,Denmark,DNK
DK,2015-01-01,45500.0,Denmark,DNK
DK,2016-01-01,46520.0,Denmark,DNK
DK,2017-01-01,47640.0,Denmark,DNK
DK,2018-01-01,48290.0,Denmark,DNK
DK,2019-01-01,48920.0,Denmark,DNK
DK,2020-01-01,47940.0,Denmark,DNK
DK,2021-01-01,51260.0,Denmark,DNK
DK,2022-01-01,51600.0,Denmark,DNK
DK,2023-01-01,52510.0,Denmark,DNK
EA19,2000-01-01,26600.0,Unknown,Unknown
EA19,2001-01-01,27080.0,Unknown,Unknown
EA19,2002-01-01,27180.0,Unknown,Unknown
EA19,2003-01-01,27230.0,Unknown,Unknown
EA19,2004-01-01,27710.0,Unknown,Unknown
EA19,2005-01-01,28040.0,Unknown,Unknown
EA19,2006-01-01,28830.0,Unknown,Unknown
EA19,2007-01-01,29540.0,Unknown,Unknown
EA19,2008-01-01,29520.0,Unknown,Unknown
EA19,2009-01-01,28120.0,Unknown,Unknown
EA19,2010-01-01,28650.0,Unknown,Unknown
EA19,2011-01-01,29080.0,Unknown,Unknown
EA19,2012-01-01,28760.0,Unknown,Unknown
EA19,2013-01-01,28660.0,Unknown,Unknown
EA19,2014-01-01,29020.0,Unknown,Unknown
EA19,2015-01-01,29530.0,Unknown,Unknown
EA19,2016-01-01,29980.0,Unknown,Unknown
EA19,2017-01-01,30690.0,Unknown,Unknown
EA19,2018-01-01,31150.0,Unknown,Unknown
EA19,2019-01-01,31560.0,Unknown,Unknown
EA19,2020-01-01,29590.0,Unknown,Unknown
EA19,2021-01-01,31400.0,Unknown,Unknown
EA19,2022-01-01,32280.0,Unknown,Unknown
EA19,2023-01-01,32230.0,Unknown,Unknown
EA20,2000-01-01,26350.0,Unknown,Unknown
EA20,2001-01-01,26830.0,Unknown,Unknown
EA20,2002-01-01,26940.0,Unknown,Unknown
EA20,2003-01-01,27000.0,Unknown,Unknown
EA20,2004-01-01,27470.0,Unknown,Unknown
EA20,2005-01-01,27810.0,Unknown,Unknown
EA20,2006-01-01,28600.0,Unknown,Unknown
EA20,2007-01-01,29310.0,Unknown,Unknown
EA20,2008-01-01,29290.0,Unknown,Unknown
EA20,2009-01-01,27900.0,Unknown,Unknown
EA20,2010-01-01,28430.0,Unknown,Unknown
EA20,2011-01-01,28850.0,Unknown,Unknown
EA20,2012-01-01,28530.0,Unknown,Unknown
EA20,2013-01-01,28440.0,Unknown,Unknown
EA20,2014-01-01,28790.0,Unknown,Unknown
EA20,2015-01-01,29310.0,Unknown,Unknown
EA20,2016-01-01,29750.0,Unknown,Unknown
EA20,2017-01-01,30470.0,Unknown,Unknown
EA20,2018-01-01,30930.0,Unknown,Unknown
EA20,2019-01-01,31340.0,Unknown,Unknown
EA20,2020-01-01,29380.0,Unknown,Unknown
EA20,2021-01-01,31200.0,Unknown,Unknown
EA20,2022-01-01,32090.0,Unknown,Unknown
EA20,2023-01-01,32040.0,Unknown,Unknown
EE,2000-01-01,7540.0,Estonia,EST
EE,2001-01-01,8040.0,Estonia,EST
EE,2002-01-01,8640.0,Estonia,EST
EE,2003-01-01,9350.0,Estonia,EST
EE,2004-01-01,10050.0,Estonia,EST
EE,2005-01-01,11070.0,Estonia,EST
EE,2006-01-01,12230.0,Estonia,EST
EE,2007-01-01,13230.0,Estonia,EST
EE,2008-01-01,12590.0,Estonia,EST
EE,2009-01-01,10770.0,Estonia,EST
EE,2010-01-01,11060.0,Estonia,EST
EE,2011-01-01,11930.0,Estonia,EST
EE,2012-01-01,12410.0,Estonia,EST
EE,2013-01-01,12680.0,Estonia,EST
EE,2014-01-01,13140.0,Estonia,EST
EE,2015-01-01,13410.0,Estonia,EST
EE,2016-01-01,13800.0,Estonia,EST
EE,2017-01-01,14580.0,Estonia,EST
EE,2018-01-01,15070.0,Estonia,EST
EE,2019-01-01,15570.0,Estonia,EST
EE,2020-01-01,15070.0,Estonia,EST
EE,2021-01-01,16130.0,Estonia,EST
EE,2022-01-01,16120.0,Estonia,EST
EE,2023-01-01,15250.0,Estonia,EST
EL,2000-01-01,17430.0,Greece,GRC
EL,2001-01-01,18050.0,Greece,GRC
EL,2002-01-01,18690.0,Greece,GRC
EL,2003-01-01,19730.0,Greece,GRC
EL,2004-01-01,20670.0,Greece,GRC
EL,2005-01-01,20740.0,Greece,GRC
EL,2006-01-01,21840.0,Greece,GRC
EL,2007-01-01,22500.0,Greece,GRC
EL,2008-01-01,22370.0,Greece,GRC
EL,2009-01-01,21350.0,Greece,GRC
EL,2010-01-01,20150.0,Greece,GRC
EL,2011-01-01,18130.0,Greece,GRC
EL,2012-01-01,16940.0,Greece,GRC
EL,2013-01-01,16630.0,Greece,GRC
EL,2014-01-01,16830.0,Greece,GRC
EL,2015-01-01,16900.0,Greece,GRC
EL,2016-01-01,16890.0,Greece,GRC
EL,2017-01-01,17110.0,Greece,GRC
EL,2018-01-01,17430.0,Greece,GRC
EL,2019-01-01,17780.0,Greece,GRC
EL,2020-01-01,16150.0,Greece,GRC
EL,2021-01-01,17600.0,Greece,GRC
EL,2022-01-01,18690.0,Greece,GRC
EL,2023-01-01,19150.0,Greece,GRC
ES,2000-01-01,21460.0,Spain,ESP
ES,2001-01-01,22190.0,Spain,ESP
ES,2002-01-01,22430.0,Spain,ESP
ES,2003-01-01,22680.0,Spain,ESP
ES,2004-01-01,23020.0,Spain,ESP
ES,2005-01-01,23420.0,Spain,ESP
ES,2006-01-01,24000.0,Spain,ESP
ES,2007-01-01,24380.0,Spain,ESP
ES,2008-01-01,24200.0,Spain,ESP
ES,2009-01-01,23100.0,Spain,ESP
ES,2010-01-01,23040.0,Spain,ESP
ES,2011-01-01,22770.0,Spain,ESP
ES,2012-01-01,22080.0,Spain,ESP
ES,2013-01-01,21850.0,Spain,ESP
ES,2014-01-01,22220.0,Spain,ESP
ES,2015-01-01,23090.0,Spain,ESP
ES,2016-01-01,23780.0,Spain,ESP
ES,2017-01-01,24440.0,Spain,ESP
ES,2018-01-01,24890.0,Spain,ESP
ES,2019-01-01,25180.0,Spain,ESP
ES,2020-01-01,22260.0,Spain,ESP
ES,2021-01-01,23670.0,Spain,ESP
ES,2022-01-01,24810.0,Spain,ESP
ES,2023-01-01,25210.0,Spain,ESP
EU27_2020,2000-01-01,22540.0,Unknown,Unknown
EU27_2020,2001-01-01,22980.0,Unknown,Unknown
EU27_2020,2002-01-01,23180.0,Unknown,Unknown
EU27_2020,2003-01-01,23300.0,Unknown,Unknown
EU27_2020,2004-01-01,23810.0,Unknown,Unknown
EU27_2020,2005-01-01,24180.0,Unknown,Unknown
EU27_2020,2006-01-01,24950.0,Unknown,Unknown
EU27_2020,2007-01-01,25650.0,Unknown,Unknown
EU27_2020,2008-01-01,25720.0,Unknown,Unknown
EU27_2020,2009-01-01,24550.0,Unknown,Unknown
EU27_2020,2010-01-01,25040.0,Unknown,Unknown
EU27_2020,2011-01-01,25490.0,Unknown,Unknown
EU27_2020,2012-01-01,25260.0,Unknown,Unknown
EU27_2020,2013-01-01,25230.0,Unknown,Unknown
EU27_2020,2014-01-01,25600.0,Unknown,Unknown
EU27_2020,2015-01-01,26140.0,Unknown,Unknown
EU27_2020,2016-01-01,26590.0,Unknown,Unknown
EU27_2020,2017-01-01,27290.0,Unknown,Unknown
EU27_2020,2018-01-01,27790.0,Unknown,Unknown
EU27_2020,2019-01-01,28250.0,Unknown,Unknown
EU27_2020,2020-01-01,26640.0,Unknown,Unknown
EU27_2020,2021-01-01,28320.0,Unknown,Unknown
EU27_2020,2022-01-01,29160.0,Unknown,Unknown
EU27_2020,2023-01-01,29160.0,Unknown,Unknown
EU28,2000-01-01,23070.0,Unknown,Unknown
EU28,2001-01-01,23540.0,Unknown,Unknown
EU28,2002-01-01,23780.0,Unknown,Unknown
EU28,2003-01-01,24010.0,Unknown,Unknown
EU28,2004-01-01,24520.0,Unknown,Unknown
EU28,2005-01-01,24930.0,Unknown,Unknown
EU28,2006-01-01,25680.0,Unknown,Unknown
EU28,2007-01-01,26350.0,Unknown,Unknown
EU28,2008-01-01,26370.0,Unknown,Unknown
EU28,2009-01-01,25160.0,Unknown,Unknown
EU28,2010-01-01,25640.0,Unknown,Unknown
EU28,2011-01-01,26050.0,Unknown,Unknown
EU28,2012-01-01,25880.0,Unknown,Unknown
EU28,2013-01-01,25920.0,Unknown,Unknown
EU28,2014-01-01,26330.0,Unknown,Unknown
EU28,2015-01-01,26870.0,Unknown,Unknown
EU28,2016-01-01,27300.0,Unknown,Unknown
EU28,2017-01-01,27960.0,Unknown,Unknown
EU28,2018-01-01,28420.0,Unknown,Unknown
EU28,2019-01-01,28850.0,Unknown,Unknown
FI,2000-01-01,30510.0,Finland,FIN
FI,2001-01-01,31230.0,Finland,FIN
FI,2002-01-01,31690.0,Finland,FIN
FI,2003-01-01,32250.0,Finland,FIN
FI,2004-01-01,33440.0,Finland,FIN
FI,2005-01-01,34250.0,Finland,FIN
FI,2006-01-01,35490.0,Finland,FIN
FI,2007-01-01,37210.0,Finland,FIN
FI,2008-01-01,37330.0,Finland,FIN
FI,2009-01-01,34150.0,Finland,FIN
FI,2010-01-01,35080.0,Finland,FIN
FI,2011-01-01,35810.0,Finland,FIN
FI,2012-01-01,35140.0,Finland,FIN
FI,2013-01-01,34660.0,Finland,FIN
FI,2014-01-01,34390.0,Finland,FIN
FI,2015-01-01,34460.0,Finland,FIN
FI,2016-01-01,35330.0,Finland,FIN
FI,2017-01-01,36380.0,Finland,FIN
FI,2018-01-01,36740.0,Finland,FIN
FI,2019-01-01,37150.0,Finland,FIN
FI,2020-01-01,36220.0,Finland,FIN
FI,2021-01-01,37170.0,Finland,FIN
FI,2022-01-01,37560.0,Finland,FIN
FI,2023-01-01,36990.0,Finland,FIN
FR,2000-01-01,28770.0,France,FRA
FR,2001-01-01,29110.0,France,FRA
FR,2002-01-01,29210.0,France,FRA
FR,2003-01-01,29290.0,France,FRA
FR,2004-01-01,29910.0,France,FRA
FR,2005-01-01,30250.0,France,FRA
FR,2006-01-01,30870.0,France,FRA
FR,2007-01-01,31460.0,France,FRA
FR,2008-01-01,31410.0,France,FRA
FR,2009-01-01,30370.0,France,FRA
FR,2010-01-01,30830.0,France,FRA
FR,2011-01-01,31430.0,France,FRA
FR,2012-01-01,31340.0,France,FRA
FR,2013-01-01,31430.0,France,FRA
FR,2014-01-01,31580.0,France,FRA
FR,2015-01-01,31780.0,France,FRA
FR,2016-01-01,31930.0,France,FRA
FR,2017-01-01,32470.0,France,FRA
FR,2018-01-01,32850.0,France,FRA
FR,2019-01-01,33390.0,France,FRA
FR,2020-01-01,30800.0,France,FRA
FR,2021-01-01,32800.0,France,FRA
FR,2022-01-01,33540.0,France,FRA
FR,2023-01-01,33750.0,France,FRA
HR,2000-01-01,7940.0,Croatia,HRV
HR,2001-01-01,8510.0,Croatia,HRV
HR,2002-01-01,8990.0,Croatia,HRV
HR,2003-01-01,9500.0,Croatia,HRV
HR,2004-01-01,9890.0,Croatia,HRV
HR,2005-01-01,10310.0,Croatia,HRV
HR,2006-01-01,10830.0,Croatia,HRV
HR,2007-01-01,11380.0,Croatia,HRV
HR,2008-01-01,11610.0,Croatia,HRV
HR,2009-01-01,10790.0,Croatia,HRV
HR,2010-01-01,10680.0,Croatia,HRV
HR,2011-01-01,10710.0,Croatia,HRV
HR,2012-01-01,10490.0,Croatia,HRV
HR,2013-01-01,10500.0,Croatia,HRV
HR,2014-01-01,10510.0,Croatia,HRV
HR,2015-01-01,10850.0,Croatia,HRV
HR,2016-01-01,11340.0,Croatia,HRV
HR,2017-01-01,11840.0,Croatia,HRV
HR,2018-01-01,12310.0,Croatia,HRV
HR,2019-01-01,12810.0,Croatia,HRV
HR,2020-01-01,11770.0,Croatia,HRV
HR,2021-01-01,13610.0,Croatia,HRV
HR,2022-01-01,14750.0,Croatia,HRV
HU,2000-01-01,7910.0,Hungary,HUN
HU,2001-01-01,8250.0,Hungary,HUN
HU,2002-01-01,8670.0,Hungary,HUN
HU,2003-01-01,9050.0,Hungary,HUN
HU,2004-01-01,9520.0,Hungary,HUN
HU,2005-01-01,9950.0,Hungary,HUN
HU,2006-01-01,10360.0,Hungary,HUN
HU,2007-01-01,10410.0,Hungary,HUN
HU,2008-01-01,10530.0,Hungary,HUN
HU,2009-01-01,9850.0,Hungary,HUN
HU,2010-01-01,9980.0,Hungary,HUN
HU,2011-01-01,10190.0,Hungary,HUN
HU,2012-01-01,10120.0,Hungary,HUN
HU,2013-01-01,10330.0,Hungary,HUN
HU,2014-01-01,10790.0,Hungary,HUN
HU,2015-01-01,11220.0,Hungary,HUN
HU,2016-01-01,11500.0,Hungary,HUN
HU,2017-01-01,12020.0,Hungary,HUN
HU,2018-01-01,12690.0,Hungary,HUN
HU,2019-01-01,13310.0,Hungary,HUN
HU,2020-01-01,12740.0,Hungary,HUN
HU,2021-01-01,13690.0,Hungary,HUN
HU,2022-01-01,14360.0,Hungary,HUN
HU,2023-01-01,14370.0,Hungary,HUN
IE,2000-01-01,33300.0,Ireland,IRL
IE,2001-01-01,34520.0,Ireland,IRL
IE,2002-01-01,35930.0,Ireland,IRL
IE,2003-01-01,36400.0,Ireland,IRL
IE,2004-01-01,38200.0,Ireland,IRL
IE,2005-01-01,39500.0,Ireland,IRL
IE,2006-01-01,40400.0,Ireland,IRL
IE,2007-01-01,41290.0,Ireland,IRL
IE,2008-01-01,38590.0,Ireland,IRL
IE,2009-01-01,36280.0,Ireland,IRL
IE,2010-01-01,36720.0,Ireland,IRL
IE,2011-01-01,37170.0,Ireland,IRL
IE,2012-01-01,36870.0,Ireland,IRL
IE,2013-01-01,37500.0,Ireland,IRL
IE,2014-01-01,40710.0,Ireland,IRL
IE,2015-01-01,50270.0,Ireland,IRL
IE,2016-01-01,50280.0,Ireland,IRL
IE,2017-01-01,54540.0,Ireland,IRL
IE,2018-01-01,57820.0,Ireland,IRL
IE,2019-01-01,59800.0,Ireland,IRL
IE,2020-01-01,63220.0,Ireland,IRL
IE,2021-01-01,72670.0,Ireland,IRL
IE,2022-01-01,77300.0,Ireland,IRL
IE,2023-01-01,71700.0,Ireland,IRL
IS,2000-01-01,28570.0,Iceland,ISL
IS,2001-01-01,29320.0,Iceland,ISL
IS,2002-01-01,29230.0,Iceland,ISL
IS,2003-01-01,29650.0,Iceland,ISL
IS,2004-01-01,31680.0,Iceland,ISL
IS,2005-01-01,33100.0,Iceland,ISL
IS,2006-01-01,34370.0,Iceland,ISL
IS,2007-01-01,36340.0,Iceland,ISL
IS,2008-01-01,36460.0,Iceland,ISL
IS,2009-01-01,33550.0,Iceland,ISL
IS,2010-01-01,32990.0,Iceland,ISL
IS,2011-01-01,33840.0,Iceland,ISL
IS,2012-01-01,33980.0,Iceland,ISL
IS,2013-01-01,35160.0,Iceland,ISL
IS,2014-01-01,35350.0,Iceland,ISL
IS,2015-01-01,36570.0,Iceland,ISL
IS,2016-01-01,38310.0,Iceland,ISL
IS,2017-01-01,38970.0,Iceland,ISL
IS,2018-01-01,39870.0,Iceland,ISL
IS,2019-01-01,39920.0,Iceland,ISL
IS,2020-01-01,36690.0,Iceland,ISL
IS,2021-01-01,38040.0,Iceland,ISL
IS,2022-01-01,40510.0,Iceland,ISL
IS,2023-01-01,41490.0,Iceland,ISL
IT,2000-01-01,27430.0,Italy,ITA
IT,2001-01-01,27950.0,Italy,ITA
IT,2002-01-01,27960.0,Italy,ITA
IT,2003-01-01,27850.0,Italy,ITA
IT,2004-01-01,28040.0,Italy,ITA
IT,2005-01-01,28100.0,Italy,ITA
IT,2006-01-01,28490.0,Italy,ITA
IT,2007-01-01,28740.0,Italy,ITA
IT,2008-01-01,28250.0,Italy,ITA
IT,2009-01-01,26600.0,Italy,ITA
IT,2010-01-01,26940.0,Italy,ITA
IT,2011-01-01,27030.0,Italy,ITA
IT,2012-01-01,26160.0,Italy,ITA
IT,2013-01-01,25620.0,Italy,ITA
IT,2014-01-01,25620.0,Italy,ITA
IT,2015-01-01,25860.0,Italy,ITA
IT,2016-01-01,26240.0,Italy,ITA
IT,2017-01-01,26730.0,Italy,ITA
IT,2018-01-01,27030.0,Italy,ITA
IT,2019-01-01,27230.0,Italy,ITA
IT,2020-01-01,24910.0,Italy,ITA
IT,2021-01-01,27120.0,Italy,ITA
IT,2022-01-01,28250.0,Italy,ITA
IT,2023-01-01,28520.0,Italy,ITA
LT,2000-01-01,5230.0,Lithuania,LTU
LT,2001-01-01,5620.0,Lithuania,LTU
LT,2002-01-01,6050.0,Lithuania,LTU
LT,2003-01-01,6740.0,Lithuania,LTU
LT,2004-01-01,7270.0,Lithuania,LTU
LT,2005-01-01,7960.0,Lithuania,LTU
LT,2006-01-01,8690.0,Lithuania,LTU
LT,2007-01-01,9770.0,Lithuania,LTU
LT,2008-01-01,10130.0,Lithuania,LTU
LT,2009-01-01,8720.0,Lithuania,LTU
LT,2010-01-01,9050.0,Lithuania,LTU
LT,2011-01-01,9820.0,Lithuania,LTU
LT,2012-01-01,10330.0,Lithuania,LTU
LT,2013-01-01,10810.0,Lithuania,LTU
LT,2014-01-01,11290.0,Lithuania,LTU
LT,2015-01-01,11620.0,Lithuania,LTU
LT,2016-01-01,12070.0,Lithuania,LTU
LT,2017-01-01,12760.0,Lithuania,LTU
LT,2018-01-01,13400.0,Lithuania,LTU
LT,2019-01-01,14060.0,Lithuania,LTU
LT,2020-01-01,14060.0,Lithuania,LTU
LT,2021-01-01,14870.0,Lithuania,LTU
LT,2022-01-01,15100.0,Lithuania,LTU
LT,2023-01-01,14840.0,Lithuania,LTU
LU,2000-01-01,72530.0,Luxembourg,LUX
LU,2001-01-01,73930.0,Luxembourg,LUX
LU,2002-01-01,75500.0,Luxembourg,LUX
LU,2003-01-01,76510.0,Luxembourg,LUX
LU,2004-01-01,78660.0,Luxembourg,LUX
LU,2005-01-01,79370.0,Luxembourg,LUX
LU,2006-01-01,82860.0,Luxembourg,LUX
