id,country,name,iso3,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01
SE21,Sweden,Småland med öarna,SWE,7.4,7.1,6.7,6.0,6.2,5.5,5.7,6.3,7.7,7.5,6.1,6.8
SE22,Sweden,Sydsverige,SWE,9.4,9.9,10.0,9.5,8.4,8.4,8.6,8.9,10.5,11.2,9.2,9.3
SE23,Sweden,Västsverige,SWE,7.7,8.0,7.6,6.6,6.5,6.0,5.6,6.1,7.6,8.4,6.3,7.3
SE31,Sweden,Norra Mellansverige,SWE,8.6,8.8,8.6,7.9,7.5,6.9,6.4,7.3,7.9,9.7,7.6,7.2
SE32,Sweden,Mellersta Norrland,SWE,8.4,7.2,7.4,7.1,6.8,6.2,5.5,6.7,7.6,6.2,6.4,6.4
SE33,Sweden,Övre Norrland,SWE,7.7,7.2,7.4,7.2,5.8,5.9,5.4,6.1,6.2,6.2,5.1,5.7
SI03,Slovenia,Vzhodna Slovenija,SVN,9.9,11.3,11.0,10.3,8.9,6.8,5.4,4.9,5.5,5.0,4.2,3.8
SI04,Slovenia,Zahodna Slovenija,SVN,7.6,8.7,8.1,7.5,7.1,6.3,4.7,4.0,4.4,4.5,3.8,3.5
SK01,Slovakia,Bratislavský kraj,SVK,5.7,6.4,6.0,5.7,5.1,4.2,2.9,2.3,3.4,2.6,2.3,2.3
SK02,Slovakia,Západné Slovensko,SVK,11.3,11.7,11.0,9.7,7.7,5.5,4.3,4.0,4.7,4.7,4.0,3.6
SK03,Slovakia,Stredné Slovensko,SVK,16.2,16.8,15.9,12.8,10.8,9.4,7.5,6.1,6.7,7.4,6.6,5.9
SK04,Slovakia,Východné Slovensko,SVK,19.0,18.5,16.6,15.0,13.2,12.0,10.1,9.1,10.5,10.9,10.2,10.4
TR10,Türkiye,İstanbul,TUR,10.7,10.6,11.9,12.8,13.5,13.8,12.4,14.8,14.7,12.3,10.1,8.8
TR21,Türkiye,"Tekirdağ, Edirne, Kırklareli",TUR,6.2,6.4,7.6,7.3,7.5,8.3,7.5,11.1,9.0,9.2,7.8,7.6
TR22,Türkiye,"Balıkesir, Çanakkale",TUR,4.5,5.6,5.6,5.3,6.7,5.9,5.7,8.3,7.8,8.0,7.0,6.1
TR31,Türkiye,İzmir,TUR,13.3,14.3,13.8,14.9,13.9,14.0,13.7,15.9,17.0,14.5,13.1,11.4
TR32,Türkiye,"Aydın, Denizli, Muğla",TUR,6.6,6.0,7.2,6.8,6.7,7.1,6.9,9.2,9.6,10.0,8.7,8.1
TR33,Türkiye,"Manisa, Afyonkarahisar, Kütahya, Uşak",TUR,4.1,5.2,3.9,4.1,4.9,6.1,6.8,9.8,8.3,6.9,7.2,7.2
TR41,Türkiye,"Bursa, Eskişehir, Bilecik",TUR,6.4,6.0,6.2,7.7,9.0,9.7,8.9,11.2,9.7,9.4,8.9,8.3
TR42,Türkiye,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",TUR,8.9,9.0,9.9,10.1,10.6,10.8,10.1,13.4,12.2,9.5,10.2,9.0
TR51,Türkiye,Ankara,TUR,8.3,9.0,11.5,11.1,11.3,11.3,10.1,14.2,14.8,13.4,12.2,11.3
TR52,Türkiye,"Konya, Karaman",TUR,5.0,3.8,5.5,6.5,6.1,5.9,5.8,7.9,7.8,7.9,7.5,6.0
TR61,Türkiye,"Antalya, Isparta, Burdur",TUR,7.3,7.2,8.4,9.4,11.4,11.9,11.4,13.3,12.2,11.8,9.3,7.3
TR62,Türkiye,"Adana, Mersin",TUR,9.1,11.3,10.7,9.8,10.3,10.6,11.2,11.9,13.3,13.3,12.4,10.9
TR63,Türkiye,"Hatay, Kahramanmaraş, Osmaniye",TUR,9.0,10.8,15.3,16.3,14.4,11.5,14.1,18.1,15.2,17.0,14.6,15.3
TR71,Türkiye,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",TUR,6.2,5.5,7.6,9.9,13.4,11.3,10.8,13.1,11.9,12.8,9.4,8.6
TR72,Türkiye,"Kayseri, Sivas, Yozgat",TUR,7.3,8.4,9.5,9.7,8.3,11.7,13.0,14.3,12.7,11.7,9.3,9.4
TR81,Türkiye,"Zonguldak, Karabük, Bartın",TUR,6.5,6.2,6.0,6.9,8.7,7.2,8.1,9.5,9.2,10.6,11.2,10.7
TR82,Türkiye,"Kastamonu, Çankırı, Sinop",TUR,4.5,5.6,6.5,6.8,5.7,4.5,5.1,7.5,6.5,6.1,6.4,5.0
TR83,Türkiye,"Samsun, Tokat, Çorum, Amasya",TUR,4.9,5.5,6.2,6.6,7.9,6.7,6.4,8.3,8.3,7.8,8.2,8.6
TR90,Türkiye,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",TUR,5.2,6.0,6.2,4.8,4.5,3.5,6.1,9.8,8.8,9.6,9.1,8.5
TRA1,Türkiye,"Erzurum, Erzincan, Bayburt",TUR,5.5,6.1,7.3,6.0,4.9,5.3,7.4,11.2,10.1,9.9,9.2,7.5
TRA2,Türkiye,"Ağrı, Kars, Iğdır, Ardahan",TUR,6.3,5.6,3.3,3.9,4.8,5.5,5.3,9.5,11.4,14.0,12.9,11.7
TRB1,Türkiye,"Malatya, Elazığ, Bingöl, Tunceli",TUR,5.8,5.7,7.5,7.9,8.8,6.8,8.0,9.8,10.5,10.5,8.2,7.3
TRB2,Türkiye,"Van, Muş, Bitlis, Hakkari",TUR,7.5,9.2,13.4,9.7,9.1,12.6,21.6,25.7,23.6,20.4,19.3,17.5
TRC1,Türkiye,"Gaziantep, Adıyaman, Kilis",TUR,10.6,6.2,8.1,9.7,13.9,14.3,12.3,15.1,12.9,10.2,10.7,10.0
TRC2,Türkiye,"Şanlıurfa, Diyarbakır",TUR,6.0,16.0,17.5,17.4,17.2,13.8,18.6,23.2,20.0,14.8,11.4,10.8
TRC3,Türkiye,"Mardin, Batman, Şırnak, Siirt",TUR,18.8,19.4,24.0,24.4,28.1,26.9,24.8,30.8,33.4,30.4,18.6,11.5
UKC1,United Kingdom,Tees Valley and Durham (),GBR,11.5,10.9,9.8,8.5,6.9,5.2,4.4,5.6,,,,
UKC2,United Kingdom,Northumberland and Tyne and Wear (),GBR,9.0,9.2,8.3,7.7,7.1,5.8,5.2,5.6,,,,
UKD1,United Kingdom,Cumbria (),GBR,6.3,5.1,5.0,4.2,3.7,3.4,1.9,2.0,,,,
UKD3,United Kingdom,Greater Manchester (),GBR,10.1,9.4,7.9,6.5,6.1,4.0,4.2,5.1,,,,
UKD4,United Kingdom,Lancashire (),GBR,7.8,7.2,6.5,4.5,4.4,4.2,4.8,3.7,,,,
UKD6,United Kingdom,Cheshire (),GBR,5.9,5.2,3.4,3.5,3.2,3.1,3.2,3.2,,,,
UKD7,United Kingdom,Merseyside (),GBR,9.7,8.9,7.4,5.8,4.9,5.2,4.0,3.8,,,,
UKE1,United Kingdom,East Yorkshire and Northern Lincolnshire (),GBR,9.7,8.4,8.0,6.4,5.5,4.6,5.6,4.6,,,,
UKE2,United Kingdom,North Yorkshire (),GBR,5.0,4.4,4.5,3.1,2.9,4.1,3.3,2.7,,,,
UKE3,United Kingdom,South Yorkshire (),GBR,10.4,10.5,8.8,7.4,7.1,5.6,5.0,5.1,,,,
UKE4,United Kingdom,West Yorkshire (),GBR,9.4,9.3,6.7,6.6,5.8,4.8,4.7,4.6,,,,
UKF1,United Kingdom,Derbyshire and Nottinghamshire (),GBR,8.3,7.2,6.1,4.8,4.5,3.6,4.4,3.9,,,,
UKF2,United Kingdom,"Leicestershire, Rutland and Northamptonshire ()",GBR,7.0,7.8,5.3,4.4,4.5,4.6,4.2,4.2,,,,
UKF3,United Kingdom,Lincolnshire (),GBR,8.5,6.4,4.6,4.5,4.3,3.7,4.2,3.6,,,,
UKG1,United Kingdom,"Herefordshire, Worcestershire and Warwickshire ()",GBR,4.9,5.1,4.4,3.2,3.7,2.9,3.0,2.9,,,,
UKG2,United Kingdom,Shropshire and Staffordshire (),GBR,6.7,6.2,5.3,4.6,4.2,4.9,3.7,3.3,,,,
UKG3,United Kingdom,West Midlands (),GBR,11.7,13.0,9.7,7.9,7.5,7.2,6.5,5.9,,,,
UKH1,United Kingdom,East Anglia (),GBR,6.4,6.2,5.0,4.3,3.8,3.9,3.5,2.9,,,,
UKH2,United Kingdom,Bedfordshire and Hertfordshire (),GBR,6.3,5.6,4.3,3.8,4.1,3.7,2.9,2.7,,,,
UKH3,United Kingdom,Essex (),GBR,7.4,6.3,6.2,4.3,3.8,4.2,2.8,3.2,,,,
UKI3,United Kingdom,Inner London - West (),GBR,6.8,6.8,6.2,5.4,4.7,5.6,5.1,3.8,,,,
UKI4,United Kingdom,Inner London - East (),GBR,10.7,9.8,7.8,7.2,7.2,5.3,4.3,4.0,,,,
UKI5,United Kingdom,Outer London - East and North East (),GBR,9.5,9.5,7.4,7.5,5.5,5.6,4.6,4.4,,,,
UKI6,United Kingdom,Outer London - South (),GBR,7.3,7.4,5.9,4.6,4.2,4.9,4.7,4.1,,,,
UKI7,United Kingdom,Outer London - West and North West (),GBR,9.2,8.4,6.2,5.5,5.0,4.9,4.8,5.1,,,,
UKJ1,United Kingdom,"Berkshire, Buckinghamshire and Oxfordshire ()",GBR,5.7,5.2,4.2,3.5,2.7,2.9,3.0,2.8,,,,
UKJ2,United Kingdom,"Surrey, East and West Sussex ()",GBR,5.9,5.5,4.6,3.7,3.5,3.2,3.6,2.6,,,,
UKJ3,United Kingdom,Hampshire and Isle of Wight (),GBR,6.3,5.7,4.2,4.1,3.7,3.1,2.7,3.2,,,,
UKJ4,United Kingdom,Kent (),GBR,8.0,7.6,5.7,5.3,4.5,3.7,4.3,3.9,,,,
UKK1,United Kingdom,"Gloucestershire, Wiltshire and Bristol/Bath area ()",GBR,6.1,6.2,4.8,3.9,3.6,3.9,2.9,2.7,,,,
UKK2,United Kingdom,Dorset and Somerset (),GBR,5.1,5.4,4.5,3.9,4.3,2.8,3.1,2.1,,,,
UKK3,United Kingdom,Cornwall and Isles of Scilly (),GBR,5.5,5.6,3.8,4.5,3.7,2.4,2.6,2.1,,,,
UKK4,United Kingdom,Devon (),GBR,5.8,7.0,5.0,3.7,3.5,4.0,3.3,3.0,,,,
UKL1,United Kingdom,West Wales and The Valleys (),GBR,9.2,7.8,6.9,6.5,4.9,4.6,4.9,4.0,,,,
UKL2,United Kingdom,East Wales (),GBR,7.6,7.4,6.1,4.8,3.6,4.3,2.7,3.2,,,,
UKM2,United Kingdom,Eastern Scotland (),GBR,7.6,,,,,,,,,,,
UKM3,United Kingdom,South Western Scotland (),GBR,9.2,,,,,,,,,,,
UKM5,United Kingdom,North Eastern Scotland (),GBR,4.7,4.7,4.0,3.2,5.1,4.2,3.5,3.2,,,,
UKM6,United Kingdom,Highlands and Islands (),GBR,8.1,4.4,3.9,2.8,3.5,2.6,2.2,,,,,
UKM7,United Kingdom,Eastern Scotland (),GBR,,7.5,5.8,6.0,4.8,3.7,3.6,3.4,,,,
UKM8,United Kingdom,West Central Scotland (),GBR,,8.1,7.8,7.1,5.3,4.7,5.1,4.5,,,,
UKM9,United Kingdom,Southern Scotland (),GBR,,7.8,5.3,6.0,6.2,4.7,3.2,3.1,,,,
UKN0,United Kingdom,Northern Ireland (UK) (),GBR,7.4,7.5,6.4,6.1,5.7,4.5,3.6,2.7,,,,
