id,name,date,value
04000,Arizona,2019-01-01,316317.6
04000,Arizona,2018-01-01,303832.3
04000,Arizona,2017-01-01,290406.0
04000,Arizona,2016-01-01,277499.7
04000,Arizona,2015-01-01,267810.5
04000,Arizona,2014-01-01,260594.3
04000,Arizona,2013-01-01,256743.7
04000,Arizona,2012-01-01,254593.2
04000,Arizona,2011-01-01,247860.5
04000,Arizona,2010-01-01,239628.4
04000,Arizona,2009-01-01,235558.9
04000,Arizona,2008-01-01,258016.1
04000,Arizona,2007-01-01,263365.9
04000,Arizona,2006-01-01,254009.9
04000,Arizona,2005-01-01,242592.4
04000,Arizona,2004-01-01,225465.2
04000,Arizona,2003-01-01,215093.5
04000,Arizona,2002-01-01,200974.0
04000,Arizona,2001-01-01,194532.7
04000,Arizona,2000-01-01,189540.9
04000,Arizona,1998-01-01,164182.5
04000,Arizona,1999-01-01,179940.3
04000,Arizona,1997-01-01,148548.0
05000,Arkansas,1997-01-01,73637.0
05000,Arkansas,1999-01-01,80677.1
05000,Arkansas,1998-01-01,76109.6
05000,Arkansas,2000-01-01,81190.9
05000,Arkansas,2001-01-01,80875.5
05000,Arkansas,2002-01-01,83766.9
05000,Arkansas,2003-01-01,87733.4
05000,Arkansas,2004-01-01,92876.8
05000,Arkansas,2005-01-01,96077.2
05000,Arkansas,2006-01-01,98191.6
05000,Arkansas,2007-01-01,97454.9
05000,Arkansas,2008-01-01,96969.9
05000,Arkansas,2009-01-01,93177.3
05000,Arkansas,2010-01-01,96155.1
05000,Arkansas,2011-01-01,98291.8
05000,Arkansas,2012-01-01,99790.5
05000,Arkansas,2013-01-01,103075.4
05000,Arkansas,2014-01-01,104861.9
05000,Arkansas,2015-01-01,105391.5
05000,Arkansas,2016-01-01,106847.5
05000,Arkansas,2017-01-01,107705.0
05000,Arkansas,2018-01-01,110234.5
05000,Arkansas,2019-01-01,110724.7
05000,Arkansas,2020-01-01,111903.3
05000,Arkansas,2021-01-01,121109.5
05000,Arkansas,2022-01-01,123064.3
05000,Arkansas,2023-01-01,126263.1
06000,California,2023-01-01,2910459.4
06000,California,2022-01-01,2858375.2
06000,California,2021-01-01,2828981.7
06000,California,2020-01-01,2611271.6
06000,California,2019-01-01,2640381.6
06000,California,2018-01-01,2522856.9
06000,California,2017-01-01,2415987.8
06000,California,2016-01-01,2298995.6
06000,California,2015-01-01,2230682.3
06000,California,2013-01-01,2039365.9
06000,California,2014-01-01,2120496.8
06000,California,2012-01-01,1957304.8
06000,California,2010-01-01,1852826.3
06000,California,2011-01-01,1890490.0
06000,California,2009-01-01,1806711.5
06000,California,2008-01-01,1878069.9
06000,California,2007-01-01,1860310.4
06000,California,2006-01-01,1819782.9
06000,California,2005-01-01,1745693.9
06000,California,2004-01-01,1663884.5
06000,California,2003-01-01,1604276.7
06000,California,2002-01-01,1535300.8
06000,California,2001-01-01,1503818.1
06000,California,2000-01-01,1510522.5
06000,California,1998-01-01,1288084.4
06000,California,1999-01-01,1396512.9
06000,California,1997-01-01,1200143.4
08000,Colorado,1997-01-01,156388.6
08000,Colorado,1998-01-01,172497.0
08000,Colorado,1999-01-01,186026.1
08000,Colorado,2000-01-01,202785.4
08000,Colorado,2001-01-01,205593.6
08000,Colorado,2002-01-01,205647.6
08000,Colorado,2003-01-01,207935.4
08000,Colorado,2004-01-01,212161.7
08000,Colorado,2005-01-01,223503.8
08000,Colorado,2006-01-01,230201.9
08000,Colorado,2007-01-01,241105.2
08000,Colorado,2008-01-01,242739.1
08000,Colorado,2009-01-01,236745.2
08000,Colorado,2011-01-01,245083.7
08000,Colorado,2010-01-01,240207.4
08000,Colorado,2012-01-01,250560.7
08000,Colorado,2014-01-01,275852.1
08000,Colorado,2013-01-01,262659.9
08000,Colorado,2015-01-01,289882.0
08000,Colorado,2016-01-01,295831.8
08000,Colorado,2017-01-01,307059.1
08000,Colorado,2018-01-01,321328.1
08000,Colorado,2019-01-01,338875.6
08000,Colorado,2020-01-01,335221.2
08000,Colorado,2021-01-01,360834.0
08000,Colorado,2022-01-01,372060.8
08000,Colorado,2023-01-01,388094.2
09000,Connecticut,2023-01-01,260928.9
09000,Connecticut,2022-01-01,253633.1
09000,Connecticut,2021-01-01,244942.9
09000,Connecticut,2020-01-01,235727.2
09000,Connecticut,2019-01-01,249230.1
09000,Connecticut,2018-01-01,247769.7
09000,Connecticut,2017-01-01,246281.0
09000,Connecticut,2016-01-01,240703.6
09000,Connecticut,2015-01-01,241279.4
09000,Connecticut,2013-01-01,231466.3
09000,Connecticut,2014-01-01,233220.0
09000,Connecticut,2012-01-01,236208.3
09000,Connecticut,2010-01-01,238471.2
09000,Connecticut,2011-01-01,233467.3
09000,Connecticut,2009-01-01,236632.1
09000,Connecticut,2008-01-01,247777.2
09000,Connecticut,2007-01-01,248896.5
09000,Connecticut,2006-01-01,240371.3
09000,Connecticut,2005-01-01,229080.7
09000,Connecticut,2004-01-01,224448.8
09000,Connecticut,2003-01-01,209051.0
09000,Connecticut,2002-01-01,206533.7
09000,Connecticut,2001-01-01,208951.0
09000,Connecticut,2000-01-01,207232.2
09000,Connecticut,1999-01-01,193121.2
09000,Connecticut,1998-01-01,187211.7
09000,Connecticut,1997-01-01,181384.1
10000,Delaware,1997-01-01,45555.4
10000,Delaware,1998-01-01,50524.2
10000,Delaware,1999-01-01,54689.1
10000,Delaware,2000-01-01,57012.3
10000,Delaware,2001-01-01,59232.4
10000,Delaware,2002-01-01,56864.2
10000,Delaware,2003-01-01,57494.0
10000,Delaware,2004-01-01,60862.1
10000,Delaware,2005-01-01,59235.0
10000,Delaware,2006-01-01,61434.4
10000,Delaware,2007-01-01,60948.4
10000,Delaware,2008-01-01,58465.0
10000,Delaware,2009-01-01,61732.9
10000,Delaware,2011-01-01,63786.3
10000,Delaware,2010-01-01,61045.1
10000,Delaware,2012-01-01,63393.7
10000,Delaware,2014-01-01,67177.8
10000,Delaware,2013-01-01,61654.2
10000,Delaware,2015-01-01,69452.6
10000,Delaware,2016-01-01,65109.9
10000,Delaware,2017-01-01,62453.1
10000,Delaware,2018-01-01,63553.9
10000,Delaware,2019-01-01,67381.7
10000,Delaware,2020-01-01,65362.3
10000,Delaware,2021-01-01,67426.4
10000,Delaware,2022-01-01,69707.2
10000,Delaware,2023-01-01,70612.4
11000,District of Columbia,2023-01-01,101185.5
11000,District of Columbia,2022-01-01,99253.0
11000,District of Columbia,2021-01-01,96870.8
11000,District of Columbia,2020-01-01,92021.1
11000,District of Columbia,2019-01-01,94870.5
11000,District of Columbia,2018-01-01,93304.6
11000,District of Columbia,2017-01-01,90291.4
11000,District of Columbia,2016-01-01,88623.1
11000,District of Columbia,2015-01-01,86882.2
11000,District of Columbia,2013-01-01,81856.5
11000,District of Columbia,2014-01-01,84749.3
11000,District of Columbia,2012-01-01,80981.8
11000,District of Columbia,2010-01-01,77682.5
11000,District of Columbia,2011-01-01,79667.9
11000,District of Columbia,2009-01-01,74817.4
11000,District of Columbia,2008-01-01,77208.6
11000,District of Columbia,2007-01-01,74629.9
11000,District of Columbia,2006-01-01,70968.2
11000,District of Columbia,2005-01-01,70037.9
11000,District of Columbia,2004-01-01,68605.2
11000,District of Columbia,2003-01-01,63791.8
11000,District of Columbia,2002-01-01,61897.7
11000,District of Columbia,2001-01-01,60223.2
11000,District of Columbia,2000-01-01,57963.1
11000,District of Columbia,1999-01-01,56584.4
11000,District of Columbia,1998-01-01,53301.1
11000,District of Columbia,1997-01-01,51121.9
12000,Florida,1997-01-01,509555.5
12000,Florida,1998-01-01,537743.3
12000,Florida,1999-01-01,566154.2
12000,Florida,2000-01-01,591940.0
12000,Florida,2001-01-01,611455.0
12000,Florida,2002-01-01,640139.7
12000,Florida,2003-01-01,672584.7
12000,Florida,2004-01-01,720265.5
12000,Florida,2005-01-01,773177.7
12000,Florida,2006-01-01,798328.1
12000,Florida,2007-01-01,802667.6
12000,Florida,2008-01-01,772611.4
12000,Florida,2009-01-01,722515.9
12000,Florida,2010-01-01,734437.8
12000,Florida,2011-01-01,735308.5
12000,Florida,2013-01-01,768722.1
12000,Florida,2012-01-01,744887.2
12000,Florida,2014-01-01,795327.6
12000,Florida,2015-01-01,837191.5
12000,Florida,2016-01-01,868101.3
12000,Florida,2017-01-01,902107.3
12000,Florida,2018-01-01,941569.3
12000,Florida,2019-01-01,977380.7
12000,Florida,2020-01-01,958888.7
12000,Florida,2021-01-01,1057146.2
12000,Florida,2022-01-01,1123109.6
12000,Florida,2023-01-01,1172769.9
13000,Georgia,2023-01-01,608536.3
13000,Georgia,2022-01-01,597173.9
13000,Georgia,2021-01-01,574823.0
13000,Georgia,2020-01-01,537876.1
13000,Georgia,2019-01-01,553102.0
13000,Georgia,2018-01-01,533844.2
13000,Georgia,2017-01-01,516630.5
13000,Georgia,2016-01-01,496355.9
13000,Georgia,2015-01-01,474478.3
13000,Georgia,2014-01-01,452682.2
13000,Georgia,2012-01-01,422327.2
13000,Georgia,2013-01-01,434918.5
13000,Georgia,2011-01-01,413544.0
13000,Georgia,2010-01-01,403703.7
13000,Georgia,2009-01-01,396622.4
13000,Georgia,2008-01-01,415060.0
13000,Georgia,2007-01-01,424859.2
13000,Georgia,2006-01-01,420508.0
13000,Georgia,2005-01-01,413967.2
13000,Georgia,2004-01-01,395907.0
13000,Georgia,2003-01-01,374288.6
13000,Georgia,2002-01-01,364210.5
13000,Georgia,2001-01-01,361572.7
13000,Georgia,2000-01-01,358245.9
13000,Georgia,1999-01-01,346666.7
13000,Georgia,1998-01-01,321679.2
13000,Georgia,1997-01-01,297116.3
15000,Hawaii,1997-01-01,46638.5
15000,Hawaii,1998-01-01,44982.3
15000,Hawaii,1999-01-01,45404.8
15000,Hawaii,2000-01-01,46657.9
15000,Hawaii,2001-01-01,46343.8
15000,Hawaii,2002-01-01,47719.9
15000,Hawaii,2003-01-01,50484.6
15000,Hawaii,2004-01-01,53625.8
15000,Hawaii,2005-01-01,56826.9
15000,Hawaii,2006-01-01,58449.6
15000,Hawaii,2007-01-01,59874.5
15000,Hawaii,2008-01-01,59765.4
15000,Hawaii,2009-01-01,57017.9
15000,Hawaii,2010-01-01,58848.3
15000,Hawaii,2011-01-01,59461.6
15000,Hawaii,2013-01-01,62996.9
15000,Hawaii,2012-01-01,60881.7
15000,Hawaii,2014-01-01,63491.5
15000,Hawaii,2015-01-01,66050.1
15000,Hawaii,2016-01-01,67304.5
15000,Hawaii,2017-01-01,69194.8
15000,Hawaii,2018-01-01,71148.2
15000,Hawaii,2019-01-01,71311.5
15000,Hawaii,2020-01-01,62460.5
15000,Hawaii,2021-01-01,66912.0
15000,Hawaii,2022-01-01,69843.1
15000,Hawaii,2023-01-01,71116.6
16000,Idaho,2023-01-01,85022.1
16000,Idaho,2022-01-01,82356.2
16000,Idaho,2021-01-01,78707.3
16000,Idaho,2020-01-01,72655.9
16000,Idaho,2019-01-01,70977.5
16000,Idaho,2018-01-01,67792.2
16000,Idaho,2017-01-01,63172.7
16000,Idaho,2016-01-01,60989.7
16000,Idaho,2015-01-01,58523.5
16000,Idaho,2014-01-01,57717.0
16000,Idaho,2012-01-01,52802.8
16000,Idaho,2013-01-01,55614.4
16000,Idaho,2011-01-01,53549.6
16000,Idaho,2010-01-01,53298.9
16000,Idaho,2009-01-01,51729.8
16000,Idaho,2008-01-01,54159.3
16000,Idaho,2007-01-01,52213.7
16000,Idaho,2006-01-01,51102.7
16000,Idaho,2005-01-01,49816.8
16000,Idaho,2004-01-01,45885.3
16000,Idaho,2002-01-01,40971.6
16000,Idaho,2003-01-01,42563.2
16000,Idaho,2001-01-01,39944.5
16000,Idaho,2000-01-01,41032.2
16000,Idaho,1999-01-01,36479.2
16000,Idaho,1998-01-01,32916.3
16000,Idaho,1997-01-01,31091.5
17000,Illinois,1997-01-01,542513.3
17000,Illinois,1998-01-01,561594.4
17000,Illinois,1999-01-01,584390.9
17000,Illinois,2000-01-01,605931.0
17000,Illinois,2001-01-01,604130.0
17000,Illinois,2003-01-01,617205.8
17000,Illinois,2002-01-01,606195.3
17000,Illinois,2004-01-01,639236.6
17000,Illinois,2005-01-01,654076.7
17000,Illinois,2006-01-01,672792.0
17000,Illinois,2007-01-01,683849.8
17000,Illinois,2008-01-01,673138.5
17000,Illinois,2009-01-01,655120.8
17000,Illinois,2010-01-01,667714.8
17000,Illinois,2011-01-01,686309.5
17000,Illinois,2013-01-01,710490.2
17000,Illinois,2012-01-01,706034.6
17000,Illinois,2014-01-01,727816.1
17000,Illinois,2015-01-01,743710.1
17000,Illinois,2016-01-01,745673.2
17000,Illinois,2017-01-01,751098.7
17000,Illinois,2018-01-01,770638.3
17000,Illinois,2019-01-01,776590.7
17000,Illinois,2020-01-01,731986.7
17000,Illinois,2021-01-01,777092.2
17000,Illinois,2022-01-01,796799.3
17000,Illinois,2023-01-01,804321.0
18000,Indiana,2023-01-01,369498.6
18000,Indiana,2022-01-01,365150.6
18000,Indiana,2021-01-01,353894.7
18000,Indiana,2020-01-01,325803.4
18000,Indiana,2019-01-01,336078.3
18000,Indiana,2018-01-01,334113.5
18000,Indiana,2017-01-01,323635.7
18000,Indiana,2016-01-01,315616.7
18000,Indiana,2015-01-01,308984.1
18000,Indiana,2014-01-01,311241.6
18000,Indiana,2012-01-01,292026.1
18000,Indiana,2013-01-01,302527.1
18000,Indiana,2011-01-01,289078.8
18000,Indiana,2010-01-01,287861.7
18000,Indiana,2009-01-01,266545.5
18000,Indiana,2008-01-01,288682.8
18000,Indiana,2007-01-01,289551.5
18000,Indiana,2006-01-01,275185.0
18000,Indiana,2005-01-01,272919.3
18000,Indiana,2004-01-01,270624.8
18000,Indiana,2002-01-01,248444.4
18000,Indiana,2003-01-01,260261.9
18000,Indiana,2001-01-01,241687.2
18000,Indiana,2000-01-01,246219.2
18000,Indiana,1999-01-01,236885.7
18000,Indiana,1998-01-01,229139.5
18000,Indiana,1997-01-01,214128.0
19000,Iowa,1997-01-01,102587.7
19000,Iowa,1998-01-01,103014.5
19000,Iowa,1999-01-01,105403.4
19000,Iowa,2000-01-01,110782.1
19000,Iowa,2001-01-01,109469.5
19000,Iowa,2003-01-01,118560.4
19000,Iowa,2002-01-01,112393.6
19000,Iowa,2004-01-01,129944.5
19000,Iowa,2005-01-01,134181.2
19000,Iowa,2006-01-01,136159.2
19000,Iowa,2007-01-01,143257.9
19000,Iowa,2008-01-01,140560.9
19000,Iowa,2009-01-01,136365.0
19000,Iowa,2010-01-01,141018.5
19000,Iowa,2011-01-01,144187.7
19000,Iowa,2013-01-01,150592.7
19000,Iowa,2012-01-01,150478.9
19000,Iowa,2014-01-01,159429.9
19000,Iowa,2015-01-01,165049.6
19000,Iowa,2016-01-01,165280.9
19000,Iowa,2017-01-01,165551.5
19000,Iowa,2018-01-01,167461.7
19000,Iowa,2019-01-01,166776.7
19000,Iowa,2020-01-01,165205.7
19000,Iowa,2021-01-01,180490.2
19000,Iowa,2022-01-01,180580.9
19000,Iowa,2023-01-01,180685.7
20000,Kansas,2023-01-01,162034.6
20000,Kansas,2022-01-01,156031.2
20000,Kansas,2021-01-01,151716.8
20000,Kansas,2020-01-01,147149.6
20000,Kansas,2019-01-01,147872.3
20000,Kansas,2017-01-01,144885.9
20000,Kansas,2018-01-01,148433.2
20000,Kansas,2016-01-01,143428.7
20000,Kansas,2015-01-01,137413.4
20000,Kansas,2014-01-01,132425.2
20000,Kansas,2012-01-01,127948.1
20000,Kansas,2013-01-01,128898.3
20000,Kansas,2011-01-01,125488.4
20000,Kansas,2010-01-01,121698.3
20000,Kansas,2009-01-01,119934.7
20000,Kansas,2008-01-01,124890.2
20000,Kansas,2007-01-01,121728.7
20000,Kansas,2006-01-01,115007.0
20000,Kansas,2005-01-01,109031.1
20000,Kansas,2004-01-01,104253.8
20000,Kansas,2002-01-01,101184.2
20000,Kansas,2003-01-01,103383.1
20000,Kansas,2001-01-01,99847.9
20000,Kansas,2000-01-01,99255.8
20000,Kansas,1999-01-01,96236.9
20000,Kansas,1998-01-01,93651.1
20000,Kansas,1997-01-01,90273.4
21000,Kentucky,1997-01-01,129999.3
21000,Kentucky,1998-01-01,134936.3
21000,Kentucky,1999-01-01,139576.8
21000,Kentucky,2000-01-01,135335.7
21000,Kentucky,2001-01-01,135519.0
21000,Kentucky,2002-01-01,139058.2
21000,Kentucky,2003-01-01,143842.6
21000,Kentucky,2004-01-01,148567.5
21000,Kentucky,2005-01-01,154014.6
21000,Kentucky,2006-01-01,157530.7
21000,Kentucky,2007-01-01,156694.1
21000,Kentucky,2008-01-01,156310.5
21000,Kentucky,2009-01-01,148797.0
21000,Kentucky,2010-01-01,156231.7
21000,Kentucky,2011-01-01,158457.4
21000,Kentucky,2013-01-01,167129.9
21000,Kentucky,2012-01-01,162148.3
21000,Kentucky,2014-01-01,167861.3
21000,Kentucky,2015-01-01,171007.0
21000,Kentucky,2016-01-01,173103.7
21000,Kentucky,2018-01-01,178298.4
21000,Kentucky,2017-01-01,176018.2
21000,Kentucky,2019-01-01,184021.4
21000,Kentucky,2020-01-01,178909.8
21000,Kentucky,2021-01-01,188696.0
21000,Kentucky,2022-01-01,192749.9
21000,Kentucky,2023-01-01,196841.7
22000,Louisiana,2023-01-01,220587.9
22000,Louisiana,2022-01-01,209598.1
22000,Louisiana,2021-01-01,210814.0
22000,Louisiana,2020-01-01,201482.3
22000,Louisiana,2019-01-01,218564.9
22000,Louisiana,2017-01-01,211969.5
22000,Louisiana,2018-01-01,217164.0
22000,Louisiana,2016-01-01,208089.0
22000,Louisiana,2015-01-01,212071.5
22000,Louisiana,2014-01-01,214880.2
22000,Louisiana,2012-01-01,212234.4
22000,Louisiana,2013-01-01,207503.9
22000,Louisiana,2011-01-01,210092.7
22000,Louisiana,2010-01-01,222270.3
22000,Louisiana,2009-01-01,211518.8
22000,Louisiana,2008-01-01,208989.6
22000,Louisiana,2007-01-01,206401.0
22000,Louisiana,2006-01-01,217412.9
22000,Louisiana,2005-01-01,218530.2
22000,Louisiana,2004-01-01,203667.0
22000,Louisiana,2003-01-01,193322.6
22000,Louisiana,2002-01-01,185499.5
22000,Louisiana,2001-01-01,182212.3
22000,Louisiana,2000-01-01,178587.5
22000,Louisiana,1999-01-01,185656.8
22000,Louisiana,1998-01-01,181694.5
22000,Louisiana,1997-01-01,175544.3
23000,Maine,1997-01-01,38481.1
23000,Maine,1998-01-01,40240.6
23000,Maine,1999-01-01,42527.0
23000,Maine,2000-01-01,44582.7
23000,Maine,2001-01-01,45564.6
23000,Maine,2002-01-01,46728.8
23000,Maine,2003-01-01,48043.0
23000,Maine,2004-01-01,49979.9
23000,Maine,2005-01-01,50580.9
23000,Maine,2006-01-01,50949.1
23000,Maine,2007-01-01,51021.7
23000,Maine,2008-01-01,50762.6
23000,Maine,2009-01-01,49849.9
23000,Maine,2010-01-01,51148.3
23000,Maine,2011-01-01,50988.1
23000,Maine,2013-01-01,50818.6
23000,Maine,2012-01-01,50906.5
23000,Maine,2014-01-01,51269.2
23000,Maine,2015-01-01,52360.3
23000,Maine,2016-01-01,53505.4
23000,Maine,2018-01-01,56442.9
23000,Maine,2017-01-01,54615.0
23000,Maine,2019-01-01,58434.7
23000,Maine,2020-01-01,59124.2
23000,Maine,2021-01-01,62723.8
23000,Maine,2022-01-01,64274.6
23000,Maine,2023-01-01,66236.6
24000,Maryland,2023-01-01,336575.4
24000,Maryland,2022-01-01,331400.9
24000,Maryland,2021-01-01,324040.0
24000,Maryland,2020-01-01,306357.3
24000,Maryland,2019-01-01,321544.9
24000,Maryland,2017-01-01,318880.7
24000,Maryland,2018-01-01,321955.6
24000,Maryland,2016-01-01,312315.0
24000,Maryland,2015-01-01,300252.2
24000,Maryland,2014-01-01,292400.2
24000,Maryland,2012-01-01,284298.6
24000,Maryland,2013-01-01,287273.1
24000,Maryland,2011-01-01,282509.1
24000,Maryland,2010-01-01,277027.5
24000,Maryland,2009-01-01,262771.1
24000,Maryland,2008-01-01,265905.9
24000,Maryland,2007-01-01,261227.8
24000,Maryland,2006-01-01,260162.6
24000,Maryland,2005-01-01,256976.0
24000,Maryland,2004-01-01,244475.1
24000,Maryland,2003-01-01,231354.2
24000,Maryland,2002-01-01,224521.4
24000,Maryland,2001-01-01,218097.8
24000,Maryland,2000-01-01,207432.6
24000,Maryland,1999-01-01,198480.0
24000,Maryland,1998-01-01,188943.2
24000,Maryland,1997-01-01,179789.0
25000,Massachusetts,1997-01-01,275158.6
25000,Massachusetts,1998-01-01,287779.5
25000,Massachusetts,1999-01-01,305024.0
25000,Massachusetts,2000-01-01,332707.8
25000,Massachusetts,2001-01-01,338071.6
25000,Massachusetts,2002-01-01,338198.0
25000,Massachusetts,2003-01-01,346945.4
25000,Massachusetts,2004-01-01,357489.1
25000,Massachusetts,2005-01-01,366123.4
25000,Massachusetts,2006-01-01,375426.0
25000,Massachusetts,2007-01-01,387591.6
25000,Massachusetts,2008-01-01,393738.7
25000,Massachusetts,2009-01-01,388013.6
25000,Massachusetts,2010-01-01,409459.9
25000,Massachusetts,2011-01-01,417330.4
25000,Massachusetts,2013-01-01,434147.0
25000,Massachusetts,2012-01-01,430741.8
25000,Massachusetts,2014-01-01,443040.7
25000,Massachusetts,2015-01-01,461024.4
25000,Massachusetts,2016-01-01,468831.7
25000,Massachusetts,2017-01-01,476636.8
25000,Massachusetts,2018-01-01,494823.4
25000,Massachusetts,2019-01-01,511958.6
25000,Massachusetts,2020-01-01,507552.9
25000,Massachusetts,2021-01-01,544324.8
25000,Massachusetts,2022-01-01,556648.8
25000,Massachusetts,2023-01-01,563004.9
26000,Michigan,2023-01-01,499510.0
26000,Michigan,2022-01-01,490017.9
26000,Michigan,2021-01-01,478596.6
26000,Michigan,2020-01-01,450242.9
26000,Michigan,2019-01-01,467985.0
26000,Michigan,2018-01-01,464497.3
26000,Michigan,2017-01-01,452276.3
26000,Michigan,2016-01-01,447883.0
26000,Michigan,2015-01-01,437653.5
26000,Michigan,2014-01-01,426758.4
26000,Michigan,2012-01-01,408351.4
26000,Michigan,2013-01-01,418910.5
26000,Michigan,2011-01-01,397595.7
26000,Michigan,2010-01-01,382758.7
26000,Michigan,2009-01-01,358141.0
26000,Michigan,2008-01-01,395523.8
26000,Michigan,2007-01-01,423047.2
26000,Michigan,2006-01-01,422465.3
26000,Michigan,2005-01-01,430926.1
26000,Michigan,2004-01-01,423023.6
26000,Michigan,2003-01-01,414179.0
26000,Michigan,2002-01-01,402724.2
26000,Michigan,2000-01-01,404714.3
26000,Michigan,2001-01-01,390805.5
26000,Michigan,1999-01-01,396228.6
26000,Michigan,1998-01-01,372001.4
26000,Michigan,1997-01-01,363802.7
27000,Minnesota,1997-01-01,194195.8
27000,Minnesota,1998-01-01,206396.3
27000,Minnesota,1999-01-01,214725.7
27000,Minnesota,2001-01-01,229620.4
27000,Minnesota,2000-01-01,229598.2
27000,Minnesota,2002-01-01,234452.2
27000,Minnesota,2003-01-01,246053.3
27000,Minnesota,2004-01-01,258767.1
27000,Minnesota,2005-01-01,266330.0
27000,Minnesota,2006-01-01,266961.7
27000,Minnesota,2007-01-01,269480.3
27000,Minnesota,2008-01-01,273883.7
27000,Minnesota,2009-01-01,261961.3
27000,Minnesota,2010-01-01,273077.0
27000,Minnesota,2011-01-01,281008.9
27000,Minnesota,2013-01-01,295737.9
27000,Minnesota,2012-01-01,287122.2
27000,Minnesota,2014-01-01,304676.7
27000,Minnesota,2015-01-01,311152.4
27000,Minnesota,2016-01-01,316280.3
27000,Minnesota,2017-01-01,320458.5
27000,Minnesota,2018-01-01,329987.0
27000,Minnesota,2019-01-01,333543.8
27000,Minnesota,2020-01-01,322589.2
27000,Minnesota,2021-01-01,343306.6
27000,Minnesota,2022-01-01,349447.6
27000,Minnesota,2023-01-01,354761.3
28000,Mississippi,2023-01-01,99759.5
28000,Mississippi,2022-01-01,97006.4
28000,Mississippi,2021-01-01,96499.2
28000,Mississippi,2020-01-01,91348.8
28000,Mississippi,2019-01-01,91655.8
28000,Mississippi,2018-01-01,90870.5
28000,Mississippi,2017-01-01,90593.5
28000,Mississippi,2016-01-01,90315.7
28000,Mississippi,2015-01-01,90119.2
28000,Mississippi,2014-01-01,89883.5
28000,Mississippi,2012-01-01,89034.1
28000,Mississippi,2013-01-01,89589.7
28000,Mississippi,2011-01-01,86644.8
28000,Mississippi,2010-01-01,86602.5
28000,Mississippi,2009-01-01,84758.4
28000,Mississippi,2008-01-01,88759.1
