id,value,year,fips,name,abbr
20,2937150.0,2022,20,Kansas,KS
20,2940547.0,2023,20,Kansas,KS
21,4346266.0,2010,21,Kentucky,KY
21,4369356.0,2011,21,Kentucky,KY
21,4380415.0,2012,21,Kentucky,KY
21,4395295.0,2013,21,Kentucky,KY
21,4413457.0,2014,21,Kentucky,KY
21,4425092.0,2015,21,Kentucky,KY
21,4436974.0,2016,21,Kentucky,KY
21,4454189.0,2017,21,Kentucky,KY
21,4468402.0,2018,21,Kentucky,KY
21,4467673.0,2019,21,Kentucky,KY
21,4509394.0,2021,21,Kentucky,KY
21,4512310.0,2022,21,Kentucky,KY
21,4526154.0,2023,21,Kentucky,KY
22,4544228.0,2010,22,Louisiana,LA
22,4574836.0,2011,22,Louisiana,LA
22,4601893.0,2012,22,Louisiana,LA
22,4625470.0,2013,22,Louisiana,LA
22,4649676.0,2014,22,Louisiana,LA
22,4670724.0,2015,22,Louisiana,LA
22,4681666.0,2016,22,Louisiana,LA
22,4684333.0,2017,22,Louisiana,LA
22,4659978.0,2018,22,Louisiana,LA
22,4648794.0,2019,22,Louisiana,LA
22,4624047.0,2021,22,Louisiana,LA
22,4590241.0,2022,22,Louisiana,LA
22,4573749.0,2023,22,Louisiana,LA
23,1327567.0,2010,23,Maine,ME
23,1328188.0,2011,23,Maine,ME
23,1329192.0,2012,23,Maine,ME
23,1328302.0,2013,23,Maine,ME
23,1330089.0,2014,23,Maine,ME
23,1329328.0,2015,23,Maine,ME
23,1331479.0,2016,23,Maine,ME
23,1335907.0,2017,23,Maine,ME
23,1338404.0,2018,23,Maine,ME
23,1344212.0,2019,23,Maine,ME
23,1372247.0,2021,23,Maine,ME
23,1385340.0,2022,23,Maine,ME
23,1395722.0,2023,23,Maine,ME
24,5785982.0,2010,24,Maryland,MD
24,5828289.0,2011,24,Maryland,MD
24,5884563.0,2012,24,Maryland,MD
24,5928814.0,2013,24,Maryland,MD
24,5976407.0,2014,24,Maryland,MD
24,6006401.0,2015,24,Maryland,MD
24,6016447.0,2016,24,Maryland,MD
24,6052177.0,2017,24,Maryland,MD
24,6042718.0,2018,24,Maryland,MD
24,6045680.0,2019,24,Maryland,MD
24,6165129.0,2021,24,Maryland,MD
24,6164660.0,2022,24,Maryland,MD
24,6180253.0,2023,24,Maryland,MD
25,6557254.0,2010,25,Massachusetts,MA
25,6587536.0,2011,25,Massachusetts,MA
25,6646144.0,2012,25,Massachusetts,MA
25,6692824.0,2013,25,Massachusetts,MA
25,6745408.0,2014,25,Massachusetts,MA
25,6794422.0,2015,25,Massachusetts,MA
25,6811779.0,2016,25,Massachusetts,MA
25,6859819.0,2017,25,Massachusetts,MA
25,6902149.0,2018,25,Massachusetts,MA
25,6892503.0,2019,25,Massachusetts,MA
25,6984723.0,2021,25,Massachusetts,MA
25,6981974.0,2022,25,Massachusetts,MA
25,7001399.0,2023,25,Massachusetts,MA
26,9877574.0,2010,26,Michigan,MI
26,9876187.0,2011,26,Michigan,MI
26,9883360.0,2012,26,Michigan,MI
26,9895622.0,2013,26,Michigan,MI
26,9909877.0,2014,26,Michigan,MI
26,9922576.0,2015,26,Michigan,MI
26,9928300.0,2016,26,Michigan,MI
26,9962311.0,2017,26,Michigan,MI
26,9995915.0,2018,26,Michigan,MI
26,9986857.0,2019,26,Michigan,MI
26,10050811.0,2021,26,Michigan,MI
26,10034118.0,2022,26,Michigan,MI
26,10037261.0,2023,26,Michigan,MI
27,5310584.0,2010,27,Minnesota,MN
27,5344861.0,2011,27,Minnesota,MN
27,5379139.0,2012,27,Minnesota,MN
27,5420380.0,2013,27,Minnesota,MN
27,5457173.0,2014,27,Minnesota,MN
27,5489594.0,2015,27,Minnesota,MN
27,5519952.0,2016,27,Minnesota,MN
27,5576606.0,2017,27,Minnesota,MN
27,5611179.0,2018,27,Minnesota,MN
27,5639632.0,2019,27,Minnesota,MN
27,5707390.0,2021,27,Minnesota,MN
27,5717184.0,2022,27,Minnesota,MN
27,5737915.0,2023,27,Minnesota,MN
28,2970036.0,2010,28,Mississippi,MS
28,2978512.0,2011,28,Mississippi,MS
28,2984926.0,2012,28,Mississippi,MS
28,2991207.0,2013,28,Mississippi,MS
28,2994079.0,2014,28,Mississippi,MS
28,2992333.0,2015,28,Mississippi,MS
28,2988726.0,2016,28,Mississippi,MS
28,2984100.0,2017,28,Mississippi,MS
28,2986530.0,2018,28,Mississippi,MS
28,2976149.0,2019,28,Mississippi,MS
28,2949965.0,2021,28,Mississippi,MS
28,2940057.0,2022,28,Mississippi,MS
28,2939690.0,2023,28,Mississippi,MS
29,5996231.0,2010,29,Missouri,MO
29,6010688.0,2011,29,Missouri,MO
29,6021988.0,2012,29,Missouri,MO
29,6044171.0,2013,29,Missouri,MO
29,6063589.0,2014,29,Missouri,MO
29,6083672.0,2015,29,Missouri,MO
29,6093000.0,2016,29,Missouri,MO
29,6113532.0,2017,29,Missouri,MO
29,6126452.0,2018,29,Missouri,MO
29,6137428.0,2019,29,Missouri,MO
29,6168187.0,2021,29,Missouri,MO
29,6177957.0,2022,29,Missouri,MO
29,6196156.0,2023,29,Missouri,MO
30,990898.0,2010,30,Montana,MT
30,998199.0,2011,30,Montana,MT
30,1005141.0,2012,30,Montana,MT
30,1015165.0,2013,30,Montana,MT
30,1023579.0,2014,30,Montana,MT
30,1032949.0,2015,30,Montana,MT
30,1042520.0,2016,30,Montana,MT
30,1050493.0,2017,30,Montana,MT
30,1062305.0,2018,30,Montana,MT
30,1068778.0,2019,30,Montana,MT
30,1104271.0,2021,30,Montana,MT
30,1122867.0,2022,30,Montana,MT
30,1132812.0,2023,30,Montana,MT
31,1830429.0,2010,31,Nebraska,NE
31,1842641.0,2011,31,Nebraska,NE
31,1855525.0,2012,31,Nebraska,NE
31,1868516.0,2013,31,Nebraska,NE
31,1881503.0,2014,31,Nebraska,NE
31,1896190.0,2015,31,Nebraska,NE
31,1907116.0,2016,31,Nebraska,NE
31,1920076.0,2017,31,Nebraska,NE
31,1929268.0,2018,31,Nebraska,NE
31,1934408.0,2019,31,Nebraska,NE
31,1963692.0,2021,31,Nebraska,NE
31,1967923.0,2022,31,Nebraska,NE
31,1978379.0,2023,31,Nebraska,NE
32,2704642.0,2010,32,Nevada,NV
32,2723322.0,2011,32,Nevada,NV
32,2758931.0,2012,32,Nevada,NV
32,2790136.0,2013,32,Nevada,NV
32,2839099.0,2014,32,Nevada,NV
32,2890845.0,2015,32,Nevada,NV
32,2940058.0,2016,32,Nevada,NV
32,2998039.0,2017,32,Nevada,NV
32,3034392.0,2018,32,Nevada,NV
32,3080156.0,2019,32,Nevada,NV
32,3143991.0,2021,32,Nevada,NV
32,3177772.0,2022,32,Nevada,NV
32,3194176.0,2023,32,Nevada,NV
33,1316759.0,2010,33,New Hampshire,NH
33,1318194.0,2011,33,New Hampshire,NH
33,1320718.0,2012,33,New Hampshire,NH
33,1323459.0,2013,33,New Hampshire,NH
33,1326813.0,2014,33,New Hampshire,NH
33,1330608.0,2015,33,New Hampshire,NH
33,1334795.0,2016,33,New Hampshire,NH
33,1342795.0,2017,33,New Hampshire,NH
33,1356458.0,2018,33,New Hampshire,NH
33,1359711.0,2019,33,New Hampshire,NH
33,1388992.0,2021,33,New Hampshire,NH
33,1395231.0,2022,33,New Hampshire,NH
33,1402054.0,2023,33,New Hampshire,NH
34,8801624.0,2010,34,New Jersey,NJ
34,8821155.0,2011,34,New Jersey,NJ
34,8864590.0,2012,34,New Jersey,NJ
34,8899339.0,2013,34,New Jersey,NJ
34,8938175.0,2014,34,New Jersey,NJ
34,8958013.0,2015,34,New Jersey,NJ
34,8944469.0,2016,34,New Jersey,NJ
34,9005644.0,2017,34,New Jersey,NJ
34,8908520.0,2018,34,New Jersey,NJ
34,8882190.0,2019,34,New Jersey,NJ
34,9267130.0,2021,34,New Jersey,NJ
34,9261699.0,2022,34,New Jersey,NJ
34,9290841.0,2023,34,New Jersey,NJ
35,2065932.0,2010,35,New Mexico,NM
35,2082224.0,2011,35,New Mexico,NM
35,2085538.0,2012,35,New Mexico,NM
35,2085287.0,2013,35,New Mexico,NM
35,2085572.0,2014,35,New Mexico,NM
35,2085109.0,2015,35,New Mexico,NM
35,2081015.0,2016,35,New Mexico,NM
35,2088070.0,2017,35,New Mexico,NM
35,2095428.0,2018,35,New Mexico,NM
35,2096829.0,2019,35,New Mexico,NM
35,2115877.0,2021,35,New Mexico,NM
35,2113344.0,2022,35,New Mexico,NM
35,2114371.0,2023,35,New Mexico,NM
36,19392283.0,2010,36,New York,NY
36,19465197.0,2011,36,New York,NY
36,19570261.0,2012,36,New York,NY
36,19651127.0,2013,36,New York,NY
36,19746227.0,2014,36,New York,NY
36,19795791.0,2015,36,New York,NY
36,19745289.0,2016,36,New York,NY
36,19849399.0,2017,36,New York,NY
36,19542209.0,2018,36,New York,NY
36,19453561.0,2019,36,New York,NY
36,19835913.0,2021,36,New York,NY
36,19677151.0,2022,36,New York,NY
36,19571216.0,2023,36,New York,NY
37,9561558.0,2010,37,North Carolina,NC
37,9656401.0,2011,37,North Carolina,NC
37,9752073.0,2012,37,North Carolina,NC
37,9848060.0,2013,37,North Carolina,NC
37,9943964.0,2014,37,North Carolina,NC
37,10042802.0,2015,37,North Carolina,NC
37,10146788.0,2016,37,North Carolina,NC
37,10273419.0,2017,37,North Carolina,NC
37,10383620.0,2018,37,North Carolina,NC
37,10488084.0,2019,37,North Carolina,NC
37,10551162.0,2021,37,North Carolina,NC
37,10698973.0,2022,37,North Carolina,NC
37,10835491.0,2023,37,North Carolina,NC
38,674499.0,2010,38,North Dakota,ND
38,683932.0,2011,38,North Dakota,ND
38,699628.0,2012,38,North Dakota,ND
38,723393.0,2013,38,North Dakota,ND
38,739482.0,2014,38,North Dakota,ND
38,756928.0,2015,38,North Dakota,ND
38,757953.0,2016,38,North Dakota,ND
38,755393.0,2017,38,North Dakota,ND
38,760077.0,2018,38,North Dakota,ND
38,762062.0,2019,38,North Dakota,ND
38,774948.0,2021,38,North Dakota,ND
38,779261.0,2022,38,North Dakota,ND
38,783926.0,2023,38,North Dakota,ND
39,11536182.0,2010,39,Ohio,OH
39,11544951.0,2011,39,Ohio,OH
39,11544225.0,2012,39,Ohio,OH
39,11570808.0,2013,39,Ohio,OH
39,11594163.0,2014,39,Ohio,OH
39,11613423.0,2015,39,Ohio,OH
39,11614373.0,2016,39,Ohio,OH
39,11658609.0,2017,39,Ohio,OH
39,11689442.0,2018,39,Ohio,OH
39,11689100.0,2019,39,Ohio,OH
39,11780017.0,2021,39,Ohio,OH
39,11756058.0,2022,39,Ohio,OH
39,11785935.0,2023,39,Ohio,OH
40,3761702.0,2010,40,Oklahoma,OK
40,3791508.0,2011,40,Oklahoma,OK
40,3814820.0,2012,40,Oklahoma,OK
40,3850568.0,2013,40,Oklahoma,OK
40,3878051.0,2014,40,Oklahoma,OK
40,3911338.0,2015,40,Oklahoma,OK
40,3923561.0,2016,40,Oklahoma,OK
40,3930864.0,2017,40,Oklahoma,OK
40,3943079.0,2018,40,Oklahoma,OK
40,3956971.0,2019,40,Oklahoma,OK
40,3986639.0,2021,40,Oklahoma,OK
40,4019800.0,2022,40,Oklahoma,OK
40,4053824.0,2023,40,Oklahoma,OK
41,3838957.0,2010,41,Oregon,OR
41,3871859.0,2011,41,Oregon,OR
41,3899353.0,2012,41,Oregon,OR
41,3930065.0,2013,41,Oregon,OR
41,3970239.0,2014,41,Oregon,OR
41,4028977.0,2015,41,Oregon,OR
41,4093465.0,2016,41,Oregon,OR
41,4142776.0,2017,41,Oregon,OR
41,4190713.0,2018,41,Oregon,OR
41,4217737.0,2019,41,Oregon,OR
41,4246155.0,2021,41,Oregon,OR
41,4240137.0,2022,41,Oregon,OR
41,4233358.0,2023,41,Oregon,OR
42,12709630.0,2010,42,Pennsylvania,PA
42,12742886.0,2011,42,Pennsylvania,PA
42,12763536.0,2012,42,Pennsylvania,PA
42,12773801.0,2013,42,Pennsylvania,PA
42,12787209.0,2014,42,Pennsylvania,PA
42,12802503.0,2015,42,Pennsylvania,PA
42,12784227.0,2016,42,Pennsylvania,PA
42,12805537.0,2017,42,Pennsylvania,PA
42,12807060.0,2018,42,Pennsylvania,PA
42,12801989.0,2019,42,Pennsylvania,PA
42,12964056.0,2021,42,Pennsylvania,PA
42,12972008.0,2022,42,Pennsylvania,PA
42,12961683.0,2023,42,Pennsylvania,PA
44,1052886.0,2010,44,Rhode Island,RI
44,1051302.0,2011,44,Rhode Island,RI
44,1050292.0,2012,44,Rhode Island,RI
44,1051511.0,2013,44,Rhode Island,RI
44,1055173.0,2014,44,Rhode Island,RI
44,1056298.0,2015,44,Rhode Island,RI
44,1056426.0,2016,44,Rhode Island,RI
44,1059639.0,2017,44,Rhode Island,RI
44,1057315.0,2018,44,Rhode Island,RI
44,1059361.0,2019,44,Rhode Island,RI
44,1095610.0,2021,44,Rhode Island,RI
44,1093734.0,2022,44,Rhode Island,RI
44,1095962.0,2023,44,Rhode Island,RI
45,4636312.0,2010,45,South Carolina,SC
45,4679230.0,2011,45,South Carolina,SC
45,4723723.0,2012,45,South Carolina,SC
45,4774839.0,2013,45,South Carolina,SC
45,4832482.0,2014,45,South Carolina,SC
45,4896146.0,2015,45,South Carolina,SC
45,4961119.0,2016,45,South Carolina,SC
45,5024369.0,2017,45,South Carolina,SC
45,5084127.0,2018,45,South Carolina,SC
45,5148714.0,2019,45,South Carolina,SC
45,5190705.0,2021,45,South Carolina,SC
45,5282634.0,2022,45,South Carolina,SC
45,5373555.0,2023,45,South Carolina,SC
46,816463.0,2010,46,South Dakota,SD
46,824082.0,2011,46,South Dakota,SD
46,833354.0,2012,46,South Dakota,SD
46,844877.0,2013,46,South Dakota,SD
46,853175.0,2014,46,South Dakota,SD
46,858469.0,2015,46,South Dakota,SD
46,865454.0,2016,46,South Dakota,SD
46,869666.0,2017,46,South Dakota,SD
46,882235.0,2018,46,South Dakota,SD
46,884659.0,2019,46,South Dakota,SD
46,895376.0,2021,46,South Dakota,SD
46,909824.0,2022,46,South Dakota,SD
46,919318.0,2023,46,South Dakota,SD
47,6356897.0,2010,47,Tennessee,TN
47,6403353.0,2011,47,Tennessee,TN
47,6456243.0,2012,47,Tennessee,TN
47,6495978.0,2013,47,Tennessee,TN
47,6549352.0,2014,47,Tennessee,TN
47,6600299.0,2015,47,Tennessee,TN
47,6651194.0,2016,47,Tennessee,TN
47,6715984.0,2017,47,Tennessee,TN
47,6770010.0,2018,47,Tennessee,TN
47,6829174.0,2019,47,Tennessee,TN
47,6975218.0,2021,47,Tennessee,TN
47,7051339.0,2022,47,Tennessee,TN
47,7126489.0,2023,47,Tennessee,TN
48,25257114.0,2010,48,Texas,TX
48,25674681.0,2011,48,Texas,TX
48,26059203.0,2012,48,Texas,TX
48,26448193.0,2013,48,Texas,TX
48,26956958.0,2014,48,Texas,TX
48,27469114.0,2015,48,Texas,TX
48,27862596.0,2016,48,Texas,TX
48,28304596.0,2017,48,Texas,TX
48,28701845.0,2018,48,Texas,TX
48,28995881.0,2019,48,Texas,TX
48,29527941.0,2021,48,Texas,TX
48,30029572.0,2022,48,Texas,TX
48,30503301.0,2023,48,Texas,TX
49,2776469.0,2010,49,Utah,UT
49,2817222.0,2011,49,Utah,UT
49,2855287.0,2012,49,Utah,UT
49,2900872.0,2013,49,Utah,UT
49,2942902.0,2014,49,Utah,UT
49,2995919.0,2015,49,Utah,UT
49,3051217.0,2016,49,Utah,UT
49,3101833.0,2017,49,Utah,UT
49,3161105.0,2018,49,Utah,UT
49,3205958.0,2019,49,Utah,UT
49,3337975.0,2021,49,Utah,UT
49,3380800.0,2022,49,Utah,UT
49,3417734.0,2023,49,Utah,UT
50,625960.0,2010,50,Vermont,VT
50,626431.0,2011,50,Vermont,VT
50,626011.0,2012,50,Vermont,VT
50,626630.0,2013,50,Vermont,VT
50,626562.0,2014,50,Vermont,VT
50,626042.0,2015,50,Vermont,VT
50,624594.0,2016,50,Vermont,VT
50,623657.0,2017,50,Vermont,VT
50,626299.0,2018,50,Vermont,VT
50,623989.0,2019,50,Vermont,VT
50,645570.0,2021,50,Vermont,VT
50,647064.0,2022,50,Vermont,VT
50,647464.0,2023,50,Vermont,VT
51,8024617.0,2010,51,Virginia,VA
51,8096604.0,2011,51,Virginia,VA
51,8185867.0,2012,51,Virginia,VA
51,8260405.0,2013,51,Virginia,VA
51,8326289.0,2014,51,Virginia,VA
51,8382993.0,2015,51,Virginia,VA
51,8411808.0,2016,51,Virginia,VA
51,8470020.0,2017,51,Virginia,VA
51,8517685.0,2018,51,Virginia,VA
51,8535519.0,2019,51,Virginia,VA
51,8642274.0,2021,51,Virginia,VA
51,8683619.0,2022,51,Virginia,VA
51,8715698.0,2023,51,Virginia,VA
53,6744496.0,2010,53,Washington,WA
53,6830038.0,2011,53,Washington,WA
53,6897012.0,2012,53,Washington,WA
53,6971406.0,2013,53,Washington,WA
53,7061530.0,2014,53,Washington,WA
53,7170351.0,2015,53,Washington,WA
53,7288000.0,2016,53,Washington,WA
53,7405743.0,2017,53,Washington,WA
53,7535591.0,2018,53,Washington,WA
53,7614893.0,2019,53,Washington,WA
53,7738692.0,2021,53,Washington,WA
53,7785786.0,2022,53,Washington,WA
53,7812880.0,2023,53,Washington,WA
54,1853973.0,2010,54,West Virginia,WV
54,1855364.0,2011,54,West Virginia,WV
54,1855413.0,2012,54,West Virginia,WV
54,1854304.0,2013,54,West Virginia,WV
54,1850326.0,2014,54,West Virginia,WV
54,1844128.0,2015,54,West Virginia,WV
54,1831102.0,2016,54,West Virginia,WV
54,1815857.0,2017,54,West Virginia,WV
54,1805832.0,2018,54,West Virginia,WV
54,1792147.0,2019,54,West Virginia,WV
54,1782959.0,2021,54,West Virginia,WV
54,1775156.0,2022,54,West Virginia,WV
54,1770071.0,2023,54,West Virginia,WV
55,5691047.0,2010,55,Wisconsin,WI
55,5711767.0,2011,55,Wisconsin,WI
55,5726398.0,2012,55,Wisconsin,WI
55,5742713.0,2013,55,Wisconsin,WI
55,5757564.0,2014,55,Wisconsin,WI
55,5771337.0,2015,55,Wisconsin,WI
55,5778709.0,2016,55,Wisconsin,WI
55,5795483.0,2017,55,Wisconsin,WI
55,5813568.0,2018,55,Wisconsin,WI
55,5822434.0,2019,55,Wisconsin,WI
55,5895908.0,2021,55,Wisconsin,WI
55,5892539.0,2022,55,Wisconsin,WI
55,5910955.0,2023,55,Wisconsin,WI
56,564460.0,2010,56,Wyoming,WY
56,568158.0,2011,56,Wyoming,WY
56,576412.0,2012,56,Wyoming,WY
56,582658.0,2013,56,Wyoming,WY
56,584153.0,2014,56,Wyoming,WY
56,586107.0,2015,56,Wyoming,WY
56,585501.0,2016,56,Wyoming,WY
56,579315.0,2017,56,Wyoming,WY
56,577737.0,2018,56,Wyoming,WY
56,578759.0,2019,56,Wyoming,WY
56,578803.0,2021,56,Wyoming,WY
56,581381.0,2022,56,Wyoming,WY
56,584057.0,2023,56,Wyoming,WY
72,3722133.0,2010,72,Puerto Rico,PR
72,3706690.0,2011,72,Puerto Rico,PR
72,3667084.0,2012,72,Puerto Rico,PR
72,3615086.0,2013,72,Puerto Rico,PR
72,3548397.0,2014,72,Puerto Rico,PR
