OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM,LAD25CD,LAD25NM,CAUTH25CD,CAUTH25NM
E00141437,E01027773,Richmondshire 005E,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141438,E01027773,Richmondshire 005E,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141439,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141440,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141441,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141442,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141443,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141444,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141445,E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141447,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141448,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141449,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141450,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141451,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170106,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170109,E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141452,E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141453,E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141454,E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141455,E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141456,E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141457,E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141458,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141459,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141460,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141461,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141462,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141463,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170108,E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141466,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141468,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141470,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141471,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141473,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141475,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141477,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141478,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141479,E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141469,E01027779,Ryedale 004A,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141474,E01027779,Ryedale 004A,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141476,E01027779,Ryedale 004A,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170107,E01027779,Ryedale 004A,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141480,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141481,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141482,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141489,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141490,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141491,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141492,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189866,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189876,E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141484,E01027781,Ryedale 003C,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141485,E01027781,Ryedale 003C,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141486,E01027781,Ryedale 003C,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141487,E01027781,Ryedale 003C,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141488,E01027781,Ryedale 003C,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141493,E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141494,E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141495,E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141496,E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141497,E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141498,E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141501,E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141504,E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141505,E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141506,E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141509,E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141510,E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141499,E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141500,E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141502,E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141503,E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141507,E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141508,E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141512,E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141518,E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141520,E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141521,E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141529,E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141530,E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141514,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141522,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141523,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141524,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141525,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141526,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141527,E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141533,E01027788,Ryedale 010B,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141536,E01027788,Ryedale 010B,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141537,E01027788,Ryedale 010B,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141538,E01027788,Ryedale 010B,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141539,E01027788,Ryedale 010B,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141542,E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141543,E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141544,E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141545,E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141546,E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141547,E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141548,E01027791,Ryedale 010C,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141549,E01027791,Ryedale 010C,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141550,E01027791,Ryedale 010C,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141551,E01027791,Ryedale 010C,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141552,E01027791,Ryedale 010C,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141554,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141556,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141557,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141558,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141559,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141560,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141563,E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141553,E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141555,E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141561,E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141562,E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141564,E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141565,E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141566,E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141567,E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141568,E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141575,E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141576,E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189803,E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141569,E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141570,E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141573,E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141574,E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141577,E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141578,E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141579,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141580,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141581,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141582,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141583,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141584,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141585,E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141588,E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141589,E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141590,E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141591,E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141592,E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189804,E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141593,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141594,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141595,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141596,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141597,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141598,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141599,E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141600,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141601,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141602,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141603,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141604,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141605,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141606,E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141607,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141608,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141609,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141610,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141611,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141612,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141613,E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141618,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141619,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141620,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141621,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141622,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141624,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141625,E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141614,E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141615,E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141616,E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141617,E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141623,E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141626,E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141627,E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141628,E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141629,E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141630,E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141631,E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141632,E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141640,E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141641,E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141642,E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141643,E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141644,E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141645,E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141633,E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141634,E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141646,E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141647,E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141648,E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141650,E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141635,E01027806,Scarborough 006B,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141636,E01027806,Scarborough 006B,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
