LSOA21CD,LSOA21NM,LAD24CD,LAD24NM,imd_rank,imd_decile,population,rurality_score,pct_rural,dominant_ruc,urban_rural_flag,town,dist_to_centre_km,dist_to_coast_km,coastal
E01013335,York 012A,E06000014,York,6410,2,1658,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.004897866844352,7.919792266731611,Inland
E01013336,York 012B,E06000014,York,23406,7,1525,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.0523779662392636,7.474464646261252,Inland
E01013337,York 012C,E06000014,York,30290,9,1657,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.5394559799513394,7.874651432343944,Inland
E01013338,York 012D,E06000014,York,28421,9,2340,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.7909565955822475,8.397530223121157,Inland
E01013339,York 012E,E06000014,York,32632,10,1633,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.139135521144163,8.816210955484891,Inland
E01013340,York 024A,E06000014,York,33007,10,1247,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,4.5805751011852385,3.265778928702499,Coastal (≤5 km)
E01013341,York 024B,E06000014,York,27585,9,1361,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,5.01735881807001,2.7215611610821604,Coastal (≤5 km)
E01013342,York 024C,E06000014,York,26370,8,1512,59.0,100.0,Smaller rural: Nearer to a major town or city,Rural,York,7.5945898180068685,0.9534707089503274,Coastal (≤5 km)
E01013343,York 009A,E06000014,York,24400,8,1914,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.9188234981459071,8.653468839741736,Inland
E01013344,York 007A,E06000014,York,27153,9,1444,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.7183494431515972,8.04116560729661,Inland
E01013345,York 009B,E06000014,York,24978,8,1723,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.0716201698433634,8.665971441493282,Inland
E01013346,York 007B,E06000014,York,22735,7,1631,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.3744038608944051,8.41652667463674,Inland
E01013347,York 009C,E06000014,York,4223,2,1607,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.4708152001559802,9.093758517080326,Inland
E01013348,York 010A,E06000014,York,28389,9,1831,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.420851950576025,9.145838603425958,Inland
E01013349,York 009D,E06000014,York,3992,2,1384,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.5572145484763495,9.028667789185544,Inland
E01013350,York 009E,E06000014,York,7567,3,1656,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.6219313724836157,9.325670619754144,Inland
E01013351,York 020A,E06000014,York,30315,9,1938,56.42857142857143,100.0,Larger rural: Nearer to a major town or city,Rural,York,7.70544863174386,11.261907923779821,Inland
E01013352,York 020B,E06000014,York,30599,10,1712,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,6.384682946960846,10.839154996433452,Inland
E01013353,York 022A,E06000014,York,14599,5,1646,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.529824494172284,5.159365816233097,Inland
E01013354,York 022B,E06000014,York,32934,10,1354,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.671587302343967,5.376428580219867,Inland
E01013355,York 022C,E06000014,York,31582,10,1834,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.112830833988516,4.484766787769894,Coastal (≤5 km)
E01013356,York 022D,E06000014,York,28137,9,1335,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.937071846503431,5.349556761365243,Inland
E01013357,York 021A,E06000014,York,33130,10,2324,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.3809601413144765,4.72436029613347,Coastal (≤5 km)
E01013358,York 021B,E06000014,York,32781,10,1492,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.5461872433261408,5.766036413144793,Inland
E01013359,York 022E,E06000014,York,16568,5,1569,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.0113517987177145,5.781334283706521,Inland
E01013360,York 019A,E06000014,York,32763,10,1793,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.4868984067335416,5.864850483130641,Inland
E01013361,York 019B,E06000014,York,27926,9,1660,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.7154260577831157,6.134926560324733,Inland
E01013362,York 019C,E06000014,York,31066,10,2218,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.0940889812190937,5.870779014101641,Inland
E01013363,York 019D,E06000014,York,22967,7,3636,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.6119348978063088,6.870139312942151,Inland
E01013364,York 019E,E06000014,York,17489,6,2042,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.3497101122654707,6.640171359996965,Inland
E01013366,York 013A,E06000014,York,8960,3,1739,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.18676136134491508,7.850195281608499,Inland
E01013368,York 010B,E06000014,York,26139,8,2138,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.7710037978515492,8.426885547324753,Inland
E01013369,York 013C,E06000014,York,14476,5,1680,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.41866536082838685,7.917919925740555,Inland
E01013370,York 002A,E06000014,York,27963,9,1493,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,5.850696313904538,13.582957175397286,Inland
E01013371,York 003A,E06000014,York,33398,10,1459,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,5.127016304401607,12.84538942208328,Inland
E01013372,York 003B,E06000014,York,32004,10,1544,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,6.162282971877902,13.871443821150663,Inland
E01013373,York 002B,E06000014,York,20739,7,1477,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,5.706598060145361,13.4422713750293,Inland
E01013374,York 003C,E06000014,York,32900,10,1500,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,5.180340214574676,12.918356607476225,Inland
E01013375,York 002C,E06000014,York,32710,10,1262,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,6.510778781365651,14.233295762364957,Inland
E01013376,York 002D,E06000014,York,31730,10,1389,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,8.119421275241361,15.849243086128572,Inland
E01013377,York 003D,E06000014,York,32124,10,1546,10.833333333333334,16.666666666666664,Urban: Nearer to a major town or city,Urban,York,6.453951787711943,14.047734356629903,Inland
E01013378,York 023B,E06000014,York,30333,9,6728,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,5.000612053896396,6.517434849603991,Inland
E01013379,York 008A,E06000014,York,33128,10,1426,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.8545873467215401,8.741959824484578,Inland
E01013380,York 008B,E06000014,York,25599,8,1643,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.4323352396955884,8.358846429110075,Inland
E01013381,York 014A,E06000014,York,29676,9,1650,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.208056128455827,8.451799538941044,Inland
E01013382,York 010C,E06000014,York,15570,5,1695,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.187232587932786,8.662538963939175,Inland
E01013383,York 010D,E06000014,York,20681,7,3091,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.0068749152813106,7.959587761700462,Inland
E01013384,York 015A,E06000014,York,14610,5,1670,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.7367100946482221,8.08356836769068,Inland
E01013385,York 008C,E06000014,York,10095,3,1438,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.8957595121711708,9.331582536323443,Inland
E01013386,York 010E,E06000014,York,7111,3,1763,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.7011325264273038,9.334228271579544,Inland
E01013387,York 008D,E06000014,York,33627,10,1603,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.1323036316451973,9.193362690823323,Inland
E01013388,York 008E,E06000014,York,32159,10,1005,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.5815869294072185,10.322228638157055,Inland
E01013389,York 008F,E06000014,York,31361,10,1160,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.7652747094529055,9.15543398273875,Inland
E01013390,York 017A,E06000014,York,13831,5,1478,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.4788381154196266,7.9863732147055595,Inland
E01013391,York 017B,E06000014,York,24436,8,1952,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.3421585583945232,7.337678618438978,Inland
E01013392,York 012F,E06000014,York,29218,9,1659,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.275302357433896,8.116395817983035,Inland
E01013393,York 016A,E06000014,York,21880,7,1474,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.994714794429239,7.541052996827908,Inland
E01013394,York 016B,E06000014,York,7984,3,1436,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.435326184912807,7.437640628679611,Inland
E01013395,York 016C,E06000014,York,29706,9,1385,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.943732344594159,6.955609701290783,Inland
E01013396,York 016D,E06000014,York,24047,8,1570,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.3853369476171835,6.829770484117823,Inland
E01013397,York 017C,E06000014,York,30824,10,1523,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.9802529980236803,6.481029874169867,Inland
E01013398,York 015B,E06000014,York,20350,7,1555,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.6888717573272425,7.811790350463295,Inland
E01013399,York 015C,E06000014,York,4699,2,1763,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.8221506451803495,7.671144211973624,Inland
E01013400,York 015D,E06000014,York,24692,8,1588,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.6170829293427995,7.28622067651943,Inland
E01013401,York 015E,E06000014,York,21645,7,1610,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.275524094403311,7.782369966709755,Inland
E01013402,York 014B,E06000014,York,33489,10,1676,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.121191363321019,7.548640310575303,Inland
E01013403,York 015F,E06000014,York,24457,8,2087,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.228674500194306,7.242680478806729,Inland
E01013404,York 004A,E06000014,York,14223,5,1707,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.683579571630965,10.417804229962416,Inland
E01013405,York 005A,E06000014,York,32042,10,1350,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.6412332238926344,10.262933896918414,Inland
E01013406,York 005B,E06000014,York,22604,7,2035,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.4040835331681865,9.961334365779166,Inland
E01013407,York 004B,E06000014,York,29377,9,1418,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.9975594687165192,11.731506916888979,Inland
E01013408,York 004C,E06000014,York,30978,10,1231,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.711765764213814,12.346677587387308,Inland
E01013409,York 005C,E06000014,York,27779,9,1805,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.5551711024466535,11.867072540991849,Inland
E01013410,York 004D,E06000014,York,7194,3,1396,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.3745815019231875,11.107493213238637,Inland
E01013411,York 005D,E06000014,York,31075,10,1433,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.196088434717906,10.787673304155483,Inland
E01013412,York 021C,E06000014,York,27968,9,2238,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.8018940685493,5.016317703095264,Inland
E01013413,York 017D,E06000014,York,29903,9,1623,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.5926951220450074,6.1592569131047705,Inland
E01013414,York 021D,E06000014,York,30486,10,1807,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.283545920759865,5.4578664447502865,Inland
E01013416,York 013E,E06000014,York,7002,3,1504,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.0935837367592287,6.746737328734854,Inland
E01013417,York 017E,E06000014,York,27216,9,1858,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.5741719111533297,6.438892866962939,Inland
E01013418,York 019F,E06000014,York,17957,6,1534,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.3153654556819656,6.439056703944348,Inland
E01013419,York 014C,E06000014,York,26223,8,2830,8.125,12.5,Urban: Nearer to a major town or city,Urban,York,4.216499430114981,9.666383537652345,Inland
E01013420,York 014D,E06000014,York,31915,10,1968,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.755690550827342,8.703105744103526,Inland
E01013421,York 011A,E06000014,York,27064,9,1587,61.25,100.0,Smaller rural: Nearer to a major town or city,Rural,York,6.308815041161212,7.343848540002359,Inland
E01013422,York 011B,E06000014,York,30284,9,1844,13.0,20.0,Urban: Nearer to a major town or city,Urban,York,3.953456711006886,9.314089026247835,Inland
E01013423,York 024D,E06000014,York,32576,10,1312,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,5.876336435351102,3.927964919748988,Coastal (≤5 km)
E01013424,York 024E,E06000014,York,32219,10,1245,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,7.1425336360705565,4.371684117460821,Coastal (≤5 km)
E01013425,York 024F,E06000014,York,29424,9,1537,53.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,7.028699303989554,3.109187002656548,Coastal (≤5 km)
E01013426,York 011C,E06000014,York,29538,9,1739,10.833333333333334,16.666666666666664,Urban: Nearer to a major town or city,Urban,York,6.845764561334061,11.120891241744957,Inland
E01013427,York 011D,E06000014,York,33319,10,1442,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.674821750708945,10.749871836539722,Inland
E01013428,York 006A,E06000014,York,26921,8,1813,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.9653714024182494,9.35765863642351,Inland
E01013429,York 006B,E06000014,York,30146,9,1993,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.716137828315813,11.095352282344217,Inland
E01013430,York 006C,E06000014,York,23926,8,1755,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,5.971266810370671,13.069598019027586,Inland
E01013431,York 006D,E06000014,York,30377,9,2291,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.752225755870395,10.362663424445824,Inland
E01013432,York 007C,E06000014,York,32210,10,1958,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.74916297852407,10.49309137127282,Inland
E01013433,York 007D,E06000014,York,33615,10,1366,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.9175958822013457,10.02559775449075,Inland
E01013434,York 007E,E06000014,York,31920,10,1498,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.357053489586861,9.110475231102157,Inland
E01013435,York 006E,E06000014,York,31186,10,1422,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.2986238992681125,9.54373569831001,Inland
E01013436,York 001A,E06000014,York,32091,10,1726,28.75,50.0,Urban: Nearer to a major town or city,Urban,York,6.801870715758448,14.311732051935845,Inland
E01013437,York 008G,E06000014,York,20636,7,1398,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,York,7.4177351102559825,14.145083607411912,Inland
E01013438,York 001B,E06000014,York,24953,8,1997,52.5,100.0,Larger rural: Nearer to a major town or city,Rural,York,9.566916479051228,17.26814794746462,Inland
E01013439,York 001C,E06000014,York,31724,10,1395,56.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,9.703187886759757,17.143721569479332,Inland
E01013440,York 001D,E06000014,York,31740,10,1780,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,8.055052133824729,15.746420407106337,Inland
E01013441,York 016E,E06000014,York,23062,7,1664,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,2.837606040254242,6.801967879712733,Inland
E01013442,York 018A,E06000014,York,17149,6,1446,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.698646630017685,7.090206869853834,Inland
E01013443,York 018B,E06000014,York,3485,2,1664,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.1906671054018214,6.0582710775566895,Inland
E01013444,York 018C,E06000014,York,5933,2,1538,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.043156036151346,7.311886570690267,Inland
E01013445,York 016F,E06000014,York,7714,3,1595,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.1837072027634066,6.79552647717126,Inland
E01013446,York 018D,E06000014,York,12292,4,1663,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.96808489651416,6.486104526311128,Inland
E01013447,York 018E,E06000014,York,7450,3,1508,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.481066829916264,6.388836897029815,Inland
E01013448,York 018F,E06000014,York,5847,2,1467,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.854376821001554,5.7976678704292075,Inland
E01013449,York 022F,E06000014,York,18531,6,1606,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.20886452645762,5.950936871820645,Inland
E01013450,York 023C,E06000014,York,24349,8,1285,62.0,100.0,Smaller rural: Nearer to a major town or city,Rural,York,7.752649425084286,4.093202596391477,Coastal (≤5 km)
E01013451,York 020C,E06000014,York,29329,9,1239,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,York,9.600591069960847,9.716945530643954,Inland
E01013452,York 020D,E06000014,York,31180,10,1670,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,York,11.496132837983522,9.236204975275419,Inland
E01027555,Craven 008A,E06000065,North Yorkshire,28023,9,1932,45.714285714285715,57.14285714285714,Larger rural: Further from a major town or city,Rural,Craven,4.265167331023146,48.689156570742625,Inland
E01027556,Craven 007A,E06000065,North Yorkshire,25360,8,2049,70.0,100.0,Larger rural: Further from a major town or city,Rural,Craven,5.988042832260861,43.74245503744431,Inland
E01027557,Craven 009D,E06000065,North Yorkshire,16755,5,1633,90.0,100.0,Smaller rural: Further from a major town or city,Rural,Craven,8.640336659189563,52.238848830673234,Inland
E01027558,Craven 001A,E06000065,North Yorkshire,23829,8,1944,96.66666666666667,100.0,Smaller rural: Further from a major town or city,Rural,Craven,36.72081143756862,17.987077336541283,Inland
E01027559,Craven 001B,E06000065,North Yorkshire,17873,6,1781,83.33333333333333,100.0,Larger rural: Further from a major town or city,Rural,Craven,37.023826231375985,17.52069397046155,Inland
E01027560,Craven 007B,E06000065,North Yorkshire,22194,7,2548,56.42857142857143,100.0,Larger rural: Nearer to a major town or city,Rural,Craven,9.422838812566278,42.45070567196465,Inland
E01027561,Craven 009E,E06000065,North Yorkshire,28925,9,1966,90.0,100.0,Larger rural: Further from a major town or city,Rural,Craven,3.717901409681069,51.405373215059306,Inland
E01027562,Craven 009C,E06000065,North Yorkshire,18637,6,1608,97.14285714285714,100.0,Smaller rural: Further from a major town or city,Rural,Craven,13.231906761027762,42.11544133605115,Inland
E01027563,Craven 007C,E06000065,North Yorkshire,21771,7,1506,80.0,100.0,Larger rural: Further from a major town or city,Rural,Craven,7.053946036942536,44.91911344610916,Inland
E01027564,Craven 008B,E06000065,North Yorkshire,13191,4,1229,0.0,0.0,Urban: Nearer to a major town or city,Urban,Craven,6.87094022142686,47.016096724172975,Inland
E01027565,Craven 008C,E06000065,North Yorkshire,29953,9,1575,0.0,0.0,Urban: Nearer to a major town or city,Urban,Craven,6.685240383959043,47.72045855036075,Inland
E01027566,Craven 008D,E06000065,North Yorkshire,26823,8,1392,0.0,0.0,Urban: Nearer to a major town or city,Urban,Craven,6.304596865218759,45.518995260101406,Inland
E01027567,Craven 009B,E06000065,North Yorkshire,22468,7,1533,85.71428571428571,100.0,Larger rural: Further from a major town or city,Rural,Craven,14.084889811993799,53.64031455359557,Inland
E01027568,Craven 003A,E06000065,North Yorkshire,22933,7,2208,85.71428571428571,100.0,Larger rural: Further from a major town or city,Rural,Craven,15.057878661199075,37.30236225422109,Inland
E01027569,Craven 001C,E06000065,North Yorkshire,18030,6,1436,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Craven,29.007266523204276,25.908283394896728,Inland
E01027570,Craven 001D,E06000065,North Yorkshire,21041,7,2487,85.0,100.0,Larger rural: Further from a major town or city,Rural,Craven,36.76905631563546,24.133790772360143,Inland
E01027571,Craven 003B,E06000065,North Yorkshire,23368,7,1910,91.42857142857143,100.0,Smaller rural: Further from a major town or city,Rural,Craven,28.093500327306227,31.540101287899656,Inland
E01027572,Craven 003C,E06000065,North Yorkshire,21373,7,2022,82.85714285714286,100.0,Larger rural: Further from a major town or city,Rural,Craven,20.772613059964385,35.21201121283883,Inland
E01027573,Craven 003D,E06000065,North Yorkshire,22209,7,1737,88.0,100.0,Larger rural: Further from a major town or city,Rural,Craven,19.4748472086429,33.06132743055493,Inland
E01027574,Craven 005A,E06000065,North Yorkshire,32709,10,1857,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,2.257552660804165,50.70719885467992,Inland
E01027575,Craven 005B,E06000065,North Yorkshire,29314,9,1825,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,0.7110534810421915,49.18696983247007,Inland
E01027576,Craven 009F,E06000065,North Yorkshire,33153,10,1842,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,1.1700911649354746,49.4913419191615,Inland
E01027577,Craven 005C,E06000065,North Yorkshire,23354,7,2004,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,0.241927568404261,48.501657131781734,Inland
E01027578,Craven 006A,E06000065,North Yorkshire,16559,5,1475,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,0.4037434654685515,48.39417869663877,Inland
E01027579,Craven 005D,E06000065,North Yorkshire,8169,3,1192,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,0.7721591461053757,48.79615774723374,Inland
E01027580,Craven 006B,E06000065,North Yorkshire,8117,3,1095,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,2.039428032854896,49.65080429026925,Inland
E01027582,Craven 006D,E06000065,North Yorkshire,18610,6,1604,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,1.432705411293346,47.63694078585169,Inland
E01027583,Craven 008E,E06000065,North Yorkshire,27600,9,2003,13.333333333333334,0.0,Urban: Further from a major town or city,Urban,Craven,7.391319396363373,47.02588301596488,Inland
E01027584,Craven 008F,E06000065,North Yorkshire,16627,5,1946,24.166666666666668,16.666666666666664,Urban: Further from a major town or city,Urban,Craven,8.684206413792541,45.89061929875152,Inland
E01027585,Craven 009A,E06000065,North Yorkshire,20557,7,1855,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Craven,23.47092846418532,43.520210750780855,Inland
E01027586,Craven 007D,E06000065,North Yorkshire,21259,7,1935,60.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Craven,6.322976265400222,42.41272041529963,Inland
E01027587,Hambleton 006A,E06000065,North Yorkshire,16479,5,1364,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,12.190026394575135,35.80779714190091,Inland
E01027588,Hambleton 006B,E06000065,North Yorkshire,26376,8,1751,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,12.119060727024808,35.83838445478223,Inland
E01027589,Hambleton 006C,E06000065,North Yorkshire,23460,7,2126,53.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,10.36064674614968,33.84043893735856,Inland
E01027590,Hambleton 003A,E06000065,North Yorkshire,17394,6,2939,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,3.604977038066705,21.693041579428364,Inland
E01027591,Hambleton 001A,E06000065,North Yorkshire,20422,7,1678,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,23.506291175633816,15.422948778980427,Inland
E01027592,Hambleton 003B,E06000065,North Yorkshire,19347,6,1748,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,11.115816050601854,17.213701362425724,Inland
E01027593,Hambleton 006D,E06000065,North Yorkshire,17748,6,1743,85.0,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,13.781881222183216,37.057297607036794,Inland
E01027594,Hambleton 010A,E06000065,North Yorkshire,18601,6,1957,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,29.6395366493508,25.514884320394803,Inland
E01027595,Hambleton 010B,E06000065,North Yorkshire,27069,9,1982,53.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,30.259417273323848,24.640355627343563,Inland
E01027596,Hambleton 010C,E06000065,North Yorkshire,28953,9,1705,53.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,28.4361595159367,26.903141815519206,Inland
E01027597,Hambleton 001B,E06000065,North Yorkshire,27072,9,1566,56.42857142857143,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,28.395834848768708,13.390458939513959,Inland
E01027598,Hambleton 002A,E06000065,North Yorkshire,31100,10,1656,52.142857142857146,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,24.55559615668802,9.681761024232282,Inland
E01027599,Hambleton 001C,E06000065,North Yorkshire,10278,4,1596,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,25.629210219724083,9.983761991726931,Inland
E01027600,Hambleton 011A,E06000065,North Yorkshire,18121,6,1917,78.125,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,25.606856584850597,28.794176161728377,Inland
E01027601,Hambleton 010D,E06000065,North Yorkshire,24606,8,2116,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,36.87903411448289,19.23894853054174,Inland
E01027603,Hambleton 005A,E06000065,North Yorkshire,22875,7,2063,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,8.149505800919169,29.933656273995084,Inland
E01027604,Hambleton 005B,E06000065,North Yorkshire,23581,7,1840,70.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,4.671348657894772,25.600284909857372,Inland
E01027605,Hambleton 013D,E06000065,North Yorkshire,21495,7,1562,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,0.5208795897081088,25.74967644667285,Inland
E01027606,Hambleton 012E,E06000065,North Yorkshire,27103,9,1392,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,1.0766369480881999,26.208881004939535,Inland
E01027607,Hambleton 005C,E06000065,North Yorkshire,33129,10,1147,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,2.1563899077085584,26.517889549857376,Inland
E01027608,Hambleton 013B,E06000065,North Yorkshire,9792,3,1753,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,0.2987269948271864,25.237924583986906,Inland
E01027609,Hambleton 012D,E06000065,North Yorkshire,7193,3,1431,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,2.746207106455224,25.061211372894327,Inland
E01027610,Hambleton 012C,E06000065,North Yorkshire,14675,5,1570,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,0.9649752528668019,25.30188829660593,Inland
E01027612,Hambleton 013A,E06000065,North Yorkshire,7853,3,1611,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,0.6913115975694102,24.652735890454284,Inland
E01027613,Hambleton 003C,E06000065,North Yorkshire,16158,5,1747,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,7.258957272170287,21.0219506517632,Inland
E01027614,Hambleton 005D,E06000065,North Yorkshire,31976,10,1251,20.0,0.0,Urban: Further from a major town or city,Urban,Hambleton,1.7239458841594155,26.77727577272815,Inland
E01027615,Hambleton 005E,E06000065,North Yorkshire,33580,10,1138,20.0,0.0,Urban: Further from a major town or city,Urban,Hambleton,2.0909437200695677,27.316297972532688,Inland
E01027616,Hambleton 013C,E06000065,North Yorkshire,15434,5,1483,20.0,0.0,Urban: Further from a major town or city,Urban,Hambleton,1.359834745831727,26.00692019947968,Inland
