LSOA21CD,LSOA21NM,LAD24CD,LAD24NM,imd_rank,imd_decile,population,rurality_score,pct_rural,dominant_ruc,urban_rural_flag,town,dist_to_centre_km,dist_to_coast_km,coastal
E01027902,Selby 003E,E06000065,North Yorkshire,20534,7,1470,57.5,100.0,Smaller rural: Nearer to a major town or city,Rural,Selby,8.378784937775482,1.684232801887604,Coastal (≤5 km)
E01027903,Selby 003F,E06000065,North Yorkshire,27214,9,1118,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Selby,8.262122398095261,3.321720068688604,Coastal (≤5 km)
E01027904,Selby 002E,E06000065,North Yorkshire,25893,8,2649,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Selby,14.153894299326833,3.8606754825563545,Coastal (≤5 km)
E01027906,Selby 006B,E06000065,North Yorkshire,11466,4,1703,10.833333333333334,16.666666666666664,Urban: Nearer to a major town or city,Urban,Selby,2.8736252516776384,2.738161245411554,Coastal (≤5 km)
E01027907,Selby 005C,E06000065,North Yorkshire,2971,1,1403,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,1.0701608536087013,0.8369417346186871,Coastal (≤5 km)
E01027908,Selby 005D,E06000065,North Yorkshire,5422,2,1531,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,0.6181179209290744,0.5879905334142012,Coastal (≤5 km)
E01027909,Selby 005E,E06000065,North Yorkshire,7071,3,2340,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,0.28363776426435805,0.522068153664888,Coastal (≤5 km)
E01027913,Selby 006E,E06000065,North Yorkshire,32616,10,1183,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,1.927939834943964,2.0729691211526657,Coastal (≤5 km)
E01027914,Selby 004B,E06000065,North Yorkshire,32963,10,1504,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,14.055567089276716,7.499814010500869,Inland
E01027915,Selby 004C,E06000065,North Yorkshire,21973,7,2128,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,11.88733388966889,8.105097988725987,Inland
E01027916,Selby 004D,E06000065,North Yorkshire,16662,5,1643,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,12.01149064668182,6.4327410784296575,Inland
E01027918,Selby 001A,E06000065,North Yorkshire,14531,5,1479,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,16.934842162181113,4.757884701284271,Coastal (≤5 km)
E01027919,Selby 001B,E06000065,North Yorkshire,25837,8,1179,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,17.686495327779454,5.485331641299943,Inland
E01027920,Selby 001C,E06000065,North Yorkshire,27537,9,1056,53.75,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,15.963066338167074,3.865799783565697,Coastal (≤5 km)
E01027921,Selby 001D,E06000065,North Yorkshire,20336,7,1726,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,17.00637189248485,4.840504907562656,Coastal (≤5 km)
E01027922,Selby 001E,E06000065,North Yorkshire,30388,10,2049,58.57142857142857,100.0,Smaller rural: Nearer to a major town or city,Rural,Selby,18.401317869603876,6.651144358612269,Inland
E01027923,Selby 010C,E06000065,North Yorkshire,17503,6,2386,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Selby,15.0692684945594,7.863716490781641,Inland
E01027924,Selby 010D,E06000065,North Yorkshire,20379,7,2370,62.857142857142854,100.0,Smaller rural: Nearer to a major town or city,Rural,Selby,11.802254254848114,3.845075396472145,Coastal (≤5 km)
E01033067,York 013F,E06000014,York,6515,2,1731,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,1.0601601828353096,7.437453492185817,Inland
E01033068,York 013G,E06000014,York,15353,5,1052,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.6647838525501678,7.158430765262501,Inland
E01033069,York 013H,E06000014,York,19959,6,1015,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.8253033450856135,6.919880920466394,Inland
E01033070,York 013I,E06000014,York,20849,7,2832,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,0.6432454902963721,7.217260991193149,Inland
E01033184,Richmondshire 004H,E06000065,North Yorkshire,23696,8,2079,0.0,0.0,Urban: Nearer to a major town or city,Urban,Richmondshire,3.6511470036762135,36.90514772960681,Inland
E01033185,Richmondshire 006F,E06000065,North Yorkshire,25127,8,1371,84.0,100.0,Larger rural: Further from a major town or city,Rural,Richmondshire,11.871116693845716,44.88092408402984,Inland
E01033186,Richmondshire 006G,E06000065,North Yorkshire,27426,9,1417,85.0,100.0,Larger rural: Further from a major town or city,Rural,Richmondshire,11.590011826936664,43.59650662129802,Inland
E01034761,York 023D,E06000014,York,25271,8,2017,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,3.373721082333077,5.060351261286571,Inland
E01034762,York 023E,E06000014,York,24045,8,1388,0.0,0.0,Urban: Nearer to a major town or city,Urban,York,4.380777346969302,4.239939538702146,Coastal (≤5 km)
E01034956,Craven 006E,E06000065,North Yorkshire,10099,3,1458,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,1.4066958964485392,47.1926347735187,Inland
E01034957,Craven 006F,E06000065,North Yorkshire,15348,5,1218,20.0,0.0,Urban: Further from a major town or city,Urban,Craven,1.4259946055982313,47.166063954833746,Inland
E01034958,Hambleton 007F,E06000065,North Yorkshire,24548,8,2791,89.5,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,9.735374884912556,34.8004450029043,Inland
E01034959,Hambleton 009E,E06000065,North Yorkshire,24683,8,2401,16.666666666666668,0.0,Urban: Further from a major town or city,Urban,Hambleton,14.407577285631259,37.039111225518475,Inland
E01034960,Hambleton 009F,E06000065,North Yorkshire,18685,6,1449,20.0,0.0,Urban: Further from a major town or city,Urban,Hambleton,15.965052247153459,37.56327582639394,Inland
E01034961,Hambleton 012A,E06000065,North Yorkshire,26940,8,1713,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,1.6555278747380855,23.811327941595028,Inland
E01034962,Hambleton 012B,E06000065,North Yorkshire,23128,7,1174,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,0.4883144114381466,25.20108105834427,Inland
E01034963,Harrogate 008E,E06000065,North Yorkshire,29337,9,1377,53.75,100.0,Larger rural: Nearer to a major town or city,Rural,Harrogate,5.048161288047095,31.586239162586622,Inland
E01034964,Harrogate 008F,E06000065,North Yorkshire,24544,8,3093,28.75,50.0,Urban: Nearer to a major town or city,Urban,Harrogate,3.61089142521604,30.1903321888828,Inland
E01034965,Richmondshire 004I,E06000065,North Yorkshire,21139,7,2832,8.125,12.5,Urban: Nearer to a major town or city,Urban,Richmondshire,1.8233789265394447,34.08511342405282,Inland
E01034966,Richmondshire 004J,E06000065,North Yorkshire,17912,6,1788,0.0,0.0,Urban: Nearer to a major town or city,Urban,Richmondshire,3.4138742263753623,32.5388254180882,Inland
E01034967,Richmondshire 004K,E06000065,North Yorkshire,19827,6,1761,0.0,0.0,Urban: Nearer to a major town or city,Urban,Richmondshire,4.736842845795375,33.39738872635825,Inland
E01034968,Ryedale 009B,E06000065,North Yorkshire,31364,10,1808,20.0,0.0,Urban: Further from a major town or city,Urban,Ryedale,0.768302595214086,30.24859374721809,Inland
E01034969,Ryedale 009C,E06000065,North Yorkshire,18645,6,1701,20.0,0.0,Urban: Further from a major town or city,Urban,Ryedale,1.8815440601267077,28.575658417256346,Inland
E01034970,Ryedale 009D,E06000065,North Yorkshire,10746,4,1265,20.0,0.0,Urban: Further from a major town or city,Urban,Ryedale,0.19161326860184433,30.203221841903066,Inland
E01034971,Ryedale 009E,E06000065,North Yorkshire,8480,3,1438,20.0,0.0,Urban: Further from a major town or city,Urban,Ryedale,1.304460985499739,29.546611124351923,Inland
E01034972,Scarborough 001F,E06000065,North Yorkshire,6481,2,2099,20.0,0.0,Urban: Further from a major town or city,Urban,Scarborough,27.248498179705887,0.38815659691260335,Coastal (≤5 km)
E01034973,Scarborough 004G,E06000065,North Yorkshire,15754,5,1878,97.5,100.0,Smaller rural: Further from a major town or city,Rural,Scarborough,18.820433430409615,2.7590525221565048,Coastal (≤5 km)
E01034974,Scarborough 006F,E06000065,North Yorkshire,11313,4,2647,20.0,0.0,Urban: Further from a major town or city,Urban,Scarborough,2.1726247033304706,0.25972088904807766,Coastal (≤5 km)
E01034975,Selby 004F,E06000065,North Yorkshire,30391,10,1797,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,9.551431351805611,6.3384205452770335,Inland
E01034976,Selby 004G,E06000065,North Yorkshire,26490,8,2103,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,11.533085468040447,6.830129319838403,Inland
E01034977,Selby 004H,E06000065,North Yorkshire,21080,7,1538,53.75,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,13.273295900092483,9.21000176012969,Inland
E01034978,Selby 004I,E06000065,North Yorkshire,28554,9,1399,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Selby,11.337513349051758,8.856836723167904,Inland
E01034979,Selby 005G,E06000065,North Yorkshire,18704,6,1388,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,1.2837119681337401,0.7524618505230422,Coastal (≤5 km)
E01034980,Selby 005H,E06000065,North Yorkshire,9804,3,1101,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,0.6773019785023354,0.13650653888404862,Coastal (≤5 km)
E01034981,Selby 005I,E06000065,North Yorkshire,9650,3,1524,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,1.2101017914119736,0.42247482875185055,Coastal (≤5 km)
E01034982,Selby 005J,E06000065,North Yorkshire,11271,4,1237,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,0.9881537606553235,1.0557044476908033,Coastal (≤5 km)
E01034983,Selby 005K,E06000065,North Yorkshire,26335,8,1740,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,1.8405464124838058,0.779843872295927,Coastal (≤5 km)
E01034984,Selby 006F,E06000065,North Yorkshire,25970,8,2415,0.0,0.0,Urban: Nearer to a major town or city,Urban,Selby,0.7973184041479914,1.1222299405654892,Coastal (≤5 km)
