geo_id,value,date
W06000018,17.82,2013-06-30
W06000019,18.77,2013-06-30
W06000020,19.02,2013-06-30
W06000021,22.41,2013-06-30
W06000022,17.0,2013-06-30
W06000023,24.65,2013-06-30
W06000024,17.53,2013-06-30
W92000004,19.51,2013-06-30
W06000001,24.07,2014-06-30
W06000002,22.45,2014-06-30
W06000003,25.91,2014-06-30
W06000004,22.98,2014-06-30
W06000005,19.73,2014-06-30
W06000006,18.59,2014-06-30
W06000008,22.57,2014-06-30
W06000009,23.81,2014-06-30
W06000010,22.43,2014-06-30
W06000011,19.33,2014-06-30
W06000012,20.13,2014-06-30
W06000013,19.41,2014-06-30
W06000014,20.16,2014-06-30
W06000015,13.89,2014-06-30
W06000016,18.5,2014-06-30
W06000018,18.23,2014-06-30
W06000019,19.23,2014-06-30
W06000020,19.42,2014-06-30
W06000021,22.97,2014-06-30
W06000022,17.21,2014-06-30
W06000023,25.29,2014-06-30
W06000024,17.88,2014-06-30
W92000004,19.91,2014-06-30
W06000001,24.52,2015-06-30
W06000002,22.5,2015-06-30
W06000003,26.18,2015-06-30
W06000004,23.35,2015-06-30
W06000005,20.11,2015-06-30
W06000006,18.85,2015-06-30
W06000008,23.21,2015-06-30
W06000009,24.36,2015-06-30
W06000010,22.71,2015-06-30
W06000011,19.53,2015-06-30
W06000012,20.35,2015-06-30
W06000013,19.63,2015-06-30
W06000014,20.57,2015-06-30
W06000015,14.05,2015-06-30
W06000016,18.8,2015-06-30
W06000018,18.62,2015-06-30
W06000019,19.44,2015-06-30
W06000020,19.75,2015-06-30
W06000021,23.54,2015-06-30
W06000022,17.33,2015-06-30
W06000023,25.67,2015-06-30
W06000024,18.05,2015-06-30
W92000004,20.2,2015-06-30
W06000001,25.02,2016-06-30
W06000002,22.65,2016-06-30
W06000003,26.47,2016-06-30
W06000004,23.68,2016-06-30
W06000005,20.5,2016-06-30
W06000006,19.14,2016-06-30
W06000008,23.79,2016-06-30
W06000009,24.79,2016-06-30
W06000010,22.95,2016-06-30
W06000011,19.66,2016-06-30
W06000012,20.41,2016-06-30
W06000013,19.94,2016-06-30
W06000014,20.84,2016-06-30
W06000015,14.2,2016-06-30
W06000016,18.96,2016-06-30
W06000018,18.99,2016-06-30
W06000019,19.72,2016-06-30
W06000020,20.14,2016-06-30
W06000021,24.08,2016-06-30
W06000022,17.24,2016-06-30
W06000023,26.13,2016-06-30
W06000024,18.25,2016-06-30
W92000004,20.45,2016-06-30
W06000001,25.34,2017-06-30
W06000002,22.74,2017-06-30
W06000003,26.63,2017-06-30
W06000004,23.93,2017-06-30
W06000005,20.7,2017-06-30
W06000006,19.3,2017-06-30
W06000008,24.34,2017-06-30
W06000009,25.17,2017-06-30
W06000010,23.32,2017-06-30
W06000011,19.78,2017-06-30
W06000012,20.61,2017-06-30
W06000013,20.18,2017-06-30
W06000014,21.06,2017-06-30
W06000015,14.26,2017-06-30
W06000016,19.11,2017-06-30
W06000018,19.23,2017-06-30
W06000019,19.92,2017-06-30
W06000020,20.29,2017-06-30
W06000021,24.56,2017-06-30
W06000022,17.11,2017-06-30
W06000023,26.45,2017-06-30
W06000024,18.44,2017-06-30
W92000004,20.64,2017-06-30
W06000001,25.49,2018-06-30
W06000002,22.79,2018-06-30
W06000003,26.83,2018-06-30
W06000004,24.2,2018-06-30
W06000005,20.96,2018-06-30
W06000006,19.52,2018-06-30
W06000008,24.77,2018-06-30
W06000009,25.55,2018-06-30
W06000010,23.49,2018-06-30
W06000011,19.92,2018-06-30
W06000012,20.77,2018-06-30
W06000013,20.39,2018-06-30
W06000014,21.37,2018-06-30
W06000015,14.32,2018-06-30
W06000016,19.31,2018-06-30
W06000018,19.54,2018-06-30
W06000019,19.97,2018-06-30
W06000020,20.41,2018-06-30
W06000021,24.91,2018-06-30
W06000022,17.11,2018-06-30
W06000023,26.94,2018-06-30
W06000024,18.63,2018-06-30
W92000004,20.83,2018-06-30
W06000001,25.95,2019-06-30
W06000002,22.94,2019-06-30
W06000003,27.19,2019-06-30
W06000004,24.45,2019-06-30
W06000005,21.2,2019-06-30
W06000006,19.86,2019-06-30
W06000008,25.26,2019-06-30
W06000009,25.84,2019-06-30
W06000010,23.77,2019-06-30
W06000011,20.22,2019-06-30
W06000012,21.02,2019-06-30
W06000013,20.56,2019-06-30
W06000014,21.68,2019-06-30
W06000015,14.45,2019-06-30
W06000016,19.49,2019-06-30
W06000018,19.87,2019-06-30
W06000019,20.26,2019-06-30
W06000020,20.63,2019-06-30
W06000021,25.28,2019-06-30
W06000022,17.12,2019-06-30
W06000023,27.47,2019-06-30
W06000024,18.87,2019-06-30
W92000004,21.08,2019-06-30
W06000001,26.32,2020-06-30
W06000002,23.06,2020-06-30
W06000003,27.33,2020-06-30
W06000004,24.76,2020-06-30
W06000005,21.33,2020-06-30
W06000006,20.1,2020-06-30
W06000008,25.5,2020-06-30
W06000009,26.08,2020-06-30
W06000010,24.13,2020-06-30
W06000011,20.39,2020-06-30
W06000012,21.18,2020-06-30
W06000013,20.73,2020-06-30
W06000014,21.9,2020-06-30
W06000015,14.52,2020-06-30
W06000016,19.58,2020-06-30
W06000018,20.02,2020-06-30
W06000019,20.34,2020-06-30
W06000020,20.77,2020-06-30
W06000021,25.7,2020-06-30
W06000022,17.06,2020-06-30
W06000023,27.8,2020-06-30
W06000024,18.9,2020-06-30
W92000004,21.25,2020-06-30
W06000001,26.54,2021-06-30
W06000002,23.41,2021-06-30
W06000003,27.41,2021-06-30
W06000004,24.87,2021-06-30
