geo_id,value,date
S12000005,13.76,1991-06-30
S12000006,17.38,1991-06-30
S12000008,14.81,1991-06-30
S12000010,17.39,1991-06-30
S12000011,13.8,1991-06-30
S12000013,18.47,1991-06-30
S12000014,14.66,1991-06-30
S12000017,14.89,1991-06-30
S12000018,15.64,1991-06-30
S12000019,13.4,1991-06-30
S12000020,15.22,1991-06-30
S12000021,14.75,1991-06-30
S12000023,16.4,1991-06-30
S12000026,18.81,1991-06-30
S12000027,13.82,1991-06-30
S12000028,17.81,1991-06-30
S12000029,13.37,1991-06-30
S12000030,15.01,1991-06-30
S12000033,14.65,1991-06-30
S12000034,13.13,1991-06-30
S12000035,17.12,1991-06-30
S12000036,16.22,1991-06-30
S12000038,14.09,1991-06-30
S12000039,15.05,1991-06-30
S12000040,10.88,1991-06-30
S12000041,16.83,1991-06-30
S12000042,16.31,1991-06-30
S12000045,12.58,1991-06-30
S12000047,15.47,1991-06-30
S12000048,18.23,1991-06-30
S12000049,16.23,1991-06-30
S12000050,12.79,1991-06-30
S92000003,15.16,1991-06-30
S12000005,13.81,1992-06-30
S12000006,17.56,1992-06-30
S12000008,14.96,1992-06-30
S12000010,17.48,1992-06-30
S12000011,13.97,1992-06-30
S12000013,18.37,1992-06-30
S12000014,14.76,1992-06-30
S12000017,15.01,1992-06-30
S12000018,15.69,1992-06-30
S12000019,13.56,1992-06-30
S12000020,15.13,1992-06-30
S12000021,14.86,1992-06-30
S12000023,15.92,1992-06-30
S12000026,18.92,1992-06-30
S12000027,13.58,1992-06-30
S12000028,17.95,1992-06-30
S12000029,13.54,1992-06-30
S12000030,15.14,1992-06-30
S12000033,14.63,1992-06-30
S12000034,13.08,1992-06-30
S12000035,17.58,1992-06-30
S12000036,16.15,1992-06-30
S12000038,14.21,1992-06-30
S12000039,15.11,1992-06-30
S12000040,11.0,1992-06-30
S12000041,16.83,1992-06-30
S12000042,16.38,1992-06-30
S12000045,12.83,1992-06-30
S12000047,15.56,1992-06-30
S12000048,18.24,1992-06-30
S12000049,16.16,1992-06-30
S12000050,12.91,1992-06-30
S92000003,15.22,1992-06-30
S12000005,13.86,1993-06-30
S12000006,17.66,1993-06-30
S12000008,15.15,1993-06-30
S12000010,17.43,1993-06-30
S12000011,14.08,1993-06-30
S12000013,18.34,1993-06-30
S12000014,14.8,1993-06-30
S12000017,15.11,1993-06-30
S12000018,15.73,1993-06-30
S12000019,13.72,1993-06-30
S12000020,15.0,1993-06-30
S12000021,14.93,1993-06-30
S12000023,15.88,1993-06-30
S12000026,18.93,1993-06-30
S12000027,13.41,1993-06-30
S12000028,18.02,1993-06-30
S12000029,13.72,1993-06-30
S12000030,15.19,1993-06-30
S12000033,14.52,1993-06-30
S12000034,13.0,1993-06-30
S12000035,17.72,1993-06-30
