geo_id,value,date
S12000005,3.31,2011-04-01
S12000006,2.67,2011-04-01
S12000008,3.3,2011-04-01
S12000010,3.12,2011-04-01
S12000011,3.09,2011-04-01
S12000013,2.47,2011-04-01
S12000014,3.23,2011-04-01
S12000017,2.59,2011-04-01
S12000018,3.29,2011-04-01
S12000019,2.78,2011-04-01
S12000020,2.75,2011-04-01
S12000021,3.32,2011-04-01
S12000023,2.59,2011-04-01
S12000026,2.79,2011-04-01
S12000027,2.33,2011-04-01
S12000028,3.59,2011-04-01
S12000029,3.11,2011-04-01
S12000030,3.05,2011-04-01
S12000033,3.01,2011-04-01
S12000034,2.6,2011-04-01
S12000035,2.83,2011-04-01
S12000036,3.43,2011-04-01
S12000038,3.35,2011-04-01
S12000039,3.01,2011-04-01
S12000040,2.96,2011-04-01
S12000041,2.67,2011-04-01
S12000042,2.76,2011-04-01
S12000045,2.84,2011-04-01
S12000047,2.83,2011-04-01
S12000048,3.04,2011-04-01
S12000049,3.32,2011-04-01
S12000050,3.29,2011-04-01
S92000003,3.06,2011-04-01
S12000005,2.54,2012-04-01
S12000006,2.31,2012-04-01
S12000008,3.36,2012-04-01
S12000010,2.96,2012-04-01
S12000011,2.9,2012-04-01
S12000013,2.64,2012-04-01
S12000014,3.07,2012-04-01
S12000017,2.76,2012-04-01
S12000018,3.13,2012-04-01
S12000019,2.9,2012-04-01
S12000020,2.86,2012-04-01
S12000021,3.31,2012-04-01
S12000023,2.3,2012-04-01
S12000026,2.69,2012-04-01
S12000027,2.36,2012-04-01
S12000028,3.3,2012-04-01
S12000029,2.84,2012-04-01
S12000030,2.75,2012-04-01
S12000033,2.56,2012-04-01
S12000034,2.78,2012-04-01
S12000035,2.73,2012-04-01
S12000036,3.29,2012-04-01
S12000038,2.79,2012-04-01
S12000039,3.12,2012-04-01
S12000040,3.15,2012-04-01
S12000041,2.54,2012-04-01
S12000042,3.15,2012-04-01
S12000045,2.93,2012-04-01
S12000047,2.9,2012-04-01
S12000048,2.7,2012-04-01
S12000049,2.99,2012-04-01
S12000050,3.08,2012-04-01
S92000003,2.93,2012-04-01
S12000005,2.66,2013-04-01
S12000006,2.29,2013-04-01
S12000008,2.97,2013-04-01
S12000010,2.89,2013-04-01
S12000011,2.83,2013-04-01
S12000013,2.49,2013-04-01
S12000014,2.9,2013-04-01
S12000017,2.84,2013-04-01
S12000018,3.18,2013-04-01
S12000019,2.99,2013-04-01
S12000020,2.58,2013-04-01
S12000021,3.25,2013-04-01
S12000023,2.13,2013-04-01
S12000026,2.54,2013-04-01
S12000027,2.22,2013-04-01
S12000028,3.11,2013-04-01
S12000029,2.67,2013-04-01
S12000030,2.72,2013-04-01
S12000033,2.95,2013-04-01
S12000034,2.25,2013-04-01
S12000035,2.94,2013-04-01
S12000036,3.26,2013-04-01
S12000038,3.14,2013-04-01
S12000039,3.02,2013-04-01
S12000040,2.72,2013-04-01
S12000041,2.7,2013-04-01
S12000042,2.79,2013-04-01
S12000045,2.88,2013-04-01
S12000047,2.77,2013-04-01
S12000048,2.71,2013-04-01
S12000049,3.22,2013-04-01
S12000050,3.04,2013-04-01
S92000003,2.89,2013-04-01
S12000005,2.93,2014-04-01
S12000006,2.3,2014-04-01
S12000008,2.93,2014-04-01
S12000010,2.89,2014-04-01
S12000011,2.85,2014-04-01
S12000013,2.1,2014-04-01
S12000014,2.62,2014-04-01
S12000017,2.81,2014-04-01
S12000018,3.21,2014-04-01
S12000019,2.59,2014-04-01
S12000020,2.37,2014-04-01
S12000021,3.19,2014-04-01
S12000023,2.48,2014-04-01
S12000026,2.5,2014-04-01
S12000027,2.32,2014-04-01
S12000028,3.0,2014-04-01
S12000029,2.65,2014-04-01
S12000030,2.8,2014-04-01
S12000033,2.76,2014-04-01
S12000034,2.4,2014-04-01
S12000035,2.63,2014-04-01
S12000036,3.01,2014-04-01
S12000038,3.07,2014-04-01
S12000039,3.09,2014-04-01
S12000040,2.6,2014-04-01
S12000041,2.53,2014-04-01
S12000042,2.76,2014-04-01
S12000045,2.88,2014-04-01
S12000047,2.89,2014-04-01
S12000048,2.81,2014-04-01
S12000049,3.2,2014-04-01
S12000050,2.94,2014-04-01
S92000003,2.83,2014-04-01
S12000005,2.77,2015-04-01
S12000006,2.6,2015-04-01
S12000008,2.94,2015-04-01
S12000010,3.11,2015-04-01
S12000011,3.02,2015-04-01
S12000013,2.26,2015-04-01
S12000014,2.84,2015-04-01
S12000017,2.52,2015-04-01
S12000018,2.81,2015-04-01
S12000019,2.86,2015-04-01
S12000020,2.77,2015-04-01
S12000021,3.12,2015-04-01
S12000023,1.85,2015-04-01
S12000026,2.47,2015-04-01
S12000027,2.56,2015-04-01
S12000028,2.95,2015-04-01
S12000029,2.86,2015-04-01
S12000030,3.02,2015-04-01
S12000033,2.72,2015-04-01
S12000034,2.74,2015-04-01
S12000035,2.57,2015-04-01
S12000036,3.29,2015-04-01
S12000038,3.0,2015-04-01
S12000039,2.88,2015-04-01
S12000040,2.73,2015-04-01
S12000041,2.41,2015-04-01
S12000042,2.88,2015-04-01
S12000045,2.73,2015-04-01
S12000047,2.92,2015-04-01
S12000048,2.81,2015-04-01
S12000049,2.9,2015-04-01
S12000050,2.81,2015-04-01
S92000003,2.85,2015-04-01
S12000005,2.94,2016-04-01
S12000006,2.49,2016-04-01
S12000008,3.05,2016-04-01
S12000010,2.73,2016-04-01
S12000011,2.83,2016-04-01
S12000013,2.56,2016-04-01
S12000014,2.85,2016-04-01
S12000017,2.68,2016-04-01
S12000018,2.84,2016-04-01
S12000019,2.72,2016-04-01
S12000020,2.7,2016-04-01
S12000021,3.05,2016-04-01
S12000023,2.16,2016-04-01
S12000026,2.33,2016-04-01
S12000027,2.28,2016-04-01
S12000028,2.84,2016-04-01
S12000029,2.89,2016-04-01
S12000030,3.11,2016-04-01
S12000033,2.9,2016-04-01
S12000034,2.75,2016-04-01
S12000035,2.5,2016-04-01
S12000036,3.49,2016-04-01
S12000038,2.88,2016-04-01
S12000039,2.98,2016-04-01
S12000040,3.03,2016-04-01
S12000041,2.74,2016-04-01
S12000042,2.81,2016-04-01
