typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,0,W00,World,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,39143621399.0,39143621399.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,4,AFG,Afghanistan,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,3274596.0,3274596.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,8,ALB,Albania,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,17345499.0,17345499.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,12,DZA,Algeria,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,387921519.0,387921519.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,20,AND,Andorra,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,28151.0,28151.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,24,AGO,Angola,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,143707027.0,143707027.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,28,ATG,Antigua and Barbuda,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,7261495.0,7261495.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,31,AZE,Azerbaijan,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,36303652.0,36303652.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,32,ARG,Argentina,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,87466359.0,87466359.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,36,AUS,Australia,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1428176528.0,1428176528.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,40,AUT,Austria,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,45193849.0,45193849.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,44,BHS,Bahamas,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,29340402.0,29340402.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,48,BHR,Bahrain,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,39599970.0,39599970.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,50,BGD,Bangladesh,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,118357015.0,118357015.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,51,ARM,Armenia,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2725781.0,2725781.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,52,BRB,Barbados,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,4335335.0,4335335.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,56,BEL,Belgium,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,453922705.0,453922705.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,60,BMU,Bermuda,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,6199862.0,6199862.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,64,BTN,Bhutan,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2066.0,2066.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,68,BOL,Bolivia (Plurinational State of),0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,6937412.0,6937412.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,70,BIH,Bosnia Herzegovina,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2386639.0,2386639.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,72,BWA,Botswana,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,39896110.0,39896110.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,76,BRA,Brazil,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,683256072.0,683256072.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,84,BLZ,Belize,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,1211508.0,1211508.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,90,SLB,Solomon Isds,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2011691.0,2011691.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,92,VGB,Br. Virgin Isds,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,291615.0,291615.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,96,BRN,Brunei Darussalam,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,15156523.0,15156523.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,100,BGR,Bulgaria,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,18529076.0,18529076.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,104,MMR,Myanmar,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,249515610.0,249515610.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,108,BDI,Burundi,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,2072640.0,2072640.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,112,BLR,Belarus,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,14605914.0,14605914.0,0,True,False
C,A,20100101,2010,52,2010,156,CHN,China,X,Export,116,KHM,Cambodia,0,W00,World,H3,HS,True,73,Iron or steel articles,2,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,,False,,False,,37820126.0,37820126.0,0,True,False
