typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,620875.0,False,5,u,620875.0,False,73848319.424,True,0.0,False,252153066.0,,252153066.0,4,False,True
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,3394303.0,False,5,u,3394303.0,False,202206647.365,True,0.0,False,1431352801.0,,1431352801.0,4,False,True
C,A,20160101,2016,52,2016,842,USA,USA,M,Import,0,W00,World,0,W00,World,H4,HS,True,845090,Washing machines; parts for household or laundry-type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7830912.981,True,-1,N/A,0.0,False,7830912.981,True,0.0,False,79472378.0,,79472378.0,6,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,755295.0,False,-1,N/A,0.0,False,88247110.054,True,0.0,False,292898376.0,0.0,292898376.0,4,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845090,Washing machines; parts for household or laundry-type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8760871.495,True,-1,N/A,0.0,False,8760871.495,True,0.0,False,84378412.0,0.0,84378412.0,6,False,True
C,A,20170101,2017,52,2017,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4183637.0,False,-1,N/A,0.0,False,255611080.595,True,0.0,False,1727880785.0,0.0,1727880785.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,630069.0,False,-1,N/A,0.0,False,74460337.827,True,0.0,False,254265224.0,0.0,254265224.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2322269.0,False,-1,N/A,0.0,False,125445767.618,True,0.0,False,1003080094.0,0.0,1003080094.0,4,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845090,Washing machines; parts for household or laundry-type,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14020013.583,True,-1,N/A,0.0,False,14020013.583,True,0.0,False,146728275.0,0.0,146728275.0,6,False,True
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,841265.0,False,-1,N/A,0.0,False,96988162.398,True,0.0,False,317316793.0,302157120.0,317316793.0,4,False,True
