date,value
1949,21800
1950,22200
1955,25600
1960,33900
1965,38000
1970,43700
1975,48600
1980,53321
1985,55220
1990,57899
1995,62389
2000,68650
2005,75438
2006,77084
2007,77966
2008,79687
2009,85518
2010,91178
2011,93250
2012,97625
2013,103145
2014,111821
2015,120970
2016,123992
2017,126970
2018,131651
2019,139926
2020,146330
2021,150739
2022,154907
