Date,Value,Series,Age_Midpoint,Date Label
2014-10-01,28.4, Aged 50-64,57.0,2014 Q4
2015-01-01,28.3, Aged 50-64,57.0,2015 Q1
2015-04-01,28.1, Aged 50-64,57.0,2015 Q2
2015-07-01,27.7, Aged 50-64,57.0,2015 Q3
2015-10-01,27.4, Aged 50-64,57.0,2015 Q4
2016-01-01,27.3, Aged 50-64,57.0,2016 Q1
2016-04-01,26.9, Aged 50-64,57.0,2016 Q2
2016-07-01,26.7, Aged 50-64,57.0,2016 Q3
2016-10-01,26.7, Aged 50-64,57.0,2016 Q4
2017-01-01,26.7, Aged 50-64,57.0,2017 Q1
2017-04-01,26.6, Aged 50-64,57.0,2017 Q2
2017-07-01,26.6, Aged 50-64,57.0,2017 Q3
2017-10-01,26.4, Aged 50-64,57.0,2017 Q4
2018-01-01,26.0, Aged 50-64,57.0,2018 Q1
2018-04-01,26.1, Aged 50-64,57.0,2018 Q2
2018-07-01,25.7, Aged 50-64,57.0,2018 Q3
2018-10-01,25.9, Aged 50-64,57.0,2018 Q4
2019-01-01,25.5, Aged 50-64,57.0,2019 Q1
2019-04-01,25.5, Aged 50-64,57.0,2019 Q2
2019-07-01,25.5, Aged 50-64,57.0,2019 Q3
2019-10-01,25.3, Aged 50-64,57.0,2019 Q4
2020-01-01,25.5, Aged 50-64,57.0,2020 Q1
2020-04-01,26.0, Aged 50-64,57.0,2020 Q2
2020-07-01,26.0, Aged 50-64,57.0,2020 Q3
2020-10-01,26.1, Aged 50-64,57.0,2020 Q4
2021-01-01,26.2, Aged 50-64,57.0,2021 Q1
2021-04-01,26.4, Aged 50-64,57.0,2021 Q2
2021-07-01,26.7, Aged 50-64,57.0,2021 Q3
2021-10-01,26.9, Aged 50-64,57.0,2021 Q4
2022-01-01,27.0, Aged 50-64,57.0,2022 Q1
2022-04-01,27.3, Aged 50-64,57.0,2022 Q2
2022-07-01,27.3, Aged 50-64,57.0,2022 Q3
2022-10-01,27.1, Aged 50-64,57.0,2022 Q4
2023-01-01,27.2, Aged 50-64,57.0,2023 Q1
2023-04-01,26.6, Aged 50-64,57.0,2023 Q2
1992-04-01,40.4, Aged 16-17,16.5,1992 Q2
1992-07-01,41.5, Aged 16-17,16.5,1992 Q3
1992-10-01,43.8, Aged 16-17,16.5,1992 Q4
1993-01-01,45.1, Aged 16-17,16.5,1993 Q1
1993-04-01,45.9, Aged 16-17,16.5,1993 Q2
1993-07-01,45.6, Aged 16-17,16.5,1993 Q3
1993-10-01,44.6, Aged 16-17,16.5,1993 Q4
1994-01-01,43.9, Aged 16-17,16.5,1994 Q1
1994-04-01,44.2, Aged 16-17,16.5,1994 Q2
1994-07-01,44.8, Aged 16-17,16.5,1994 Q3
1994-10-01,46.6, Aged 16-17,16.5,1994 Q4
1995-01-01,44.9, Aged 16-17,16.5,1995 Q1
1995-04-01,43.2, Aged 16-17,16.5,1995 Q2
1995-07-01,43.3, Aged 16-17,16.5,1995 Q3
1995-10-01,42.5, Aged 16-17,16.5,1995 Q4
1996-01-01,43.2, Aged 16-17,16.5,1996 Q1
1996-04-01,41.9, Aged 16-17,16.5,1996 Q2
1996-07-01,41.7, Aged 16-17,16.5,1996 Q3
1996-10-01,41.3, Aged 16-17,16.5,1996 Q4
1997-01-01,41.4, Aged 16-17,16.5,1997 Q1
1997-04-01,39.6, Aged 16-17,16.5,1997 Q2
1997-07-01,39.7, Aged 16-17,16.5,1997 Q3
1997-10-01,39.1, Aged 16-17,16.5,1997 Q4
1998-01-01,39.7, Aged 16-17,16.5,1998 Q1
1998-04-01,40.5, Aged 16-17,16.5,1998 Q2
1998-07-01,39.4, Aged 16-17,16.5,1998 Q3
1998-10-01,39.5, Aged 16-17,16.5,1998 Q4
1999-01-01,40.6, Aged 16-17,16.5,1999 Q1
1999-04-01,41.8, Aged 16-17,16.5,1999 Q2
1999-07-01,41.4, Aged 16-17,16.5,1999 Q3
1999-10-01,41.7, Aged 16-17,16.5,1999 Q4
2000-01-01,41.3, Aged 16-17,16.5,2000 Q1
2000-04-01,41.6, Aged 16-17,16.5,2000 Q2
2000-07-01,42.6, Aged 16-17,16.5,2000 Q3
2000-10-01,44.0, Aged 16-17,16.5,2000 Q4
2001-01-01,44.2, Aged 16-17,16.5,2001 Q1
2001-04-01,44.4, Aged 16-17,16.5,2001 Q2
2001-07-01,44.2, Aged 16-17,16.5,2001 Q3
2001-10-01,44.2, Aged 16-17,16.5,2001 Q4
2002-01-01,45.5, Aged 16-17,16.5,2002 Q1
2002-04-01,46.5, Aged 16-17,16.5,2002 Q2
2002-07-01,45.9, Aged 16-17,16.5,2002 Q3
2002-10-01,44.3, Aged 16-17,16.5,2002 Q4
2003-01-01,44.6, Aged 16-17,16.5,2003 Q1
2003-04-01,46.0, Aged 16-17,16.5,2003 Q2
2003-07-01,47.1, Aged 16-17,16.5,2003 Q3
2003-10-01,47.0, Aged 16-17,16.5,2003 Q4
2004-01-01,47.5, Aged 16-17,16.5,2004 Q1
2004-04-01,48.5, Aged 16-17,16.5,2004 Q2
2004-07-01,46.6, Aged 16-17,16.5,2004 Q3
2004-10-01,48.2, Aged 16-17,16.5,2004 Q4
2005-01-01,48.0, Aged 16-17,16.5,2005 Q1
2005-04-01,48.9, Aged 16-17,16.5,2005 Q2
2005-07-01,50.4, Aged 16-17,16.5,2005 Q3
2005-10-01,53.2, Aged 16-17,16.5,2005 Q4
2006-01-01,53.1, Aged 16-17,16.5,2006 Q1
2006-04-01,53.0, Aged 16-17,16.5,2006 Q2
2006-07-01,53.5, Aged 16-17,16.5,2006 Q3
2006-10-01,52.5, Aged 16-17,16.5,2006 Q4
2007-01-01,54.2, Aged 16-17,16.5,2007 Q1
2007-04-01,55.3, Aged 16-17,16.5,2007 Q2
2007-07-01,53.9, Aged 16-17,16.5,2007 Q3
2007-10-01,53.1, Aged 16-17,16.5,2007 Q4
2008-01-01,55.0, Aged 16-17,16.5,2008 Q1
2008-04-01,54.9, Aged 16-17,16.5,2008 Q2
2008-07-01,55.3, Aged 16-17,16.5,2008 Q3
2008-10-01,56.9, Aged 16-17,16.5,2008 Q4
2009-01-01,57.2, Aged 16-17,16.5,2009 Q1
2009-04-01,59.1, Aged 16-17,16.5,2009 Q2
2009-07-01,60.8, Aged 16-17,16.5,2009 Q3
2009-10-01,61.8, Aged 16-17,16.5,2009 Q4
2010-01-01,62.0, Aged 16-17,16.5,2010 Q1
2010-04-01,61.8, Aged 16-17,16.5,2010 Q2
2010-07-01,62.7, Aged 16-17,16.5,2010 Q3
2010-10-01,62.8, Aged 16-17,16.5,2010 Q4
2011-01-01,62.4, Aged 16-17,16.5,2011 Q1
2011-04-01,62.8, Aged 16-17,16.5,2011 Q2
2011-07-01,63.0, Aged 16-17,16.5,2011 Q3
2011-10-01,62.6, Aged 16-17,16.5,2011 Q4
2012-01-01,62.8, Aged 16-17,16.5,2012 Q1
2012-04-01,62.7, Aged 16-17,16.5,2012 Q2
2012-07-01,62.7, Aged 16-17,16.5,2012 Q3
2012-10-01,64.6, Aged 16-17,16.5,2012 Q4
2013-01-01,65.9, Aged 16-17,16.5,2013 Q1
2013-04-01,65.2, Aged 16-17,16.5,2013 Q2
2013-07-01,65.3, Aged 16-17,16.5,2013 Q3
2013-10-01,65.9, Aged 16-17,16.5,2013 Q4
2014-01-01,66.6, Aged 16-17,16.5,2014 Q1
2014-04-01,67.9, Aged 16-17,16.5,2014 Q2
2014-07-01,67.4, Aged 16-17,16.5,2014 Q3
2014-10-01,66.1, Aged 16-17,16.5,2014 Q4
2015-01-01,66.7, Aged 16-17,16.5,2015 Q1
2015-04-01,66.3, Aged 16-17,16.5,2015 Q2
2015-07-01,64.8, Aged 16-17,16.5,2015 Q3
2015-10-01,66.2, Aged 16-17,16.5,2015 Q4
2016-01-01,66.2, Aged 16-17,16.5,2016 Q1
2016-04-01,66.0, Aged 16-17,16.5,2016 Q2
2016-07-01,68.1, Aged 16-17,16.5,2016 Q3
2016-10-01,65.8, Aged 16-17,16.5,2016 Q4
2017-01-01,65.3, Aged 16-17,16.5,2017 Q1
2017-04-01,68.4, Aged 16-17,16.5,2017 Q2
2017-07-01,68.5, Aged 16-17,16.5,2017 Q3
2017-10-01,68.0, Aged 16-17,16.5,2017 Q4
2018-01-01,67.0, Aged 16-17,16.5,2018 Q1
2018-04-01,67.1, Aged 16-17,16.5,2018 Q2
2018-07-01,70.0, Aged 16-17,16.5,2018 Q3
2018-10-01,70.2, Aged 16-17,16.5,2018 Q4
2019-01-01,69.6, Aged 16-17,16.5,2019 Q1
2019-04-01,69.1, Aged 16-17,16.5,2019 Q2
2019-07-01,68.8, Aged 16-17,16.5,2019 Q3
2019-10-01,69.2, Aged 16-17,16.5,2019 Q4
2020-01-01,68.7, Aged 16-17,16.5,2020 Q1
2020-04-01,71.4, Aged 16-17,16.5,2020 Q2
2020-07-01,76.4, Aged 16-17,16.5,2020 Q3
2020-10-01,78.1, Aged 16-17,16.5,2020 Q4
2021-01-01,79.6, Aged 16-17,16.5,2021 Q1
2021-04-01,74.5, Aged 16-17,16.5,2021 Q2
2021-07-01,71.1, Aged 16-17,16.5,2021 Q3
2021-10-01,69.4, Aged 16-17,16.5,2021 Q4
2022-01-01,69.4, Aged 16-17,16.5,2022 Q1
2022-04-01,70.0, Aged 16-17,16.5,2022 Q2
2022-07-01,70.0, Aged 16-17,16.5,2022 Q3
2022-10-01,67.2, Aged 16-17,16.5,2022 Q4
2023-01-01,64.6, Aged 16-17,16.5,2023 Q1
2023-04-01,64.5, Aged 16-17,16.5,2023 Q2
