income,type,rate
43200,plus_nics,0.28
43200,plus_PA_withdrawl,0.28
43200,plus_child_benefit_withdrawal,0.28
43200,plus_student_loans,0.43
43300,income_tax,0.2
43300,plus_nics,0.28
43300,plus_PA_withdrawl,0.28
43300,plus_child_benefit_withdrawal,0.28
43300,plus_student_loans,0.43
43400,income_tax,0.2
43400,plus_nics,0.28
43400,plus_PA_withdrawl,0.28
43400,plus_child_benefit_withdrawal,0.28
43400,plus_student_loans,0.43
43500,income_tax,0.2
43500,plus_nics,0.28
43500,plus_PA_withdrawl,0.28
43500,plus_child_benefit_withdrawal,0.28
43500,plus_student_loans,0.43
43600,income_tax,0.2
43600,plus_nics,0.28
43600,plus_PA_withdrawl,0.28
43600,plus_child_benefit_withdrawal,0.28
43600,plus_student_loans,0.43
43700,income_tax,0.2
43700,plus_nics,0.28
43700,plus_PA_withdrawl,0.28
43700,plus_child_benefit_withdrawal,0.28
43700,plus_student_loans,0.43
43800,income_tax,0.2
43800,plus_nics,0.28
43800,plus_PA_withdrawl,0.28
43800,plus_child_benefit_withdrawal,0.28
43800,plus_student_loans,0.43
43900,income_tax,0.2
43900,plus_nics,0.28
43900,plus_PA_withdrawl,0.28
43900,plus_child_benefit_withdrawal,0.28
43900,plus_student_loans,0.43
44000,income_tax,0.2
44000,plus_nics,0.28
44000,plus_PA_withdrawl,0.28
44000,plus_child_benefit_withdrawal,0.28
44000,plus_student_loans,0.43
44100,income_tax,0.2
44100,plus_nics,0.28
44100,plus_PA_withdrawl,0.28
44100,plus_child_benefit_withdrawal,0.28
44100,plus_student_loans,0.43
44200,income_tax,0.2
44200,plus_nics,0.28
44200,plus_PA_withdrawl,0.28
44200,plus_child_benefit_withdrawal,0.28
44200,plus_student_loans,0.43
44300,income_tax,0.2
44300,plus_nics,0.28
44300,plus_PA_withdrawl,0.28
44300,plus_child_benefit_withdrawal,0.28
44300,plus_student_loans,0.43
44400,income_tax,0.2
44400,plus_nics,0.28
44400,plus_PA_withdrawl,0.28
44400,plus_child_benefit_withdrawal,0.28
44400,plus_student_loans,0.43
44500,income_tax,0.2
44500,plus_nics,0.28
44500,plus_PA_withdrawl,0.28
44500,plus_child_benefit_withdrawal,0.28
44500,plus_student_loans,0.43
44600,income_tax,0.2
44600,plus_nics,0.28
44600,plus_PA_withdrawl,0.28
44600,plus_child_benefit_withdrawal,0.28
44600,plus_student_loans,0.43
44700,income_tax,0.2
44700,plus_nics,0.28
44700,plus_PA_withdrawl,0.28
44700,plus_child_benefit_withdrawal,0.28
44700,plus_student_loans,0.43
44800,income_tax,0.2
44800,plus_nics,0.28
44800,plus_PA_withdrawl,0.28
44800,plus_child_benefit_withdrawal,0.28
44800,plus_student_loans,0.43
44900,income_tax,0.2
44900,plus_nics,0.28
44900,plus_PA_withdrawl,0.28
44900,plus_child_benefit_withdrawal,0.28
44900,plus_student_loans,0.43
45000,income_tax,0.2
45000,plus_nics,0.28
45000,plus_PA_withdrawl,0.28
45000,plus_child_benefit_withdrawal,0.28
45000,plus_student_loans,0.43
45100,income_tax,0.2
45100,plus_nics,0.28
45100,plus_PA_withdrawl,0.28
45100,plus_child_benefit_withdrawal,0.28
45100,plus_student_loans,0.43
45200,income_tax,0.2
45200,plus_nics,0.28
45200,plus_PA_withdrawl,0.28
45200,plus_child_benefit_withdrawal,0.28
45200,plus_student_loans,0.43
45300,income_tax,0.2
45300,plus_nics,0.28
45300,plus_PA_withdrawl,0.28
45300,plus_child_benefit_withdrawal,0.28
45300,plus_student_loans,0.43
45400,income_tax,0.2
45400,plus_nics,0.28
45400,plus_PA_withdrawl,0.28
45400,plus_child_benefit_withdrawal,0.28
45400,plus_student_loans,0.43
45500,income_tax,0.2
45500,plus_nics,0.28
45500,plus_PA_withdrawl,0.28
45500,plus_child_benefit_withdrawal,0.28
45500,plus_student_loans,0.43
45600,income_tax,0.2
45600,plus_nics,0.28
45600,plus_PA_withdrawl,0.28
45600,plus_child_benefit_withdrawal,0.28
45600,plus_student_loans,0.43
45700,income_tax,0.2
45700,plus_nics,0.28
45700,plus_PA_withdrawl,0.28
45700,plus_child_benefit_withdrawal,0.28
45700,plus_student_loans,0.43
45800,income_tax,0.2
45800,plus_nics,0.28
45800,plus_PA_withdrawl,0.28
45800,plus_child_benefit_withdrawal,0.28
45800,plus_student_loans,0.43
45900,income_tax,0.2
45900,plus_nics,0.28
45900,plus_PA_withdrawl,0.28
45900,plus_child_benefit_withdrawal,0.28
45900,plus_student_loans,0.43
46000,income_tax,0.2
46000,plus_nics,0.28
46000,plus_PA_withdrawl,0.28
46000,plus_child_benefit_withdrawal,0.28
46000,plus_student_loans,0.43
46100,income_tax,0.2
46100,plus_nics,0.28
46100,plus_PA_withdrawl,0.28
46100,plus_child_benefit_withdrawal,0.28
46100,plus_student_loans,0.43
46200,income_tax,0.2
46200,plus_nics,0.28
46200,plus_PA_withdrawl,0.28
46200,plus_child_benefit_withdrawal,0.28
46200,plus_student_loans,0.43
46300,income_tax,0.2
46300,plus_nics,0.28
46300,plus_PA_withdrawl,0.28
46300,plus_child_benefit_withdrawal,0.28
46300,plus_student_loans,0.43
46400,income_tax,0.2
46400,plus_nics,0.28
46400,plus_PA_withdrawl,0.28
46400,plus_child_benefit_withdrawal,0.28
46400,plus_student_loans,0.43
46500,income_tax,0.2
46500,plus_nics,0.28
46500,plus_PA_withdrawl,0.28
46500,plus_child_benefit_withdrawal,0.28
46500,plus_student_loans,0.43
46600,income_tax,0.2
46600,plus_nics,0.28
46600,plus_PA_withdrawl,0.28
46600,plus_child_benefit_withdrawal,0.28
46600,plus_student_loans,0.43
46700,income_tax,0.2
46700,plus_nics,0.28
46700,plus_PA_withdrawl,0.28
46700,plus_child_benefit_withdrawal,0.28
46700,plus_student_loans,0.43
46800,income_tax,0.2
46800,plus_nics,0.28
46800,plus_PA_withdrawl,0.28
46800,plus_child_benefit_withdrawal,0.28
46800,plus_student_loans,0.43
46900,income_tax,0.2
46900,plus_nics,0.28
46900,plus_PA_withdrawl,0.28
46900,plus_child_benefit_withdrawal,0.28
46900,plus_student_loans,0.43
47000,income_tax,0.2
47000,plus_nics,0.28
47000,plus_PA_withdrawl,0.28
47000,plus_child_benefit_withdrawal,0.28
47000,plus_student_loans,0.43
47100,income_tax,0.2
47100,plus_nics,0.28
47100,plus_PA_withdrawl,0.28
47100,plus_child_benefit_withdrawal,0.28
47100,plus_student_loans,0.43
47200,income_tax,0.2
47200,plus_nics,0.28
47200,plus_PA_withdrawl,0.28
47200,plus_child_benefit_withdrawal,0.28
47200,plus_student_loans,0.43
47300,income_tax,0.2
47300,plus_nics,0.28
47300,plus_PA_withdrawl,0.28
47300,plus_child_benefit_withdrawal,0.28
47300,plus_student_loans,0.43
47400,income_tax,0.2
47400,plus_nics,0.28
47400,plus_PA_withdrawl,0.28
47400,plus_child_benefit_withdrawal,0.28
47400,plus_student_loans,0.43
47500,income_tax,0.2
47500,plus_nics,0.28
47500,plus_PA_withdrawl,0.28
47500,plus_child_benefit_withdrawal,0.28
47500,plus_student_loans,0.43
47600,income_tax,0.2
47600,plus_nics,0.28
47600,plus_PA_withdrawl,0.28
47600,plus_child_benefit_withdrawal,0.28
47600,plus_student_loans,0.43
47700,income_tax,0.2
47700,plus_nics,0.28
47700,plus_PA_withdrawl,0.28
47700,plus_child_benefit_withdrawal,0.28
47700,plus_student_loans,0.43
47800,income_tax,0.2
47800,plus_nics,0.28
47800,plus_PA_withdrawl,0.28
47800,plus_child_benefit_withdrawal,0.28
47800,plus_student_loans,0.43
47900,income_tax,0.2
47900,plus_nics,0.28
47900,plus_PA_withdrawl,0.28
47900,plus_child_benefit_withdrawal,0.28
47900,plus_student_loans,0.43
48000,income_tax,0.2
48000,plus_nics,0.28
48000,plus_PA_withdrawl,0.28
48000,plus_child_benefit_withdrawal,0.28
48000,plus_student_loans,0.43
48100,income_tax,0.2
48100,plus_nics,0.28
48100,plus_PA_withdrawl,0.28
48100,plus_child_benefit_withdrawal,0.28
48100,plus_student_loans,0.43
48200,income_tax,0.2
48200,plus_nics,0.28
48200,plus_PA_withdrawl,0.28
48200,plus_child_benefit_withdrawal,0.28
48200,plus_student_loans,0.43
48300,income_tax,0.2
48300,plus_nics,0.28
48300,plus_PA_withdrawl,0.28
48300,plus_child_benefit_withdrawal,0.28
48300,plus_student_loans,0.43
48400,income_tax,0.2
48400,plus_nics,0.28
48400,plus_PA_withdrawl,0.28
48400,plus_child_benefit_withdrawal,0.28
48400,plus_student_loans,0.43
48500,income_tax,0.2
48500,plus_nics,0.28
48500,plus_PA_withdrawl,0.28
48500,plus_child_benefit_withdrawal,0.28
48500,plus_student_loans,0.43
48600,income_tax,0.2
48600,plus_nics,0.28
48600,plus_PA_withdrawl,0.28
48600,plus_child_benefit_withdrawal,0.28
48600,plus_student_loans,0.43
48700,income_tax,0.2
48700,plus_nics,0.28
48700,plus_PA_withdrawl,0.28
48700,plus_child_benefit_withdrawal,0.28
48700,plus_student_loans,0.43
48800,income_tax,0.2
48800,plus_nics,0.28
48800,plus_PA_withdrawl,0.28
48800,plus_child_benefit_withdrawal,0.28
48800,plus_student_loans,0.43
48900,income_tax,0.2
48900,plus_nics,0.28
48900,plus_PA_withdrawl,0.28
48900,plus_child_benefit_withdrawal,0.28
48900,plus_student_loans,0.43
49000,income_tax,0.2
49000,plus_nics,0.28
49000,plus_PA_withdrawl,0.28
49000,plus_child_benefit_withdrawal,0.28
49000,plus_student_loans,0.43
49100,income_tax,0.2
49100,plus_nics,0.28
49100,plus_PA_withdrawl,0.28
49100,plus_child_benefit_withdrawal,0.28
49100,plus_student_loans,0.43
49200,income_tax,0.2
49200,plus_nics,0.28
49200,plus_PA_withdrawl,0.28
49200,plus_child_benefit_withdrawal,0.28
49200,plus_student_loans,0.43
49300,income_tax,0.2
49300,plus_nics,0.28
49300,plus_PA_withdrawl,0.28
49300,plus_child_benefit_withdrawal,0.28
49300,plus_student_loans,0.43
49400,income_tax,0.2
49400,plus_nics,0.28
49400,plus_PA_withdrawl,0.28
49400,plus_child_benefit_withdrawal,0.28
49400,plus_student_loans,0.43
49500,income_tax,0.2
49500,plus_nics,0.28
49500,plus_PA_withdrawl,0.28
49500,plus_child_benefit_withdrawal,0.28
49500,plus_student_loans,0.43
49600,income_tax,0.2
49600,plus_nics,0.28
49600,plus_PA_withdrawl,0.28
49600,plus_child_benefit_withdrawal,0.28
49600,plus_student_loans,0.43
49700,income_tax,0.2
49700,plus_nics,0.28
49700,plus_PA_withdrawl,0.28
49700,plus_child_benefit_withdrawal,0.28
49700,plus_student_loans,0.43
49800,income_tax,0.2
49800,plus_nics,0.28
49800,plus_PA_withdrawl,0.28
49800,plus_child_benefit_withdrawal,0.28
49800,plus_student_loans,0.43
49900,income_tax,0.2
49900,plus_nics,0.28
49900,plus_PA_withdrawl,0.28
49900,plus_child_benefit_withdrawal,0.28
49900,plus_student_loans,0.43
50000,income_tax,0.2
50000,plus_nics,0.28
50000,plus_PA_withdrawl,0.28
50000,plus_child_benefit_withdrawal,0.28
50000,plus_student_loans,0.43
50100,income_tax,0.2
50100,plus_nics,0.28
50100,plus_PA_withdrawl,0.28
50100,plus_child_benefit_withdrawal,0.28
50100,plus_student_loans,0.43
50200,income_tax,0.2
50200,plus_nics,0.28
50200,plus_PA_withdrawl,0.28
50200,plus_child_benefit_withdrawal,0.28
50200,plus_student_loans,0.43
50300,income_tax,0.4
50300,plus_nics,0.42
50300,plus_PA_withdrawl,0.42
50300,plus_child_benefit_withdrawal,0.42
50300,plus_student_loans,0.57
50400,income_tax,0.4
50400,plus_nics,0.42
50400,plus_PA_withdrawl,0.42
50400,plus_child_benefit_withdrawal,0.42
50400,plus_student_loans,0.57
50500,income_tax,0.4
50500,plus_nics,0.42
50500,plus_PA_withdrawl,0.42
50500,plus_child_benefit_withdrawal,0.42
50500,plus_student_loans,0.57
50600,income_tax,0.4
50600,plus_nics,0.42
50600,plus_PA_withdrawl,0.42
50600,plus_child_benefit_withdrawal,0.42
50600,plus_student_loans,0.57
50700,income_tax,0.4
50700,plus_nics,0.42
50700,plus_PA_withdrawl,0.42
50700,plus_child_benefit_withdrawal,0.42
50700,plus_student_loans,0.57
50800,income_tax,0.4
50800,plus_nics,0.42
50800,plus_PA_withdrawl,0.42
50800,plus_child_benefit_withdrawal,0.42
50800,plus_student_loans,0.57
50900,income_tax,0.4
50900,plus_nics,0.42
50900,plus_PA_withdrawl,0.42
50900,plus_child_benefit_withdrawal,0.42
50900,plus_student_loans,0.57
51000,income_tax,0.4
51000,plus_nics,0.42
51000,plus_PA_withdrawl,0.42
51000,plus_child_benefit_withdrawal,0.42
51000,plus_student_loans,0.57
51100,income_tax,0.4
51100,plus_nics,0.42
51100,plus_PA_withdrawl,0.42
51100,plus_child_benefit_withdrawal,0.42
51100,plus_student_loans,0.57
51200,income_tax,0.4
51200,plus_nics,0.42
51200,plus_PA_withdrawl,0.42
51200,plus_child_benefit_withdrawal,0.42
51200,plus_student_loans,0.57
51300,income_tax,0.4
51300,plus_nics,0.42
51300,plus_PA_withdrawl,0.42
51300,plus_child_benefit_withdrawal,0.42
51300,plus_student_loans,0.57
51400,income_tax,0.4
51400,plus_nics,0.42
51400,plus_PA_withdrawl,0.42
51400,plus_child_benefit_withdrawal,0.42
51400,plus_student_loans,0.57
51500,income_tax,0.4
51500,plus_nics,0.42
51500,plus_PA_withdrawl,0.42
51500,plus_child_benefit_withdrawal,0.42
51500,plus_student_loans,0.57
51600,income_tax,0.4
51600,plus_nics,0.42
51600,plus_PA_withdrawl,0.42
51600,plus_child_benefit_withdrawal,0.42
51600,plus_student_loans,0.57
51700,income_tax,0.4
51700,plus_nics,0.42
51700,plus_PA_withdrawl,0.42
51700,plus_child_benefit_withdrawal,0.42
51700,plus_student_loans,0.57
51800,income_tax,0.4
51800,plus_nics,0.42
51800,plus_PA_withdrawl,0.42
51800,plus_child_benefit_withdrawal,0.42
51800,plus_student_loans,0.57
51900,income_tax,0.4
51900,plus_nics,0.42
51900,plus_PA_withdrawl,0.42
51900,plus_child_benefit_withdrawal,0.42
51900,plus_student_loans,0.57
52000,income_tax,0.4
52000,plus_nics,0.42
52000,plus_PA_withdrawl,0.42
52000,plus_child_benefit_withdrawal,0.42
52000,plus_student_loans,0.57
52100,income_tax,0.4
52100,plus_nics,0.42
52100,plus_PA_withdrawl,0.42
52100,plus_child_benefit_withdrawal,0.42
52100,plus_student_loans,0.57
52200,income_tax,0.4
52200,plus_nics,0.42
52200,plus_PA_withdrawl,0.42
52200,plus_child_benefit_withdrawal,0.42
52200,plus_student_loans,0.57
52300,income_tax,0.4
52300,plus_nics,0.42
52300,plus_PA_withdrawl,0.42
52300,plus_child_benefit_withdrawal,0.42
52300,plus_student_loans,0.57
52400,income_tax,0.4
52400,plus_nics,0.42
52400,plus_PA_withdrawl,0.42
52400,plus_child_benefit_withdrawal,0.42
52400,plus_student_loans,0.57
52500,income_tax,0.4
52500,plus_nics,0.42
52500,plus_PA_withdrawl,0.42
52500,plus_child_benefit_withdrawal,0.42
52500,plus_student_loans,0.57
52600,income_tax,0.4
52600,plus_nics,0.42
52600,plus_PA_withdrawl,0.42
52600,plus_child_benefit_withdrawal,0.42
52600,plus_student_loans,0.57
52700,income_tax,0.4
52700,plus_nics,0.42
52700,plus_PA_withdrawl,0.42
52700,plus_child_benefit_withdrawal,0.42
52700,plus_student_loans,0.57
52800,income_tax,0.4
52800,plus_nics,0.42
52800,plus_PA_withdrawl,0.42
52800,plus_child_benefit_withdrawal,0.42
52800,plus_student_loans,0.57
52900,income_tax,0.4
52900,plus_nics,0.42
52900,plus_PA_withdrawl,0.42
52900,plus_child_benefit_withdrawal,0.42
52900,plus_student_loans,0.57
53000,income_tax,0.4
53000,plus_nics,0.42
53000,plus_PA_withdrawl,0.42
53000,plus_child_benefit_withdrawal,0.42
53000,plus_student_loans,0.57
53100,income_tax,0.4
53100,plus_nics,0.42
53100,plus_PA_withdrawl,0.42
53100,plus_child_benefit_withdrawal,0.42
53100,plus_student_loans,0.57
53200,income_tax,0.4
53200,plus_nics,0.42
53200,plus_PA_withdrawl,0.42
53200,plus_child_benefit_withdrawal,0.42
53200,plus_student_loans,0.57
53300,income_tax,0.4
53300,plus_nics,0.42
53300,plus_PA_withdrawl,0.42
53300,plus_child_benefit_withdrawal,0.42
53300,plus_student_loans,0.57
53400,income_tax,0.4
53400,plus_nics,0.42
53400,plus_PA_withdrawl,0.42
53400,plus_child_benefit_withdrawal,0.42
53400,plus_student_loans,0.57
53500,income_tax,0.4
53500,plus_nics,0.42
53500,plus_PA_withdrawl,0.42
53500,plus_child_benefit_withdrawal,0.42
53500,plus_student_loans,0.57
53600,income_tax,0.4
53600,plus_nics,0.42
53600,plus_PA_withdrawl,0.42
53600,plus_child_benefit_withdrawal,0.42
53600,plus_student_loans,0.57
53700,income_tax,0.4
53700,plus_nics,0.42
53700,plus_PA_withdrawl,0.42
53700,plus_child_benefit_withdrawal,0.42
53700,plus_student_loans,0.57
53800,income_tax,0.4
53800,plus_nics,0.42
53800,plus_PA_withdrawl,0.42
53800,plus_child_benefit_withdrawal,0.42
53800,plus_student_loans,0.57
53900,income_tax,0.4
53900,plus_nics,0.42
53900,plus_PA_withdrawl,0.42
53900,plus_child_benefit_withdrawal,0.42
53900,plus_student_loans,0.57
54000,income_tax,0.4
54000,plus_nics,0.42
54000,plus_PA_withdrawl,0.42
54000,plus_child_benefit_withdrawal,0.42
54000,plus_student_loans,0.57
54100,income_tax,0.4
54100,plus_nics,0.42
54100,plus_PA_withdrawl,0.42
54100,plus_child_benefit_withdrawal,0.42
54100,plus_student_loans,0.57
54200,income_tax,0.4
54200,plus_nics,0.42
54200,plus_PA_withdrawl,0.42
54200,plus_child_benefit_withdrawal,0.42
54200,plus_student_loans,0.57
54300,income_tax,0.4
54300,plus_nics,0.42
54300,plus_PA_withdrawl,0.42
54300,plus_child_benefit_withdrawal,0.42
54300,plus_student_loans,0.57
54400,income_tax,0.4
54400,plus_nics,0.42
54400,plus_PA_withdrawl,0.42
54400,plus_child_benefit_withdrawal,0.42
54400,plus_student_loans,0.57
54500,income_tax,0.4
54500,plus_nics,0.42
54500,plus_PA_withdrawl,0.42
54500,plus_child_benefit_withdrawal,0.42
54500,plus_student_loans,0.57
54600,income_tax,0.4
54600,plus_nics,0.42
54600,plus_PA_withdrawl,0.42
54600,plus_child_benefit_withdrawal,0.42
54600,plus_student_loans,0.57
54700,income_tax,0.4
54700,plus_nics,0.42
54700,plus_PA_withdrawl,0.42
54700,plus_child_benefit_withdrawal,0.42
54700,plus_student_loans,0.57
54800,income_tax,0.4
54800,plus_nics,0.42
54800,plus_PA_withdrawl,0.42
54800,plus_child_benefit_withdrawal,0.42
54800,plus_student_loans,0.57
54900,income_tax,0.4
54900,plus_nics,0.42
54900,plus_PA_withdrawl,0.42
54900,plus_child_benefit_withdrawal,0.42
54900,plus_student_loans,0.57
55000,income_tax,0.4
55000,plus_nics,0.42
55000,plus_PA_withdrawl,0.42
55000,plus_child_benefit_withdrawal,0.42
55000,plus_student_loans,0.57
55100,income_tax,0.4
55100,plus_nics,0.42
55100,plus_PA_withdrawl,0.42
55100,plus_child_benefit_withdrawal,0.42
55100,plus_student_loans,0.57
55200,income_tax,0.4
55200,plus_nics,0.42
55200,plus_PA_withdrawl,0.42
55200,plus_child_benefit_withdrawal,0.42
55200,plus_student_loans,0.57
55300,income_tax,0.4
55300,plus_nics,0.42
55300,plus_PA_withdrawl,0.42
55300,plus_child_benefit_withdrawal,0.42
55300,plus_student_loans,0.57
55400,income_tax,0.4
55400,plus_nics,0.42
55400,plus_PA_withdrawl,0.42
55400,plus_child_benefit_withdrawal,0.42
55400,plus_student_loans,0.57
55500,income_tax,0.4
55500,plus_nics,0.42
55500,plus_PA_withdrawl,0.42
55500,plus_child_benefit_withdrawal,0.42
55500,plus_student_loans,0.57
55600,income_tax,0.4
55600,plus_nics,0.42
55600,plus_PA_withdrawl,0.42
55600,plus_child_benefit_withdrawal,0.42
55600,plus_student_loans,0.57
55700,income_tax,0.4
55700,plus_nics,0.42
55700,plus_PA_withdrawl,0.42
55700,plus_child_benefit_withdrawal,0.42
55700,plus_student_loans,0.57
55800,income_tax,0.4
55800,plus_nics,0.42
55800,plus_PA_withdrawl,0.42
55800,plus_child_benefit_withdrawal,0.42
55800,plus_student_loans,0.57
55900,income_tax,0.4
55900,plus_nics,0.42
55900,plus_PA_withdrawl,0.42
55900,plus_child_benefit_withdrawal,0.42
55900,plus_student_loans,0.57
56000,income_tax,0.4
56000,plus_nics,0.42
56000,plus_PA_withdrawl,0.42
56000,plus_child_benefit_withdrawal,0.42
56000,plus_student_loans,0.57
56100,income_tax,0.4
56100,plus_nics,0.42
56100,plus_PA_withdrawl,0.42
56100,plus_child_benefit_withdrawal,0.42
56100,plus_student_loans,0.57
56200,income_tax,0.4
56200,plus_nics,0.42
56200,plus_PA_withdrawl,0.42
56200,plus_child_benefit_withdrawal,0.42
56200,plus_student_loans,0.57
56300,income_tax,0.4
56300,plus_nics,0.42
56300,plus_PA_withdrawl,0.42
56300,plus_child_benefit_withdrawal,0.42
56300,plus_student_loans,0.57
56400,income_tax,0.4
56400,plus_nics,0.42
56400,plus_PA_withdrawl,0.42
56400,plus_child_benefit_withdrawal,0.42
56400,plus_student_loans,0.57
56500,income_tax,0.4
56500,plus_nics,0.42
56500,plus_PA_withdrawl,0.42
56500,plus_child_benefit_withdrawal,0.42
56500,plus_student_loans,0.57
56600,income_tax,0.4
56600,plus_nics,0.42
56600,plus_PA_withdrawl,0.42
56600,plus_child_benefit_withdrawal,0.42
56600,plus_student_loans,0.57
56700,income_tax,0.4
56700,plus_nics,0.42
56700,plus_PA_withdrawl,0.42
56700,plus_child_benefit_withdrawal,0.42
56700,plus_student_loans,0.57
56800,income_tax,0.4
56800,plus_nics,0.42
56800,plus_PA_withdrawl,0.42
56800,plus_child_benefit_withdrawal,0.42
56800,plus_student_loans,0.57
56900,income_tax,0.4
56900,plus_nics,0.42
56900,plus_PA_withdrawl,0.42
56900,plus_child_benefit_withdrawal,0.42
56900,plus_student_loans,0.57
57000,income_tax,0.4
57000,plus_nics,0.42
57000,plus_PA_withdrawl,0.42
57000,plus_child_benefit_withdrawal,0.42
57000,plus_student_loans,0.57
57100,income_tax,0.4
57100,plus_nics,0.42
57100,plus_PA_withdrawl,0.42
57100,plus_child_benefit_withdrawal,0.42
57100,plus_student_loans,0.57
57200,income_tax,0.4
57200,plus_nics,0.42
57200,plus_PA_withdrawl,0.42
57200,plus_child_benefit_withdrawal,0.42
57200,plus_student_loans,0.57
57300,income_tax,0.4
57300,plus_nics,0.42
57300,plus_PA_withdrawl,0.42
57300,plus_child_benefit_withdrawal,0.42
57300,plus_student_loans,0.57
57400,income_tax,0.4
57400,plus_nics,0.42
57400,plus_PA_withdrawl,0.42
57400,plus_child_benefit_withdrawal,0.42
57400,plus_student_loans,0.57
57500,income_tax,0.4
57500,plus_nics,0.42
57500,plus_PA_withdrawl,0.42
57500,plus_child_benefit_withdrawal,0.42
57500,plus_student_loans,0.57
57600,income_tax,0.4
57600,plus_nics,0.42
57600,plus_PA_withdrawl,0.42
57600,plus_child_benefit_withdrawal,0.42
57600,plus_student_loans,0.57
57700,income_tax,0.4
57700,plus_nics,0.42
57700,plus_PA_withdrawl,0.42
57700,plus_child_benefit_withdrawal,0.42
57700,plus_student_loans,0.57
57800,income_tax,0.4
57800,plus_nics,0.42
57800,plus_PA_withdrawl,0.42
57800,plus_child_benefit_withdrawal,0.42
57800,plus_student_loans,0.57
57900,income_tax,0.4
57900,plus_nics,0.42
57900,plus_PA_withdrawl,0.42
57900,plus_child_benefit_withdrawal,0.42
57900,plus_student_loans,0.57
58000,income_tax,0.4
58000,plus_nics,0.42
58000,plus_PA_withdrawl,0.42
58000,plus_child_benefit_withdrawal,0.42
58000,plus_student_loans,0.57
58100,income_tax,0.4
58100,plus_nics,0.42
58100,plus_PA_withdrawl,0.42
58100,plus_child_benefit_withdrawal,0.42
58100,plus_student_loans,0.57
58200,income_tax,0.4
58200,plus_nics,0.42
58200,plus_PA_withdrawl,0.42
58200,plus_child_benefit_withdrawal,0.42
58200,plus_student_loans,0.57
58300,income_tax,0.4
58300,plus_nics,0.42
58300,plus_PA_withdrawl,0.42
58300,plus_child_benefit_withdrawal,0.42
58300,plus_student_loans,0.57
58400,income_tax,0.4
58400,plus_nics,0.42
58400,plus_PA_withdrawl,0.42
58400,plus_child_benefit_withdrawal,0.42
58400,plus_student_loans,0.57
58500,income_tax,0.4
58500,plus_nics,0.42
58500,plus_PA_withdrawl,0.42
58500,plus_child_benefit_withdrawal,0.42
58500,plus_student_loans,0.57
58600,income_tax,0.4
58600,plus_nics,0.42
58600,plus_PA_withdrawl,0.42
58600,plus_child_benefit_withdrawal,0.42
58600,plus_student_loans,0.57
58700,income_tax,0.4
58700,plus_nics,0.42
58700,plus_PA_withdrawl,0.42
58700,plus_child_benefit_withdrawal,0.42
58700,plus_student_loans,0.57
58800,income_tax,0.4
58800,plus_nics,0.42
58800,plus_PA_withdrawl,0.42
58800,plus_child_benefit_withdrawal,0.42
58800,plus_student_loans,0.57
58900,income_tax,0.4
58900,plus_nics,0.42
58900,plus_PA_withdrawl,0.42
58900,plus_child_benefit_withdrawal,0.42
58900,plus_student_loans,0.57
59000,income_tax,0.4
59000,plus_nics,0.42
59000,plus_PA_withdrawl,0.42
59000,plus_child_benefit_withdrawal,0.42
59000,plus_student_loans,0.57
59100,income_tax,0.4
59100,plus_nics,0.42
59100,plus_PA_withdrawl,0.42
59100,plus_child_benefit_withdrawal,0.42
59100,plus_student_loans,0.57
59200,income_tax,0.4
59200,plus_nics,0.42
59200,plus_PA_withdrawl,0.42
59200,plus_child_benefit_withdrawal,0.42
59200,plus_student_loans,0.57
59300,income_tax,0.4
59300,plus_nics,0.42
59300,plus_PA_withdrawl,0.42
59300,plus_child_benefit_withdrawal,0.42
59300,plus_student_loans,0.57
59400,income_tax,0.4
59400,plus_nics,0.42
59400,plus_PA_withdrawl,0.42
59400,plus_child_benefit_withdrawal,0.42
59400,plus_student_loans,0.57
59500,income_tax,0.4
59500,plus_nics,0.42
59500,plus_PA_withdrawl,0.42
59500,plus_child_benefit_withdrawal,0.42
59500,plus_student_loans,0.57
59600,income_tax,0.4
59600,plus_nics,0.42
59600,plus_PA_withdrawl,0.42
59600,plus_child_benefit_withdrawal,0.42
59600,plus_student_loans,0.57
59700,income_tax,0.4
59700,plus_nics,0.42
59700,plus_PA_withdrawl,0.42
59700,plus_child_benefit_withdrawal,0.42
59700,plus_student_loans,0.57
59800,income_tax,0.4
59800,plus_nics,0.42
59800,plus_PA_withdrawl,0.42
59800,plus_child_benefit_withdrawal,0.42
59800,plus_student_loans,0.57
59900,income_tax,0.4
59900,plus_nics,0.42
59900,plus_PA_withdrawl,0.42
59900,plus_child_benefit_withdrawal,0.42
59900,plus_student_loans,0.57
60000,income_tax,0.4
60000,plus_nics,0.42
60000,plus_PA_withdrawl,0.42
60000,plus_child_benefit_withdrawal,0.42
60000,plus_student_loans,0.57
60100,income_tax,0.4
60100,plus_nics,0.42
60100,plus_PA_withdrawl,0.42
60100,plus_child_benefit_withdrawal,0.5325799999999999
60100,plus_student_loans,0.68258
60200,income_tax,0.4
60200,plus_nics,0.42
60200,plus_PA_withdrawl,0.42
60200,plus_child_benefit_withdrawal,0.5325799999999999
60200,plus_student_loans,0.68258
60300,income_tax,0.4
60300,plus_nics,0.42
60300,plus_PA_withdrawl,0.42
60300,plus_child_benefit_withdrawal,0.5325799999999999
60300,plus_student_loans,0.68258
60400,income_tax,0.4
60400,plus_nics,0.42
60400,plus_PA_withdrawl,0.42
