Date,RegionName,AreaCode,AveragePrice,Index,IndexSA,1m%Change,12m%Change,AveragePriceSA,SalesVolume,DetachedPrice,DetachedIndex,Detached1m%Change,Detached12m%Change,SemiDetachedPrice,SemiDetachedIndex,SemiDetached1m%Change,SemiDetached12m%Change,TerracedPrice,TerracedIndex,Terraced1m%Change,Terraced12m%Change,FlatPrice,FlatIndex,Flat1m%Change,Flat12m%Change,CashPrice,CashIndex,Cash1m%Change,Cash12m%Change,CashSalesVolume,MortgagePrice,MortgageIndex,Mortgage1m%Change,Mortgage12m%Change,MortgageSalesVolume,FTBPrice,FTBIndex,FTB1m%Change,FTB12m%Change,FOOPrice,FOOIndex,FOO1m%Change,FOO12m%Change,NewPrice,NewIndex,New1m%Change,New12m%Change,NewSalesVolume,OldPrice,OldIndex,Old1m%Change,Old12m%Change,OldSalesVolume
1995-01-01,Outer London,E13000002,72958.79836,20.92468408,,,,,4616.0,160329.9602,22.3033023,,,94802.27143,21.06501733,,,70087.65516,20.04075173,,,58266.86811,21.76475099,,,,,,,,,,,,,,,,,,,,,70923.52747,20.62996783,,,343.0,72865.04024,20.871492,,,4273.0
1995-02-01,Outer London,E13000002,72937.88262,20.91868542,,-0.028667888,,,4290.0,158421.6372,22.03783786,-1.190247276,,94962.94768,21.10071951,0.169485655,,70208.09588,20.07519035,0.171842984,,58156.97962,21.72370372,-0.188595152,,,,,,,,,,,,,,,,,,,,71291.19,20.73691212,0.518392905,,376.0,72802.75955,20.85365229,-0.085474024,,3914.0
1995-03-01,Outer London,E13000002,72714.53478,20.85462895,,-0.306216506,,,5996.0,157311.6827,21.88343345,-0.700633177,,94634.43047,21.02772315,-0.345942516,,70130.0539,20.05287516,-0.11115809,,57904.89763,21.62954212,-0.433450972,,,,,,,,,,,,,,,,,,,,71348.91187,20.75370204,0.080966344,,508.0,72550.52678,20.78140263,-0.346460453,,5488.0
1995-04-01,Outer London,E13000002,72591.92469,20.81946421,,-0.168618406,,,4927.0,155855.1392,21.68081549,-0.925896581,,94434.43074,20.98328331,-0.211339284,,70139.84905,20.05567597,0.013967127,,57843.24193,21.60651152,-0.106477509,,,,,,,,,,,,,,,,,,,,71193.40642,20.7084692,-0.217950701,,404.0,72431.97518,20.74744466,-0.163405574,,4523.0
1995-05-01,Outer London,E13000002,72752.99414,20.86565915,,0.221883422,,,5813.0,156242.3946,21.73468612,0.248471406,,94565.29742,21.01236182,0.13857941,,70304.02062,20.10261892,0.23406319,,58027.20818,21.67522946,0.318042757,,,,,,,,,,,,,,,,,,,,71288.80775,20.73621918,0.134003046,,606.0,72599.33332,20.7953828,0.231055613,,5207.0
1995-06-01,Outer London,E13000002,73189.39978,20.99082089,,0.599845605,,,6320.0,156994.757,21.83934632,0.481535376,,95065.08045,21.12341336,0.528505743,,70616.13932,20.19186564,0.443955685,,58643.58126,21.90546677,1.062213927,,,,,,,,,,,,,,,,,,,,71560.26394,20.81517933,0.380783741,,766.0,73051.32225,20.92485069,0.622580005,,5554.0
1995-07-01,Outer London,E13000002,73665.90517,21.12748329,,0.65105793,,,5952.0,158507.7598,22.04981826,0.963728216,,95774.27339,21.28099568,0.746007834,,71091.56129,20.32780704,0.673248316,,58832.01821,21.97585468,0.32132579,,,,,,,,,,,,,,,,,,,,72049.60588,20.95751727,0.683817968,,423.0,73524.4079,21.06036154,0.647607232,,5529.0
1995-08-01,Outer London,E13000002,73691.12888,21.13471749,,0.034240686,,,6291.0,159209.7027,22.14746467,0.442844498,,95909.72287,21.31109248,0.141425741,,71129.60915,20.33868638,0.05351953,,58624.92988,21.89849982,-0.351999369,,,,,,,,,,,,,,,,,,,,71970.79827,20.934594,-0.109379665,,447.0,73560.61425,21.0707325,0.049243988,,5844.0
1995-09-01,Outer London,E13000002,73454.44292,21.06683563,,-0.321186502,,,5857.0,159614.146,22.20372628,0.25403183,,95686.55051,21.2615037,-0.232690028,,70927.13963,20.28079257,-0.284648719,,58160.32411,21.72495301,-0.792505457,,,,,,,,,,,,,,,,,,,,71299.75109,20.73940234,-0.932388119,,534.0,73371.49377,21.01656076,-0.257094753,,5323.0
1995-10-01,Outer London,E13000002,72971.6484,20.92836949,,-0.657270679,,,5444.0,159179.8934,22.14331794,-0.272063983,,95184.9658,21.15005183,-0.524195619,,70208.16932,20.07521135,-1.013674486,,57950.13856,21.64644122,-0.361389929,,,,,,,,,,,,,,,,,,,,71353.41438,20.75501171,0.075264336,,484.0,72833.84223,20.86255563,-0.732779877,,4960.0
1995-11-01,Outer London,E13000002,72622.86163,20.82833697,,-0.477975732,,,5831.0,158023.4221,21.98244264,-0.726518482,,94613.0629,21.02297529,-0.600833229,,69765.76418,19.94871074,-0.630133419,,58018.48695,21.67197178,0.117943451,,,,,,,,,,,,,,,,,,,,71302.11468,20.74008985,-0.071895225,,549.0,72454.96224,20.75402909,-0.520197722,,5282.0
1995-12-01,Outer London,E13000002,72691.48884,20.84801934,,0.094498076,,,5693.0,157734.4973,21.94225068,-0.18283666,,94791.84705,21.06270104,0.188963498,,69748.11236,19.94366341,-0.025301541,,58190.55783,21.73624638,0.296579389,,,,,,,,,,,,,,,,,,,,72181.90909,20.99600112,1.233896655,,690.0,72437.10185,20.74891315,-0.024650338,,5003.0
