Date,RegionName,AreaCode,AveragePrice,Index,IndexSA,1m%Change,12m%Change,AveragePriceSA,SalesVolume,DetachedPrice,DetachedIndex,Detached1m%Change,Detached12m%Change,SemiDetachedPrice,SemiDetachedIndex,SemiDetached1m%Change,SemiDetached12m%Change,TerracedPrice,TerracedIndex,Terraced1m%Change,Terraced12m%Change,FlatPrice,FlatIndex,Flat1m%Change,Flat12m%Change,CashPrice,CashIndex,Cash1m%Change,Cash12m%Change,CashSalesVolume,MortgagePrice,MortgageIndex,Mortgage1m%Change,Mortgage12m%Change,MortgageSalesVolume,FTBPrice,FTBIndex,FTB1m%Change,FTB12m%Change,FOOPrice,FOOIndex,FOO1m%Change,FOO12m%Change,NewPrice,NewIndex,New1m%Change,New12m%Change,NewSalesVolume,OldPrice,OldIndex,Old1m%Change,Old12m%Change,OldSalesVolume
1995-01-01,England and Wales,K04000001,52623.158,26.44007453,26.63423,,,53009.58689,49630.0,84845.80037,28.44447267,,,50884.86508,27.60249346,,,40912.5343,25.51780997,,,44934.86859,23.91127631,,,,,,,,,,,,,,,,,,,,,64273.52963,26.72408867,,,5533.0,51848.30164,26.42279237,,,44097.0
1995-02-01,England and Wales,K04000001,52481.96248,26.369132,26.61621,-0.268314417,,52973.72072,50028.0,83402.5387,27.96062059,-1.701040792,,51348.00165,27.85372187,0.910165658,,41026.4656,25.58887077,0.2784753,,44027.1107,23.42822939,-2.020163666,,,,,,,,,,,,,,,,,,,,64634.59134,26.87421338,0.561758023,,6620.0,51641.78354,26.31754717,-0.398312186,,43408.0
1995-03-01,England and Wales,K04000001,52545.64496,26.40112873,26.56096,0.121341641,,52863.75897,70158.0,83066.20615,27.84786543,-0.403264157,,51129.28852,27.73508095,-0.425942812,,41227.04059,25.71397264,0.488891713,,44776.90466,23.82721867,1.70302787,,,,,,,,,,,,,,,,,,,,64856.46166,26.96646414,0.343268693,,9895.0,51686.43464,26.34030214,0.086463132,,60263.0
1995-04-01,England and Wales,K04000001,52950.9962,26.60479415,26.48197,0.77142691,,52706.5356,59413.0,84118.34096,28.20059261,1.26662196,,51375.80522,27.86880392,0.482143804,,41388.7961,25.81486217,0.392352948,,45505.51067,24.21493315,1.627191546,,,,,,,,,,,,,,,,,,,,64483.81018,26.81152056,-0.574578796,,7859.0,52195.49033,26.59972574,0.98489226,,51554.0
1995-05-01,England and Wales,K04000001,53031.88727,26.6454372,26.39754,0.152765902,,52538.50479,66877.0,83792.22219,28.0912616,-0.387690453,,51695.67322,28.04231631,0.622604352,,41467.65275,25.86404634,0.190526562,,45455.29075,24.18820953,-0.110360083,,,,,,,,,,,,,,,,,,,,64827.04679,26.95423383,0.53228338,,9253.0,52244.12311,26.62450985,0.093174283,,57624.0
1995-06-01,England and Wales,K04000001,53146.52602,26.7030365,26.37133,0.21616947,,52486.33371,75815.0,84135.83952,28.20645898,0.41008261,,51745.26389,28.06921676,0.095928082,,41384.28947,25.81205131,-0.201032068,,46068.19083,24.5143532,1.348358057,,,,,,,,,,,,,,,,,,,,65257.51166,27.13321546,0.664020493,,12589.0,52320.33459,26.66334854,0.145875703,,63226.0
1995-07-01,England and Wales,K04000001,53305.64299,26.78298352,26.28649,0.299392987,,52317.47379,66940.0,85573.28112,28.68835989,1.708477163,,51677.8795,28.0326641,-0.130223294,,41526.80976,25.90094352,0.344382586,,45346.39368,24.13026193,-1.566801594,,,,,,,,,,,,,,,,,,,,64902.62089,26.98565655,-0.543831294,,7852.0,52546.74312,26.77873024,0.432735251,,59088.0
1995-08-01,England and Wales,K04000001,52998.82886,26.62882727,26.06174,-0.575575324,,51870.17444,72267.0,85124.26196,28.53782665,-0.524718875,,51460.50024,27.91474673,-0.420642763,,41275.78136,25.74437305,-0.604497191,,44881.0308,23.8826275,-1.026240109,,,,,,,,,,,,,,,,,,,,64673.63829,26.89044859,-0.352809481,,8737.0,52225.9005,26.61522329,-0.610585174,,63530.0
1995-09-01,England and Wales,K04000001,52723.78028,26.49063137,26.12326,-0.51897106,,51992.5991,70442.0,84124.24411,28.20257163,-1.174774186,,51230.15599,27.7897965,-0.447613701,,41190.34234,25.69108334,-0.206995534,,44779.60531,23.82865576,-0.225987437,,,,,,,,,,,,,,,,,,,,63581.81735,26.4364838,-1.688200902,,9326.0,52051.61495,26.52640435,-0.333714781,,61116.0
1995-10-01,England and Wales,K04000001,52245.78621,26.25046716,26.08508,-0.906600534,,51916.62286,64000.0,84271.96325,28.25209433,0.175596403,,50956.42425,27.64131072,-0.53431761,,40259.37395,25.11042329,-2.260161798,,44653.75481,23.7616867,-0.281044237,,,,,,,,,,,,,,,,,,,,64669.86775,26.88888085,1.711260299,,8084.0,51368.50215,26.17827824,-1.31237581,,55916.0
