,DATE,Under,Total,underpct,cont
56,1960-01-01,2507,68962,0.036353354,US
57,1960-02-01,2565,68949,0.03720141,US
58,1960-03-01,2405,68399,0.035161333,US
59,1960-04-01,2769,69579,0.03979649,US
60,1960-05-01,2733,69626,0.039252578,US
61,1960-06-01,2904,69934,0.041524866,US
62,1960-07-01,2830,69745,0.040576385,US
63,1960-08-01,2933,69841,0.04199539,US
64,1960-09-01,3071,70151,0.043776995,US
65,1960-10-01,3069,69884,0.043915632,US
66,1960-11-01,3119,70439,0.044279447,US
67,1960-12-01,3305,70395,0.046949357,US
68,1961-01-01,3428,70447,0.048660695,US
69,1961-02-01,3561,70420,0.05056802,US
70,1961-03-01,3325,70703,0.047027707,US
71,1961-04-01,3295,70267,0.046892567,US
72,1961-05-01,3269,70452,0.046400386,US
73,1961-06-01,3151,70878,0.044456672,US
74,1961-07-01,3035,70536,0.043027674,US
75,1961-08-01,3152,70534,0.044687668,US
76,1961-09-01,2976,70217,0.042382899,US
77,1961-10-01,2913,70492,0.041323838,US
78,1961-11-01,2875,70376,0.040851995,US
79,1961-12-01,2645,70077,0.037744196,US
80,1962-01-01,2392,70189,0.034079414,US
81,1962-02-01,2631,70409,0.037367382,US
82,1962-03-01,2783,70414,0.03952339,US
83,1962-04-01,2596,70278,0.036939014,US
84,1962-05-01,2756,70551,0.03906394,US
85,1962-06-01,2683,70514,0.038049182,US
86,1962-07-01,2759,70302,0.039244972,US
87,1962-08-01,2626,70981,0.036995816,US
88,1962-09-01,2675,71153,0.037595042,US
89,1962-10-01,2704,70917,0.03812908,US
90,1962-11-01,2714,70871,0.03829493,US
91,1962-12-01,2575,70854,0.036342338,US
92,1963-01-01,2613,71146,0.036727293,US
93,1963-02-01,2560,71262,0.035923774,US
94,1963-03-01,2645,71423,0.037032889,US
95,1963-04-01,2644,71697,0.036877415,US
96,1963-05-01,2571,71832,0.035791848,US
97,1963-06-01,2627,71626,0.036676626,US
98,1963-07-01,2482,71956,0.034493301,US
99,1963-08-01,2740,71786,0.038169002,US
100,1963-09-01,2723,72131,0.037750759,US
101,1963-10-01,2647,72281,0.036620965,US
102,1963-11-01,2623,72418,0.036220277,US
103,1963-12-01,2580,72188,0.035740012,US
104,1964-01-01,2428,72356,0.033556305,US
105,1964-02-01,2567,72683,0.03531775,US
106,1964-03-01,2467,72713,0.033927908,US
107,1964-04-01,2562,73274,0.034964653,US
108,1964-05-01,2539,73395,0.034593637,US
109,1964-06-01,2484,73032,0.034012488,US
110,1964-07-01,2369,73007,0.032448943,US
111,1964-08-01,2369,73118,0.032399683,US
112,1964-09-01,2455,73290,0.033497066,US
113,1964-10-01,2435,73308,0.03321602,US
114,1964-11-01,2367,73286,0.03229812,US
115,1964-12-01,2462,73465,0.033512557,US
116,1965-01-01,2383,73569,0.03239136,US
117,1965-02-01,2304,73857,0.031195418,US
118,1965-03-01,2296,73949,0.031048425,US
119,1965-04-01,2230,74228,0.030042572,US
120,1965-05-01,2258,74466,0.030322563,US
121,1965-06-01,2170,74412,0.029161963,US
122,1965-07-01,2289,74761,0.030617568,US
123,1965-08-01,2259,74616,0.030275008,US
124,1965-09-01,2019,74502,0.027099944,US
125,1965-10-01,2168,74838,0.02896924,US
126,1965-11-01,2077,74797,0.027768493,US
127,1965-12-01,2037,75093,0.027126363,US
128,1966-01-01,2081,75186,0.027678025,US
129,1966-02-01,1884,74954,0.025135416,US
130,1966-03-01,1905,75075,0.025374625,US
131,1966-04-01,1908,75338,0.025325865,US
132,1966-05-01,1923,75447,0.025488091,US
133,1966-06-01,2185,75647,0.028884159,US
134,1966-07-01,2128,75736,0.028097602,US
135,1966-08-01,1942,76046,0.025537175,US
136,1966-09-01,1856,76056,0.024403071,US
137,1966-10-01,1857,76199,0.024370399,US
138,1966-11-01,1738,76610,0.022686333,US
139,1966-12-01,2007,76641,0.026187028,US
140,1967-01-01,2182,76639,0.028471144,US
141,1967-02-01,2322,76521,0.030344611,US
142,1967-03-01,2308,76328,0.030237921,US
143,1967-04-01,2374,76777,0.030920718,US
144,1967-05-01,1835,76773,0.023901632,US
145,1967-06-01,2095,77270,0.027112722,US
146,1967-07-01,2062,77464,0.026618816,US
147,1967-08-01,2069,77712,0.026623945,US
148,1967-09-01,2233,77812,0.028697373,US
149,1967-10-01,2180,78194,0.027879377,US
150,1967-11-01,2227,78191,0.028481539,US
151,1967-12-01,2124,78491,0.027060427,US
152,1968-01-01,1873,77578,0.024143443,US
153,1968-02-01,2153,78230,0.027521411,US
154,1968-03-01,1983,78256,0.02533991,US
155,1968-04-01,1943,78270,0.024824326,US
156,1968-05-01,1933,78847,0.024515834,US
157,1968-06-01,2052,79120,0.025935288,US
158,1968-07-01,1950,78970,0.024692921,US
159,1968-08-01,1962,78811,0.024895002,US
160,1968-09-01,1946,78858,0.024677268,US
161,1968-10-01,1883,78913,0.023861721,US
162,1968-11-01,1927,79209,0.024328044,US
163,1968-12-01,1988,79463,0.025017933,US
164,1969-01-01,1914,79523,0.024068508,US
165,1969-02-01,1952,80019,0.024394206,US
166,1969-03-01,2044,80079,0.025524794,US
167,1969-04-01,1951,80281,0.024302139,US
168,1969-05-01,1961,80125,0.024474259,US
169,1969-06-01,2092,80696,0.025924457,US
170,1969-07-01,2004,80827,0.024793695,US
171,1969-08-01,2142,81106,0.026409883,US
172,1969-09-01,2190,81290,0.026940583,US
173,1969-10-01,2165,81494,0.026566373,US
174,1969-11-01,2084,81397,0.025602909,US
175,1969-12-01,2122,81624,0.025997256,US
176,1970-01-01,2182,81981,0.026615923,US
177,1970-02-01,2186,82151,0.026609536,US
178,1970-03-01,2236,82498,0.027103687,US
179,1970-04-01,2631,82727,0.031803402,US
180,1970-05-01,2487,82483,0.030151668,US
181,1970-06-01,2353,82484,0.028526745,US
182,1970-07-01,2493,82901,0.030072014,US
183,1970-08-01,2438,82880,0.029416023,US
184,1970-09-01,2425,82954,0.029233069,US
185,1970-10-01,2612,83276,0.03136558,US
186,1970-11-01,2581,83548,0.030892421,US
187,1970-12-01,2760,83670,0.032986734,US
188,1971-01-01,2756,83850,0.032868217,US
189,1971-02-01,2732,83603,0.032678253,US
190,1971-03-01,2747,83575,0.032868681,US
191,1971-04-01,2806,83946,0.03342625,US
192,1971-05-01,2720,84135,0.032328995,US
193,1971-06-01,2431,83706,0.029042124,US
194,1971-07-01,2701,84340,0.032025136,US
195,1971-08-01,2676,84673,0.031603935,US
196,1971-09-01,2636,84731,0.031110219,US
197,1971-10-01,2726,84872,0.032118956,US
198,1971-11-01,2819,85458,0.032986964,US
199,1971-12-01,2606,85625,0.030435036,US
200,1972-01-01,2669,85978,0.031042825,US
201,1972-02-01,2585,86036,0.030045562,US
202,1972-03-01,2637,86611,0.030446479,US
203,1972-04-01,2728,86614,0.031496063,US
204,1972-05-01,2565,86809,0.029547628,US
205,1972-06-01,2805,87006,0.032239156,US
206,1972-07-01,2799,87143,0.032119619,US
207,1972-08-01,2831,87517,0.032348001,US
208,1972-09-01,2678,87392,0.030643537,US
209,1972-10-01,2562,87491,0.029283012,US
210,1972-11-01,2407,87592,0.027479679,US
211,1972-12-01,2366,87943,0.02690379,US
212,1973-01-01,2170,87487,0.024803685,US
213,1973-02-01,2393,88364,0.027081164,US
214,1973-03-01,2369,88846,0.026664115,US
215,1973-04-01,2338,89018,0.026264351,US
216,1973-05-01,2392,88977,0.026883352,US
217,1973-06-01,2744,89548,0.030642784,US
218,1973-07-01,2703,89604,0.030166064,US
219,1973-08-01,2609,89509,0.029147907,US
220,1973-09-01,2644,89838,0.029430753,US
221,1973-10-01,2655,90131,0.029457124,US
222,1973-11-01,2687,90716,0.029619913,US
223,1973-12-01,2846,90890,0.031312576,US
224,1974-01-01,2748,91199,0.030131909,US
225,1974-02-01,2963,91485,0.032387823,US
226,1974-03-01,2720,91453,0.029742053,US
227,1974-04-01,2629,91287,0.028799281,US
228,1974-05-01,2872,91596,0.031355081,US
229,1974-06-01,2784,91868,0.03030435,US
230,1974-07-01,2821,92212,0.030592548,US
231,1974-08-01,2993,92059,0.032511759,US
232,1974-09-01,3184,92488,0.034426088,US
233,1974-10-01,3188,92518,0.034458159,US
234,1974-11-01,3484,92766,0.037556864,US
235,1974-12-01,3583,92780,0.038618237,US
236,1975-01-01,4133,93128,0.044379778,US
237,1975-02-01,3994,92776,0.043049927,US
238,1975-03-01,4087,93165,0.043868406,US
239,1975-04-01,4179,93399,0.04474352,US
240,1975-05-01,3972,93884,0.042307528,US
241,1975-06-01,3774,93575,0.040331285,US
242,1975-07-01,3669,94021,0.039023197,US
243,1975-08-01,3650,94162,0.038762983,US
244,1975-09-01,3566,94202,0.037854823,US
245,1975-10-01,3600,94267,0.038189398,US
246,1975-11-01,3554,94250,0.037708223,US
247,1975-12-01,3544,94409,0.037538794,US
248,1976-01-01,3776,94934,0.039775002,US
249,1976-02-01,3536,94998,0.037221836,US
250,1976-03-01,3507,95215,0.036832432,US
251,1976-04-01,3515,95746,0.036711716,US
252,1976-05-01,3572,95847,0.037267729,US
253,1976-06-01,3462,95885,0.036105752,US
254,1976-07-01,3497,96583,0.0362072,US
255,1976-08-01,3542,96741,0.036613225,US
256,1976-09-01,3670,96553,0.038010212,US
257,1976-10-01,3781,96704,0.039098693,US
258,1976-11-01,3768,97254,0.038743908,US
259,1976-12-01,3728,97348,0.038295599,US
260,1977-01-01,3580,97208,0.036828245,US
261,1977-02-01,3883,97785,0.039709567,US
262,1977-03-01,3596,98115,0.036650869,US
263,1977-04-01,3407,98330,0.034648632,US
264,1977-05-01,3555,98665,0.036031014,US
265,1977-06-01,3648,99093,0.036813902,US
266,1977-07-01,3726,98913,0.037669467,US
267,1977-08-01,3568,99366,0.035907655,US
268,1977-09-01,3610,99453,0.036298553,US
269,1977-10-01,3577,99815,0.035836297,US
270,1977-11-01,3577,100576,0.035565145,US
271,1977-12-01,3501,100491,0.034838941,US
272,1978-01-01,3333,100873,0.033041547,US
273,1978-02-01,3495,100837,0.034659897,US
274,1978-03-01,3524,101092,0.034859336,US
275,1978-04-01,3588,101574,0.035324,US
276,1978-05-01,3533,101896,0.034672607,US
277,1978-06-01,3669,102371,0.035840228,US
278,1978-07-01,3563,102399,0.034795262,US
279,1978-08-01,3603,102511,0.035147448,US
280,1978-09-01,3566,102795,0.034690403,US
281,1978-10-01,3510,103080,0.034051222,US
282,1978-11-01,3428,103562,0.033100944,US
283,1978-12-01,3309,103809,0.031875849,US
284,1979-01-01,3451,104057,0.033164516,US
285,1979-02-01,3486,104502,0.033358213,US
286,1979-03-01,3494,104589,0.033406955,US
287,1979-04-01,3535,104172,0.033934263,US
288,1979-05-01,3532,104171,0.03390579,US
289,1979-06-01,3701,104638,0.03536956,US
290,1979-07-01,3556,105002,0.033866022,US
291,1979-08-01,3627,105096,0.034511304,US
292,1979-09-01,3495,105530,0.033118544,US
293,1979-10-01,3530,105700,0.033396405,US
294,1979-11-01,3692,105812,0.034892073,US
295,1979-12-01,3787,106258,0.035639669,US
296,1980-01-01,3736,106562,0.035059402,US
297,1980-02-01,3765,106697,0.03528684,US
298,1980-03-01,3730,106442,0.035042558,US
299,1980-04-01,4163,106591,0.03905583,US
300,1980-05-01,4700,106929,0.0439544,US
301,1980-06-01,4553,106780,0.042639071,US
302,1980-07-01,4520,107159,0.042180311,US
303,1980-08-01,4619,107105,0.043125904,US
304,1980-09-01,4512,107098,0.042129638,US
305,1980-10-01,4505,107405,0.041944044,US
306,1980-11-01,4497,107568,0.041806113,US
307,1980-12-01,4449,107352,0.041443103,US
308,1981-01-01,4626,108026,0.042823024,US
309,1981-02-01,4493,108242,0.041508841,US
310,1981-03-01,4474,108553,0.04121489,US
311,1981-04-01,4424,108925,0.040615102,US
312,1981-05-01,4532,109222,0.041493472,US
313,1981-06-01,4434,108396,0.040905568,US
314,1981-07-01,4725,108556,0.043525922,US
315,1981-08-01,4713,108725,0.043347896,US
316,1981-09-01,4809,108294,0.044406892,US
317,1981-10-01,5332,109024,0.048906663,US
318,1981-11-01,5204,109236,0.047639972,US
319,1981-12-01,5536,108912,0.050830028,US
320,1982-01-01,5067,109089,0.046448313,US
321,1982-02-01,5737,109467,0.052408488,US
322,1982-03-01,5938,109567,0.05419515,US
323,1982-04-01,6049,109820,0.055081042,US
324,1982-05-01,6112,110451,0.055336756,US
325,1982-06-01,5997,110081,0.054478066,US
326,1982-07-01,6084,110342,0.055137663,US
327,1982-08-01,6221,110514,0.056291511,US
328,1982-09-01,6705,110721,0.060557618,US
329,1982-10-01,6857,110744,0.061917576,US
330,1982-11-01,6704,111050,0.060369203,US
331,1982-12-01,6657,111083,0.059928162,US
332,1983-01-01,6733,110695,0.060824789,US
333,1983-02-01,6570,110634,0.059384999,US
334,1983-03-01,6448,110587,0.058307034,US
335,1983-04-01,6300,110828,0.056844841,US
336,1983-05-01,6229,110796,0.056220441,US
337,1983-06-01,6240,111879,0.055774542,US
338,1983-07-01,6182,111756,0.05531694,US
339,1983-08-01,6248,112231,0.055670893,US
340,1983-09-01,6196,112298,0.055174625,US
341,1983-10-01,6009,111926,0.053687258,US
342,1983-11-01,6141,112228,0.054718965,US
343,1983-12-01,5882,112327,0.05236497,US
344,1984-01-01,5934,112209,0.052883459,US
345,1984-02-01,5904,112615,0.052426409,US
346,1984-03-01,5665,112713,0.050260396,US
347,1984-04-01,5761,113098,0.050938124,US
348,1984-05-01,5566,113649,0.048975354,US
349,1984-06-01,5884,113817,0.051697022,US
350,1984-07-01,5744,113972,0.050398343,US
351,1984-08-01,5589,113682,0.049163456,US
352,1984-09-01,5728,113857,0.050308721,US
353,1984-10-01,5710,114019,0.050079373,US
354,1984-11-01,5626,114170,0.049277393,US
355,1984-12-01,5797,114581,0.05059303,US
356,1985-01-01,5629,114725,0.049065156,US
357,1985-02-01,5273,114876,0.045901668,US
358,1985-03-01,5718,115328,0.049580327,US
359,1985-04-01,5629,115331,0.048807346,US
360,1985-05-01,5828,115234,0.050575351,US
361,1985-06-01,5618,114965,0.048867046,US
362,1985-07-01,5583,115320,0.048413111,US
363,1985-08-01,5750,115291,0.049873798,US
364,1985-09-01,5602,115905,0.048332686,US
365,1985-10-01,5459,116145,0.047001593,US
366,1985-11-01,5494,116135,0.047307013,US
367,1985-12-01,5512,116354,0.047372673,US
368,1986-01-01,5541,116682,0.047488044,US
369,1986-02-01,5258,116882,0.044985541,US
370,1986-03-01,5555,117220,0.047389524,US
371,1986-04-01,5825,117316,0.049652221,US
372,1986-05-01,5908,117528,0.050268872,US
373,1986-06-01,5628,118084,0.047660987,US
374,1986-07-01,5415,118129,0.045839718,US
375,1986-08-01,5521,118150,0.046728735,US
376,1986-09-01,5615,118395,0.047425989,US
377,1986-10-01,5769,118516,0.048676972,US
378,1986-11-01,5512,118634,0.046462228,US
379,1986-12-01,5613,118611,0.047322761,US
380,1987-01-01,5482,118845,0.046127309,US
381,1987-02-01,5569,119122,0.04675039,US
382,1987-03-01,5436,119270,0.045577262,US
383,1987-04-01,5350,119336,0.0448314,US
384,1987-05-01,5386,120008,0.044880341,US
385,1987-06-01,5242,119644,0.043813313,US
386,1987-07-01,5493,119902,0.045812413,US
387,1987-08-01,5334,120318,0.044332519,US
388,1987-09-01,5309,120011,0.044237612,US
389,1987-10-01,5455,120509,0.045266329,US
390,1987-11-01,5527,120540,0.045851999,US
391,1987-12-01,5279,120729,0.043726031,US
392,1988-01-01,5297,120969,0.043788078,US
393,1988-02-01,5316,121156,0.043877315,US
394,1988-03-01,5278,120913,0.04365122,US
395,1988-04-01,5137,121251,0.042366661,US
396,1988-05-01,4917,121071,0.040612533,US
397,1988-06-01,5294,121473,0.043581701,US
398,1988-07-01,5460,121665,0.044877327,US
399,1988-08-01,5259,122125,0.043062436,US
400,1988-09-01,5085,121960,0.041693998,US
401,1988-10-01,5005,122206,0.040955436,US
402,1988-11-01,5033,122637,0.041039817,US
403,1988-12-01,5369,122622,0.043784965,US
404,1989-01-01,5055,123390,0.040967664,US
405,1989-02-01,4902,123135,0.039809965,US
406,1989-03-01,4871,123227,0.039528675,US
407,1989-04-01,5048,123565,0.040852992,US
408,1989-05-01,4897,123474,0.039660171,US
409,1989-06-01,4969,123995,0.040074197,US
410,1989-07-01,4924,123967,0.039720248,US
411,1989-08-01,4888,124166,0.039366654,US
412,1989-09-01,4825,123944,0.038928871,US
413,1989-10-01,4743,124211,0.038185024,US
414,1989-11-01,4800,124637,0.038511838,US
415,1989-12-01,4817,124497,0.038691695,US
416,1990-01-01,4856,125833,0.038590831,US
417,1990-02-01,4809,125710,0.038254713,US
418,1990-03-01,4856,125801,0.038600647,US
419,1990-04-01,4941,125649,0.039323831,US
420,1990-05-01,4988,125893,0.039620948,US
421,1990-06-01,5364,125573,0.042716189,US
422,1990-07-01,5276,125732,0.041962269,US
423,1990-08-01,5365,125990,0.042582745,US
424,1990-09-01,5364,125892,0.04260795,US
425,1990-10-01,5474,125995,0.043446168,US
426,1990-11-01,5492,126070,0.0435631,US
427,1990-12-01,5699,126142,0.045179242,US
428,1991-01-01,5465,125955,0.043388512,US
429,1991-02-01,5971,126020,0.047381368,US
430,1991-03-01,6062,126238,0.048020406,US
431,1991-04-01,6263,126548,0.049491102,US
432,1991-05-01,6052,126176,0.047964748,US
433,1991-06-01,6106,126331,0.048333347,US
434,1991-07-01,6151,126154,0.048757867,US
435,1991-08-01,6180,126150,0.048989298,US
436,1991-09-01,6437,126650,0.050825109,US
437,1991-10-01,6385,126642,0.050417713,US
438,1991-11-01,6495,126701,0.051262421,US
439,1991-12-01,6455,126664,0.050961599,US
440,1992-01-01,6593,127261,0.051806916,US
441,1992-02-01,6551,127207,0.051498738,US
442,1992-03-01,6531,127604,0.051181781,US
443,1992-04-01,6492,127841,0.050781831,US
444,1992-05-01,6550,128119,0.051124345,US
445,1992-06-01,6462,128459,0.050303988,US
446,1992-07-01,6509,128563,0.050628875,US
447,1992-08-01,6485,128613,0.050422586,US
448,1992-09-01,6410,128501,0.04988288,US
449,1992-10-01,6575,128026,0.051356756,US
450,1992-11-01,6628,128441,0.05160346,US
451,1992-12-01,6458,128554,0.050235699,US
452,1993-01-01,6196,128400,0.048255452,US
453,1993-02-01,6627,128458,0.051588846,US
454,1993-03-01,6318,128598,0.049129846,US
455,1993-04-01,6586,128584,0.051219436,US
456,1993-05-01,6543,129264,0.050617341,US
457,1993-06-01,6635,129411,0.051270758,US
458,1993-07-01,6700,129397,0.051778635,US
459,1993-08-01,6681,129619,0.051543369,US
460,1993-09-01,6575,129268,0.050863323,US
461,1993-10-01,6376,129573,0.049207782,US
462,1993-11-01,6250,129711,0.04818404,US
463,1993-12-01,6291,129941,0.04841428,US
464,1994-01-01,4947,130596,0.03788018,US
465,1994-02-01,4677,130669,0.035792728,US
466,1994-03-01,4890,130400,0.0375,US
467,1994-04-01,4752,130621,0.036380061,US
468,1994-05-01,4836,130779,0.036978414,US
469,1994-06-01,4816,130561,0.036886972,US
470,1994-07-01,4505,130652,0.034480911,US
471,1994-08-01,4359,131275,0.033205104,US
472,1994-09-01,4332,131421,0.032962769,US
473,1994-10-01,4472,131744,0.03394462,US
474,1994-11-01,4468,131891,0.033876459,US
475,1994-12-01,4440,131951,0.033648854,US
476,1995-01-01,4550,132038,0.034459777,US
477,1995-02-01,4397,132115,0.033281611,US
478,1995-03-01,4451,132108,0.033692131,US
479,1995-04-01,4428,132590,0.033396184,US
480,1995-05-01,4513,131851,0.03422803,US
481,1995-06-01,4489,131949,0.03402072,US
482,1995-07-01,4436,132343,0.033518962,US
483,1995-08-01,4513,132336,0.034102587,US
484,1995-09-01,4580,132611,0.034537105,US
485,1995-10-01,4462,132716,0.033620664,US
486,1995-11-01,4489,132614,0.033850121,US
487,1995-12-01,4434,132511,0.033461373,US
488,1996-01-01,4022,132616,0.030328166,US
489,1996-02-01,4420,132952,0.033245081,US
490,1996-03-01,4429,133180,0.033255744,US
491,1996-04-01,4464,133409,0.033461011,US
492,1996-05-01,4327,133667,0.03237149,US
493,1996-06-01,4312,133697,0.032252033,US
494,1996-07-01,4358,134284,0.032453606,US
495,1996-08-01,4391,134054,0.032755457,US
496,1996-09-01,4382,134515,0.032576293,US
497,1996-10-01,4372,134921,0.032404148,US
498,1996-11-01,4025,135007,0.029813269,US
499,1996-12-01,4365,135113,0.032306292,US
500,1997-01-01,4189,135456,0.030925171,US
501,1997-02-01,4242,135400,0.031329394,US
502,1997-03-01,4112,135891,0.030259546,US
503,1997-04-01,4396,136016,0.032319727,US
504,1997-05-01,4032,136119,0.02962114,US
505,1997-06-01,3998,136211,0.029351521,US
506,1997-07-01,4040,136477,0.029602057,US
507,1997-08-01,4049,136618,0.029637383,US
508,1997-09-01,4004,136675,0.029295775,US
509,1997-10-01,3973,136633,0.029077895,US
510,1997-11-01,3962,136961,0.028927943,US
511,1997-12-01,3848,137155,0.028055849,US
512,1998-01-01,3922,137095,0.0286079,US
513,1998-02-01,3866,137112,0.028195927,US
514,1998-03-01,3859,137236,0.028119444,US
515,1998-04-01,3775,137150,0.027524608,US
516,1998-05-01,3727,137372,0.027130711,US
517,1998-06-01,3766,137455,0.027398058,US
518,1998-07-01,3796,137588,0.027589615,US
519,1998-08-01,3537,137570,0.025710547,US
520,1998-09-01,3448,138286,0.024933833,US
521,1998-10-01,3433,138279,0.024826619,US
522,1998-11-01,3339,138381,0.024129035,US
523,1998-12-01,3420,138634,0.024669273,US
524,1999-01-01,3449,139003,0.024812414,US
525,1999-02-01,3425,138967,0.024646139,US
526,1999-03-01,3550,138730,0.025589274,US
527,1999-04-01,3443,138959,0.024777093,US
528,1999-05-01,3393,139107,0.024391296,US
529,1999-06-01,3411,139329,0.024481623,US
530,1999-07-01,3350,139439,0.024024842,US
531,1999-08-01,3286,139430,0.023567381,US
532,1999-09-01,3279,139622,0.023484838,US
533,1999-10-01,3153,139771,0.022558328,US
534,1999-11-01,3225,140025,0.023031601,US
535,1999-12-01,3283,140177,0.02342039,US
536,2000-01-01,3208,142267,0.022549151,US
537,2000-02-01,3167,142456,0.022231426,US
538,2000-03-01,3231,142434,0.022684191,US
539,2000-04-01,3186,142751,0.022318583,US
540,2000-05-01,3283,142388,0.023056718,US
541,2000-06-01,3209,142591,0.022504927,US
542,2000-07-01,3144,142278,0.022097584,US
543,2000-08-01,3211,142514,0.02253112,US
544,2000-09-01,3217,142518,0.022572587,US
545,2000-10-01,3179,142622,0.022289689,US
546,2000-11-01,3467,142962,0.0242512,US
547,2000-12-01,3243,143248,0.02263906,US
548,2001-01-01,3332,143800,0.023171071,US
549,2001-02-01,3296,143701,0.022936514,US
550,2001-03-01,3280,143924,0.022789806,US
551,2001-04-01,3289,143569,0.022908845,US
552,2001-05-01,3439,143318,0.02399559,US
553,2001-06-01,3792,143357,0.026451446,US
554,2001-07-01,3556,143654,0.024753923,US
555,2001-08-01,3380,143284,0.023589515,US
556,2001-09-01,4233,143989,0.029398079,US
557,2001-10-01,4437,144086,0.030794109,US
558,2001-11-01,4317,144240,0.029929285,US
559,2001-12-01,4393,144305,0.030442466,US
560,2002-01-01,4112,143883,0.028578776,US
561,2002-02-01,4289,144653,0.029650266,US
562,2002-03-01,4101,144481,0.028384355,US
563,2002-04-01,4199,144725,0.029013647,US
564,2002-05-01,4103,144938,0.028308656,US
565,2002-06-01,4048,144808,0.027954257,US
566,2002-07-01,4145,144803,0.028625098,US
567,2002-08-01,4301,145009,0.029660228,US
568,2002-09-01,4329,145552,0.029741948,US
569,2002-10-01,4314,145314,0.029687435,US
570,2002-11-01,4329,145041,0.029846733,US
571,2002-12-01,4321,145066,0.029786442,US
572,2003-01-01,4607,145937,0.031568417,US
573,2003-02-01,4844,146100,0.033155373,US
574,2003-03-01,4652,146022,0.031858213,US
575,2003-04-01,4798,146474,0.032756667,US
576,2003-05-01,4570,146500,0.031194539,US
577,2003-06-01,4592,147056,0.0312262,US
578,2003-07-01,4648,146485,0.031730211,US
579,2003-08-01,4419,146445,0.030175151,US
580,2003-09-01,4882,146530,0.033317409,US
581,2003-10-01,4813,146716,0.032804875,US
582,2003-11-01,4862,147000,0.03307483,US
583,2003-12-01,4750,146729,0.032372605,US
584,2004-01-01,4705,146842,0.032041242,US
585,2004-02-01,4549,146709,0.031006959,US
586,2004-03-01,4742,146944,0.032270797,US
587,2004-04-01,4568,146850,0.031106571,US
588,2004-05-01,4588,147065,0.03119709,US
589,2004-06-01,4443,147460,0.030130205,US
590,2004-07-01,4449,147692,0.0301235,US
591,2004-08-01,4474,147564,0.030319048,US
592,2004-09-01,4487,147415,0.030437879,US
593,2004-10-01,4820,147793,0.032613182,US
594,2004-11-01,4547,148162,0.030689381,US
595,2004-12-01,4427,148059,0.029900242,US
596,2005-01-01,4389,148029,0.029649596,US
597,2005-02-01,4250,148364,0.028645763,US
598,2005-03-01,4388,148391,0.029570527,US
599,2005-04-01,4278,148926,0.028725676,US
600,2005-05-01,4315,149261,0.028909092,US
601,2005-06-01,4432,149238,0.02969753,US
602,2005-07-01,4400,149432,0.029444831,US
603,2005-08-01,4491,149779,0.029984177,US
604,2005-09-01,4675,149954,0.031176227,US
605,2005-10-01,4269,150001,0.02845981,US
606,2005-11-01,4219,150065,0.028114484,US
