Date,Country,Gender,Value,Temp,Timestamp
1977-08-01,US,Female,0.54838931,28338.00,239241600
1977-09-01,US,Female,0.551736876,28369.00,241920000
1977-10-01,US,Female,0.552423913,28399.00,244512000
1977-11-01,US,Female,0.556182025,28430.00,247190400
1977-12-01,US,Female,0.558191538,28460.00,249782400
1978-01-01,US,Female,0.561527058,28491.00,252460800
1978-02-01,US,Female,0.565509189,28522.00,255139200
1978-03-01,US,Female,0.567612402,28550.00,257558400
1978-04-01,US,Female,0.570069857,28581.00,260236800
1978-05-01,US,Female,0.567587148,28611.00,262828800
1978-06-01,US,Female,0.571311263,28642.00,265507200
1978-07-01,US,Female,0.570046544,28672.00,268099200
1978-08-01,US,Female,0.57097396,28703.00,270777600
1978-09-01,US,Female,0.578749479,28734.00,273456000
1978-10-01,US,Female,0.583863922,28764.00,276048000
1978-11-01,US,Female,0.582176847,28795.00,278726400
1978-12-01,US,Female,0.582865463,28825.00,281318400
1979-01-01,US,Female,0.580936292,28856.00,283996800
1979-02-01,US,Female,0.583149743,28887.00,286675200
1979-03-01,US,Female,0.584719611,28915.00,289094400
1979-04-01,US,Female,0.583712128,28946.00,291772800
1979-05-01,US,Female,0.584218688,28976.00,294364800
1979-06-01,US,Female,0.585456212,29007.00,297043200
1979-07-01,US,Female,0.591661949,29037.00,299635200
1979-08-01,US,Female,0.593154861,29068.00,302313600
1979-09-01,US,Female,0.597930373,29099.00,304992000
1979-10-01,US,Female,0.598328099,29129.00,307584000
1979-11-01,US,Female,0.597881415,29160.00,310262400
1979-12-01,US,Female,0.603432037,29190.00,312854400
1980-01-01,US,Female,0.603701262,29221.00,315532800
1980-02-01,US,Female,0.603497903,29252.00,318211200
1980-03-01,US,Female,0.603606093,29281.00,320716800
1980-04-01,US,Female,0.603575841,29312.00,323395200
1980-05-01,US,Female,0.599961227,29342.00,325987200
1980-06-01,US,Female,0.598483028,29373.00,328665600
1980-07-01,US,Female,0.597119157,29403.00,331257600
1980-08-01,US,Female,0.598002315,29434.00,333936000
1980-09-01,US,Female,0.602136738,29465.00,336614400
1980-10-01,US,Female,0.600365921,29495.00,339206400
1980-11-01,US,Female,0.60316629,29526.00,341884800
1980-12-01,US,Female,0.603912242,29556.00,344476800
1981-01-01,US,Female,0.606555886,29587.00,347155200
1981-02-01,US,Female,0.610386272,29618.00,349833600
1981-03-01,US,Female,0.611920169,29646.00,352252800
1981-04-01,US,Female,0.613766348,29677.00,354931200
1981-05-01,US,Female,0.61375504,29707.00,357523200
1981-06-01,US,Female,0.612249316,29738.00,360201600
1981-07-01,US,Female,0.612261288,29768.00,362793600
1981-08-01,US,Female,0.611506509,29799.00,365472000
1981-09-01,US,Female,0.608194406,29830.00,368150400
1981-10-01,US,Female,0.61306681,29860.00,370742400
1981-11-01,US,Female,0.614274027,29891.00,373420800
1981-12-01,US,Female,0.612081825,29921.00,376012800
1982-01-01,US,Female,0.613015253,29952.00,378691200
1982-02-01,US,Female,0.613895672,29983.00,381369600
1982-03-01,US,Female,0.611381343,30011.00,383788800
1982-04-01,US,Female,0.609298031,30042.00,386467200
1982-05-01,US,Female,0.611663193,30072.00,389059200
1982-06-01,US,Female,0.613597839,30103.00,391737600
1982-07-01,US,Female,0.614661486,30133.00,394329600
1982-08-01,US,Female,0.614826639,30164.00,397008000
1982-09-01,US,Female,0.612297096,30195.00,399686400
1982-10-01,US,Female,0.611274118,30225.00,402278400
1982-11-01,US,Female,0.608709721,30256.00,404956800
1982-12-01,US,Female,0.609457316,30286.00,407548800
1983-01-01,US,Female,0.612294207,30317.00,410227200
1983-02-01,US,Female,0.610745402,30348.00,412905600
1983-03-01,US,Female,0.610913989,30376.00,415324800
1983-04-01,US,Female,0.614404642,30407.00,418003200
1983-05-01,US,Female,0.613107408,30437.00,420595200
1983-06-01,US,Female,0.616486774,30468.00,423273600
1983-07-01,US,Female,0.620132389,30498.00,425865600
1983-08-01,US,Female,0.625634407,30529.00,428544000
1983-09-01,US,Female,0.628329582,30560.00,431222400
1983-10-01,US,Female,0.626954196,30590.00,433814400
1983-11-01,US,Female,0.629715493,30621.00,436492800
1983-12-01,US,Female,0.628499679,30651.00,439084800
1984-01-01,US,Female,0.628739412,30682.00,441763200
1984-02-01,US,Female,0.631837042,30713.00,444441600
1984-03-01,US,Female,0.634063368,30742.00,446947200
1984-04-01,US,Female,0.636900134,30773.00,449625600
1984-05-01,US,Female,0.643952837,30803.00,452217600
1984-06-01,US,Female,0.642815517,30834.00,454896000
1984-07-01,US,Female,0.641261539,30864.00,457488000
1984-08-01,US,Female,0.642412813,30895.00,460166400
1984-09-01,US,Female,0.640334042,30926.00,462844800
1984-10-01,US,Female,0.64184315,30956.00,465436800
1984-11-01,US,Female,0.642040971,30987.00,468115200
1984-12-01,US,Female,0.64404524,31017.00,470707200
1985-01-01,US,Female,0.647794896,31048.00,473385600
1985-02-01,US,Female,0.648907485,31079.00,476064000
1985-03-01,US,Female,0.65220671,31107.00,478483200
1985-04-01,US,Female,0.651593682,31138.00,481161600
1985-05-01,US,Female,0.648382758,31168.00,483753600
1985-06-01,US,Female,0.650926141,31199.00,486432000
1985-07-01,US,Female,0.650211788,31229.00,489024000
1985-08-01,US,Female,0.65293784,31260.00,491702400
1985-09-01,US,Female,0.657508952,31291.00,494380800
1985-10-01,US,Female,0.657185992,31321.00,496972800
1985-11-01,US,Female,0.659075373,31352.00,499651200
1985-12-01,US,Female,0.660867932,31382.00,502243200
1986-01-01,US,Female,0.662362526,31413.00,504921600
1986-02-01,US,Female,0.65791964,31444.00,507600000
1986-03-01,US,Female,0.659806676,31472.00,510019200
1986-04-01,US,Female,0.660538471,31503.00,512697600
1986-05-01,US,Female,0.662258949,31533.00,515289600
1986-06-01,US,Female,0.664524768,31564.00,517968000
1986-07-01,US,Female,0.668350832,31594.00,520560000
1986-08-01,US,Female,0.668484635,31625.00,523238400
1986-09-01,US,Female,0.671356531,31656.00,525916800
1986-10-01,US,Female,0.674972352,31686.00,528508800
1986-11-01,US,Female,0.671785491,31717.00,531187200
1986-12-01,US,Female,0.673672748,31747.00,533779200
1987-01-01,US,Female,0.67173328,31778.00,536457600
1987-02-01,US,Female,0.675061421,31809.00,539136000
1987-03-01,US,Female,0.67691433,31837.00,541555200
1987-04-01,US,Female,0.680516311,31868.00,544233600
1987-05-01,US,Female,0.684142283,31898.00,546825600
1987-06-01,US,Female,0.682986077,31929.00,549504000
1987-07-01,US,Female,0.684276196,31959.00,552096000
1987-08-01,US,Female,0.684089715,31990.00,554774400
1987-09-01,US,Female,0.685329452,32021.00,557452800
1987-10-01,US,Female,0.686932834,32051.00,560044800
1987-11-01,US,Female,0.68775492,32082.00,562723200
1987-12-01,US,Female,0.68775326,32112.00,565315200
1988-01-01,US,Female,0.687270113,32143.00,567993600
1988-02-01,US,Female,0.687011908,32174.00,570672000
1988-03-01,US,Female,0.691464967,32203.00,573177600
1988-04-01,US,Female,0.690531731,32234.00,575856000
1988-05-01,US,Female,0.691731299,32264.00,578448000
1988-06-01,US,Female,0.691023608,32295.00,581126400
1988-07-01,US,Female,0.692291215,32325.00,583718400
1988-08-01,US,Female,0.693771609,32356.00,586396800
1988-09-01,US,Female,0.693576632,32387.00,589075200
1988-10-01,US,Female,0.697428233,32417.00,591667200
1988-11-01,US,Female,0.701788751,32448.00,594345600
1988-12-01,US,Female,0.701648661,32478.00,596937600
1989-01-01,US,Female,0.705392346,32509.00,599616000
1989-02-01,US,Female,0.704471209,32540.00,602294400
1989-03-01,US,Female,0.701470406,32568.00,604713600
1989-04-01,US,Female,0.702840201,32599.00,607392000
1989-05-01,US,Female,0.701785738,32629.00,609984000
1989-06-01,US,Female,0.700718244,32660.00,612662400
1989-07-01,US,Female,0.700910749,32690.00,615254400
1989-08-01,US,Female,0.701450094,32721.00,617932800
1989-09-01,US,Female,0.705757044,32752.00,620611200
1989-10-01,US,Female,0.705082446,32782.00,623203200
1989-11-01,US,Female,0.708849015,32813.00,625881600
1989-12-01,US,Female,0.706690665,32843.00,628473600
1990-01-01,US,Female,0.708761053,32874.00,631152000
1990-02-01,US,Female,0.707647491,32905.00,633830400
1990-03-01,US,Female,0.707119309,32933.00,636249600
1990-04-01,US,Female,0.707048917,32964.00,638928000
1990-05-01,US,Female,0.709595363,32994.00,641520000
1990-06-01,US,Female,0.708380905,33025.00,644198400
1990-07-01,US,Female,0.707729203,33055.00,646790400
1990-08-01,US,Female,0.70593848,33086.00,649468800
1990-09-01,US,Female,0.703246804,33117.00,652147200
1990-10-01,US,Female,0.702761599,33147.00,654739200
1990-11-01,US,Female,0.700109801,33178.00,657417600
1990-12-01,US,Female,0.700974323,33208.00,660009600
1991-01-01,US,Female,0.698671309,33239.00,662688000
1991-02-01,US,Female,0.700958147,33270.00,665366400
1991-03-01,US,Female,0.69907939,33298.00,667785600
1991-04-01,US,Female,0.70333285,33329.00,670464000
1991-05-01,US,Female,0.701596211,33359.00,673056000
1991-06-01,US,Female,0.703575426,33390.00,675734400
1991-07-01,US,Female,0.702978126,33420.00,678326400
1991-08-01,US,Female,0.700778419,33451.00,681004800
1991-09-01,US,Female,0.699364706,33482.00,683683200
1991-10-01,US,Female,0.699336217,33512.00,686275200
1991-11-01,US,Female,0.698288784,33543.00,688953600
1991-12-01,US,Female,0.698937757,33573.00,691545600
1992-01-01,US,Female,0.701603627,33604.00,694224000
1992-02-01,US,Female,0.700340836,33635.00,696902400
1992-03-01,US,Female,0.699242849,33664.00,699408000
1992-04-01,US,Female,0.702151359,33695.00,702086400
1992-05-01,US,Female,0.702626403,33725.00,704678400
1992-06-01,US,Female,0.705128069,33756.00,707356800
1992-07-01,US,Female,0.703483956,33786.00,709948800
1992-08-01,US,Female,0.702599316,33817.00,712627200
1992-09-01,US,Female,0.699109951,33848.00,715305600
1992-10-01,US,Female,0.698875799,33878.00,717897600
1992-11-01,US,Female,0.70011885,33909.00,720576000
1992-12-01,US,Female,0.699143049,33939.00,723168000
1993-01-01,US,Female,0.699947594,33970.00,725846400
1993-02-01,US,Female,0.699643913,34001.00,728524800
1993-03-01,US,Female,0.702472554,34029.00,730944000
1993-04-01,US,Female,0.699271239,34060.00,733622400
1993-05-01,US,Female,0.701804378,34090.00,736214400
1993-06-01,US,Female,0.70497865,34121.00,738892800
1993-07-01,US,Female,0.704598748,34151.00,741484800
1993-08-01,US,Female,0.705994557,34182.00,744163200
1993-09-01,US,Female,0.703479982,34213.00,746841600
1993-10-01,US,Female,0.704904758,34243.00,749433600
1993-11-01,US,Female,0.706741998,34274.00,752112000
1993-12-01,US,Female,0.709623957,34304.00,754704000
1994-01-01,US,Female,0.710274811,34335.00,757382400
1994-02-01,US,Female,0.712852811,34366.00,760060800
1994-03-01,US,Female,0.710474575,34394.00,762480000
1994-04-01,US,Female,0.710992871,34425.00,765158400
1994-05-01,US,Female,0.712735753,34455.00,767750400
1994-06-01,US,Female,0.71002543,34486.00,770428800
1994-07-01,US,Female,0.714804346,34516.00,773020800
1994-08-01,US,Female,0.717293534,34547.00,775699200
1994-09-01,US,Female,0.720483872,34578.00,778377600
1994-10-01,US,Female,0.719757199,34608.00,780969600
1994-11-01,US,Female,0.720924045,34639.00,783648000
1994-12-01,US,Female,0.718621772,34669.00,786240000
1995-01-01,US,Female,0.718102486,34700.00,788918400
1995-02-01,US,Female,0.721498771,34731.00,791596800
1995-03-01,US,Female,0.720662398,34759.00,794016000
1995-04-01,US,Female,0.721264659,34790.00,796694400
1995-05-01,US,Female,0.720480197,34820.00,799286400
1995-06-01,US,Female,0.717552351,34851.00,801964800
1995-07-01,US,Female,0.722611509,34881.00,804556800
1995-08-01,US,Female,0.721550664,34912.00,807235200
1995-09-01,US,Female,0.722980117,34943.00,809913600
1995-10-01,US,Female,0.724149172,34973.00,812505600
1995-11-01,US,Female,0.726920369,35004.00,815184000
1995-12-01,US,Female,0.724829022,35034.00,817776000
1996-01-01,US,Female,0.723017518,35065.00,820454400
1996-02-01,US,Female,0.724079675,35096.00,823132800
1996-03-01,US,Female,0.72558771,35125.00,825638400
1996-04-01,US,Female,0.724917026,35156.00,828316800
1996-05-01,US,Female,0.72483349,35186.00,830908800
1996-06-01,US,Female,0.72708103,35217.00,833587200
1996-07-01,US,Female,0.729277013,35247.00,836179200
1996-08-01,US,Female,0.729978179,35278.00,838857600
1996-09-01,US,Female,0.730512025,35309.00,841536000
1996-10-01,US,Female,0.731867736,35339.00,844128000
1996-11-01,US,Female,0.731357976,35370.00,846806400
1996-12-01,US,Female,0.729701779,35400.00,849398400
1997-01-01,US,Female,0.731508448,35431.00,852076800
1997-02-01,US,Female,0.728879097,35462.00,854755200
1997-03-01,US,Female,0.732343833,35490.00,857174400
1997-04-01,US,Female,0.734328836,35521.00,859852800
1997-05-01,US,Female,0.732589739,35551.00,862444800
1997-06-01,US,Female,0.736141171,35582.00,865123200
1997-07-01,US,Female,0.738688788,35612.00,867715200
1997-08-01,US,Female,0.740305778,35643.00,870393600
1997-09-01,US,Female,0.739180267,35674.00,873072000
1997-10-01,US,Female,0.738511418,35704.00,875664000
1997-11-01,US,Female,0.735961162,35735.00,878342400
1997-12-01,US,Female,0.736868116,35765.00,880934400
1998-01-01,US,Female,0.73388899,35796.00,883612800
1998-02-01,US,Female,0.734598531,35827.00,886291200
1998-03-01,US,Female,0.735287351,35855.00,888710400
1998-04-01,US,Female,0.733902956,35886.00,891388800
1998-05-01,US,Female,0.734854472,35916.00,893980800
1998-06-01,US,Female,0.736203927,35947.00,896659200
1998-07-01,US,Female,0.737044065,35977.00,899251200
1998-08-01,US,Female,0.738285814,36008.00,901929600
1998-09-01,US,Female,0.740169031,36039.00,904608000
1998-10-01,US,Female,0.737170873,36069.00,907200000
1998-11-01,US,Female,0.736357713,36100.00,909878400
1998-12-01,US,Female,0.74026018,36130.00,912470400
1999-01-01,US,Female,0.743560454,36161.00,915148800
1999-02-01,US,Female,0.741324785,36192.00,917827200
1999-03-01,US,Female,0.73843203,36220.00,920246400
1999-04-01,US,Female,0.73804496,36251.00,922924800
1999-05-01,US,Female,0.742025615,36281.00,925516800
1999-06-01,US,Female,0.742212889,36312.00,928195200
1999-07-01,US,Female,0.737345457,36342.00,930787200
1999-08-01,US,Female,0.740651673,36373.00,933465600
1999-09-01,US,Female,0.742736983,36404.00,936144000
1999-10-01,US,Female,0.744756396,36434.00,938736000
1999-11-01,US,Female,0.744737302,36465.00,941414400
1999-12-01,US,Female,0.743015217,36495.00,944006400
2000-01-01,US,Female,0.744792955,36526.00,946684800
2000-02-01,US,Female,0.745866008,36557.00,949363200
2000-03-01,US,Female,0.746185532,36586.00,951868800
2000-04-01,US,Female,0.749673018,36617.00,954547200
2000-05-01,US,Female,0.744490779,36647.00,957139200
2000-06-01,US,Female,0.742268091,36678.00,959817600
2000-07-01,US,Female,0.738214568,36708.00,962409600
2000-08-01,US,Female,0.735417063,36739.00,965088000
2000-09-01,US,Female,0.738322394,36770.00,967766400
2000-10-01,US,Female,0.738939968,36800.00,970358400
2000-11-01,US,Female,0.740709044,36831.00,973036800
2000-12-01,US,Female,0.741873748,36861.00,975628800
2001-01-01,US,Female,0.742550996,36892.00,978307200
2001-02-01,US,Female,0.742358879,36923.00,980985600
2001-03-01,US,Female,0.743744071,36951.00,983404800
2001-04-01,US,Female,0.738436294,36982.00,986083200
2001-05-01,US,Female,0.737256715,37012.00,988675200
2001-06-01,US,Female,0.733484103,37043.00,991353600
2001-07-01,US,Female,0.732791958,37073.00,993945600
2001-08-01,US,Female,0.731134477,37104.00,996624000
2001-09-01,US,Female,0.730144403,37135.00,999302400
2001-10-01,US,Female,0.72664441,37165.00,1001894400
2001-11-01,US,Female,0.725544813,37196.00,1004572800
2001-12-01,US,Female,0.726243855,37226.00,1007164800
2002-01-01,US,Female,0.725495393,37257.00,1009843200
2002-02-01,US,Female,0.72800472,37288.00,1012521600
2002-03-01,US,Female,0.725486171,37316.00,1014940800
2002-04-01,US,Female,0.724890639,37347.00,1017619200
2002-05-01,US,Female,0.721758459,37377.00,1020211200
2002-06-01,US,Female,0.721227857,37408.00,1022889600
2002-07-01,US,Female,0.718971278,37438.00,1025481600
2002-08-01,US,Female,0.721492957,37469.00,1028160000
2002-09-01,US,Female,0.721899492,37500.00,1030838400
2002-10-01,US,Female,0.721006199,37530.00,1033430400
2002-11-01,US,Female,0.718620118,37561.00,1036108800
2002-12-01,US,Female,0.722261386,37591.00,1038700800
2003-01-01,US,Female,0.724389848,37622.00,1041379200
2003-02-01,US,Female,0.721173538,37653.00,1044057600
2003-03-01,US,Female,0.72367826,37681.00,1046476800
2003-04-01,US,Female,0.724263456,37712.00,1049155200
2003-05-01,US,Female,0.721644643,37742.00,1051747200
2003-06-01,US,Female,0.722919303,37773.00,1054425600
2003-07-01,US,Female,0.719621255,37803.00,1057017600
2003-08-01,US,Female,0.719872716,37834.00,1059696000
2003-09-01,US,Female,0.715389189,37865.00,1062374400
2003-10-01,US,Female,0.7160254,37895.00,1064966400
2003-11-01,US,Female,0.717185355,37926.00,1067644800
2003-12-01,US,Female,0.714667167,37956.00,1070236800
2004-01-01,US,Female,0.715881291,37987.00,1072915200
2004-02-01,US,Female,0.717314515,38018.00,1075593600
2004-03-01,US,Female,0.717314991,38047.00,1078099200
2004-04-01,US,Female,0.718401938,38078.00,1080777600
2004-05-01,US,Female,0.718910134,38108.00,1083369600
2004-06-01,US,Female,0.718846049,38139.00,1086048000
2004-07-01,US,Female,0.719742781,38169.00,1088640000
2004-08-01,US,Female,0.71867149,38200.00,1091318400
2004-09-01,US,Female,0.718634282,38231.00,1093996800
2004-10-01,US,Female,0.719131775,38261.00,1096588800
2004-11-01,US,Female,0.720122626,38292.00,1099267200
2004-12-01,US,Female,0.718873898,38322.00,1101859200
2005-01-01,US,Female,0.719384474,38353.00,1104537600
2005-02-01,US,Female,0.718957322,38384.00,1107216000
2005-03-01,US,Female,0.71705002,38412.00,1109635200
2005-04-01,US,Female,0.719304174,38443.00,1112313600
2005-05-01,US,Female,0.72071312,38473.00,1114905600
2005-06-01,US,Female,0.717149203,38504.00,1117584000
2005-07-01,US,Female,0.720160185,38534.00,1120176000
2005-08-01,US,Female,0.72085115,38565.00,1122854400
2005-09-01,US,Female,0.721321862,38596.00,1125532800
2005-10-01,US,Female,0.719425927,38626.00,1128124800
2005-11-01,US,Female,0.719400261,38657.00,1130803200
2005-12-01,US,Female,0.722021048,38687.00,1133395200
2006-01-01,US,Female,0.721366563,38718.00,1136073600
2006-02-01,US,Female,0.723207221,38749.00,1138752000
2006-03-01,US,Female,0.722750821,38777.00,1141171200
2006-04-01,US,Female,0.721301353,38808.00,1143849600
2006-05-01,US,Female,0.723575722,38838.00,1146441600
2006-06-01,US,Female,0.725157923,38869.00,1149120000
2006-07-01,US,Female,0.726723072,38899.00,1151712000
2006-08-01,US,Female,0.725957145,38930.00,1154390400
2006-09-01,US,Female,0.72526263,38961.00,1157068800
2006-10-01,US,Female,0.729720252,38991.00,1159660800
2006-11-01,US,Female,0.727463404,39022.00,1162339200
2006-12-01,US,Female,0.727720385,39052.00,1164931200
2007-01-01,US,Female,0.727368066,39083.00,1167609600
2007-02-01,US,Female,0.724706562,39114.00,1170288000
2007-03-01,US,Female,0.72628126,39142.00,1172707200
2007-04-01,US,Female,0.722655884,39173.00,1175385600
2007-05-01,US,Female,0.725016936,39203.00,1177977600
2007-06-01,US,Female,0.725094166,39234.00,1180656000
2007-07-01,US,Female,0.723693109,39264.00,1183248000
2007-08-01,US,Female,0.725156597,39295.00,1185926400
2007-09-01,US,Female,0.725635706,39326.00,1188604800
2007-10-01,US,Female,0.724238972,39356.00,1191196800
2007-11-01,US,Female,0.72556596,39387.00,1193875200
2007-12-01,US,Female,0.724784129,39417.00,1196467200
2008-01-01,US,Female,0.726743334,39448.00,1199145600
2008-02-01,US,Female,0.72482509,39479.00,1201824000
2008-03-01,US,Female,0.72567405,39508.00,1204329600
2008-04-01,US,Female,0.72751819,39539.00,1207008000
2008-05-01,US,Female,0.725573937,39569.00,1209600000
2008-06-01,US,Female,0.726077891,39600.00,1212278400
2008-07-01,US,Female,0.723865697,39630.00,1214870400
2008-08-01,US,Female,0.720665238,39661.00,1217548800
2008-09-01,US,Female,0.723135503,39692.00,1220227200
2008-10-01,US,Female,0.719134555,39722.00,1222819200
2008-11-01,US,Female,0.717495496,39753.00,1225497600
2008-12-01,US,Female,0.715348355,39783.00,1228089600
2009-01-01,US,Female,0.710914036,39814.00,1230768000
2009-02-01,US,Female,0.709202547,39845.00,1233446400
2009-03-01,US,Female,0.705075486,39873.00,1235865600
2009-04-01,US,Female,0.707088868,39904.00,1238544000
2009-05-01,US,Female,0.702955982,39934.00,1241136000
2009-06-01,US,Female,0.704513901,39965.00,1243814400
2009-07-01,US,Female,0.704963727,39995.00,1246406400
2009-08-01,US,Female,0.700922182,40026.00,1249084800
2009-09-01,US,Female,0.69598207,40057.00,1251763200
2009-10-01,US,Female,0.694280606,40087.00,1254355200
2009-11-01,US,Female,0.697697512,40118.00,1257033600
2009-12-01,US,Female,0.691284227,40148.00,1259625600
2010-01-01,US,Female,0.697919551,40179.00,1262304000
2010-02-01,US,Female,0.696566173,40210.00,1264982400
2010-03-01,US,Female,0.694324661,40238.00,1267401600
2010-04-01,US,Female,0.695694619,40269.00,1270080000
2010-05-01,US,Female,0.692005768,40299.00,1272672000
2010-06-01,US,Female,0.695032181,40330.00,1275350400
2010-07-01,US,Female,0.692315624,40360.00,1277942400
2010-08-01,US,Female,0.690741868,40391.00,1280620800
2010-09-01,US,Female,0.691567761,40422.00,1283299200
2010-10-01,US,Female,0.690883344,40452.00,1285891200
2010-11-01,US,Female,0.690901219,40483.00,1288569600
2010-12-01,US,Female,0.693035902,40513.00,1291161600
2011-01-01,US,Female,0.693139212,40544.00,1293840000
2011-02-01,US,Female,0.688703072,40575.00,1296518400
2011-03-01,US,Female,0.691544827,40603.00,1298937600
2011-04-01,US,Female,0.690197407,40634.00,1301616000
2011-05-01,US,Female,0.688892124,40664.00,1304208000
2011-06-01,US,Female,0.688331774,40695.00,1306886400
2011-07-01,US,Female,0.691764341,40725.00,1309478400
2011-08-01,US,Female,0.689957817,40756.00,1312156800
2011-09-01,US,Female,0.688286484,40787.00,1314835200
2011-10-01,US,Female,0.68935082,40817.00,1317427200
2011-11-01,US,Female,0.687443844,40848.00,1320105600
2011-12-01,US,Female,0.688404303,40878.00,1322697600
2012-01-01,US,Female,0.688815353,40909.00,1325376000
2012-02-01,US,Female,0.688508028,40940.00,1328054400
2012-03-01,US,Female,0.691285794,40969.00,1330560000
2012-04-01,US,Female,0.690486219,41000.00,1333238400
2012-05-01,US,Female,0.69178889,41030.00,1335830400
2012-06-01,US,Female,0.690395232,41061.00,1338508800
2012-07-01,US,Female,0.692232876,41091.00,1341100800
2012-08-01,US,Female,0.693141011,41122.00,1343779200
2012-09-01,US,Female,0.695730855,41153.00,1346457600
2012-10-01,US,Female,0.696178524,41183.00,1349049600
2012-11-01,US,Female,0.692748071,41214.00,1351728000
2012-12-01,US,Female,0.692495821,41244.00,1354320000
2013-01-01,US,Female,0.688588974,41275.00,1356998400
2013-02-01,US,Female,0.689698267,41306.00,1359676800
2013-03-01,US,Female,0.689688438,41334.00,1362096000
2013-04-01,US,Female,0.691106338,41365.00,1364774400
2013-05-01,US,Female,0.693840227,41395.00,1367366400
2013-06-01,US,Female,0.691824843,41426.00,1370044800
2013-07-01,US,Female,0.695460979,41456.00,1372636800
2013-08-01,US,Female,0.696211848,41487.00,1375315200
2013-09-01,US,Female,0.696650072,41518.00,1377993600
2013-10-01,US,Female,0.690776501,41548.00,1380585600
2013-11-01,US,Female,0.692505433,41579.00,1383264000
2013-12-01,US,Female,0.693995966,41609.00,1385856000
2014-01-01,US,Female,0.698204673,41640.00,1388534400
2014-02-01,US,Female,0.700253447,41671.00,1391212800
2014-03-01,US,Female,0.697995015,41699.00,1393632000
2014-04-01,US,Female,0.699006659,41730.00,1396310400
2014-05-01,US,Female,0.698946655,41760.00,1398902400
2014-06-01,US,Female,0.701546505,41791.00,1401580800
2014-07-01,US,Female,0.698481011,41821.00,1404172800
2014-08-01,US,Female,0.70099582,41852.00,1406851200
2014-09-01,US,Female,0.699051349,41883.00,1409529600
2014-10-01,US,Female,0.701212798,41913.00,1412121600
2014-11-01,US,Female,0.702000031,41944.00,1414800000
2014-12-01,US,Female,0.701536394,41974.00,1417392000
2015-01-01,US,Female,0.701916599,42005.00,1420070400
2015-02-01,US,Female,0.702557309,42036.00,1422748800
2015-03-01,US,Female,0.699758979,42064.00,1425168000
2015-04-01,US,Female,0.702182232,42095.00,1427846400
2015-05-01,US,Female,0.70495535,42125.00,1430438400
2015-06-01,US,Female,0.704661898,42156.00,1433116800
2015-07-01,US,Female,0.702036624,42186.00,1435708800
2015-08-01,US,Female,0.702626921,42217.00,1438387200
2015-09-01,US,Female,0.702348426,42248.00,1441065600
2015-10-01,US,Female,0.703291852,42278.00,1443657600
2015-11-01,US,Female,0.706640308,42309.00,1446336000
2015-12-01,US,Female,0.705630682,42339.00,1448928000
2016-01-01,US,Female,0.707392151,42370.00,1451606400
2016-02-01,US,Female,0.7082315,42401.00,1454284800
2016-03-01,US,Female,0.709357507,42430.00,1456790400
2016-04-01,US,Female,0.708937622,42461.00,1459468800
2016-05-01,US,Female,0.710559631,42491.00,1462060800
2016-06-01,US,Female,0.709043065,42522.00,1464739200
2016-07-01,US,Female,0.714299249,42552.00,1467331200
2016-08-01,US,Female,0.711222159,42583.00,1470009600
2016-09-01,US,Female,0.714159205,42614.00,1472688000
2016-10-01,US,Female,0.715092508,42644.00,1475280000
2016-11-01,US,Female,0.714038066,42675.00,1477958400
2016-12-01,US,Female,0.713499889,42705.00,1480550400
2017-01-01,US,Female,0.712724806,42736.00,1483228800
2017-02-01,US,Female,0.716366877,42767.00,1485907200
2017-03-01,US,Female,0.720007378,42795.00,1488326400
2017-04-01,US,Female,0.720261794,42826.00,1491004800
2017-05-01,US,Female,0.719298912,42856.00,1493596800
2017-06-01,US,Female,0.720429519,42887.00,1496275200
2017-07-01,US,Female,0.72429632,42917.00,1498867200
2017-08-01,US,Female,0.720671779,42948.00,1501545600
2017-09-01,US,Female,0.725543211,42979.00,1504224000
2017-10-01,US,Female,0.7214831,43009.00,1506816000
2017-11-01,US,Female,0.725233027,43040.00,1509494400
2017-12-01,US,Female,0.722111297,43070.00,1512086400
2018-01-01,US,Female,0.720757618,43101.00,1514764800
2018-02-01,US,Female,0.723438579,43132.00,1517443200
2018-03-01,US,Female,0.724118564,43160.00,1519862400
2018-04-01,US,Female,0.722909888,43191.00,1522540800
2018-05-01,US,Female,0.724896683,43221.00,1525132800
2018-06-01,US,Female,0.727156738,43252.00,1527811200
2018-07-01,US,Female,0.730921714,43282.00,1530403200
2018-08-01,US,Female,0.728213282,43313.00,1533081600
2018-09-01,US,Female,0.730801955,43344.00,1535760000
2018-10-01,US,Female,0.734036904,43374.00,1538352000
2018-11-01,US,Female,0.731870298,43405.00,1541030400
2018-12-01,US,Female,0.732839876,43435.00,1543622400
2019-01-01,US,Female,0.732672395,43466.00,1546300800
2019-02-01,US,Female,0.733477573,43497.00,1548979200
2019-03-01,US,Female,0.730883103,43525.00,1551398400
2019-04-01,US,Female,0.73214806,43556.00,1554076800
2019-05-01,US,Female,0.733347468,43586.00,1556668800
2019-06-01,US,Female,0.734227755,43617.00,1559347200
2019-07-01,US,Female,0.73137272,43647.00,1561939200
2019-08-01,US,Female,0.738984669,43678.00,1564617600
2019-09-01,US,Female,0.742371694,43709.00,1567296000
2019-10-01,US,Female,0.74368971,43739.00,1569888000
2019-11-01,US,Female,0.742216881,43770.00,1572566400
2019-12-01,US,Female,0.745037292,43800.00,1575158400
