date,value
1999-01-01,-1.8
1999-04-01,3.2
1999-07-01,11.5
1999-10-01,12.1
2000-01-01,11.4
2000-04-01,10.2
2000-07-01,10.5
2000-10-01,8.3
2001-01-01,4.7
2001-04-01,5.1
2001-07-01,6.0
2001-10-01,4.5
2002-01-01,3.8
2002-04-01,4.4
2002-07-01,4.4
2002-10-01,6.2
2003-01-01,7.6
2003-04-01,8.0
2003-07-01,6.2
2003-10-01,7.7
2004-01-01,7.2
2004-04-01,8.0
2004-07-01,7.3
2004-10-01,6.2
2005-01-01,5.6
2005-04-01,6.0
2005-07-01,6.0
2005-10-01,7.8
2006-01-01,7.3
2006-04-01,8.1
2006-07-01,8.2
2006-10-01,8.9
2007-01-01,8.1
2007-04-01,8.6
2007-07-01,8.2
2007-10-01,9.2
2008-01-01,9.2
2008-04-01,7.9
2008-07-01,6.4
2008-10-01,-1.3
2009-01-01,-9.2
2009-04-01,-11.2
2009-07-01,-8.6
2009-10-01,-2.6
2010-01-01,4.1
2010-04-01,5.0
2010-07-01,3.8
2010-10-01,5.1
2011-01-01,3.3
2011-04-01,3.3
2011-07-01,5.0
2011-10-01,5.2
2012-01-01,5.7
2012-04-01,4.9
2012-07-01,3.5
2012-10-01,2.4
2013-01-01,1.1
2013-04-01,1.7
2013-07-01,1.5
2013-10-01,2.5
2014-01-01,0.0
2014-04-01,0.6
2014-07-01,1.4
2014-10-01,0.9
2015-01-01,-1.5
2015-04-01,-3.1
2015-07-01,-1.7
2015-10-01,-1.6
2016-01-01,-0.2
2016-04-01,0.3
2016-07-01,0.1
2016-10-01,0.5
2017-01-01,1.3
2017-04-01,2.3
2017-07-01,2.6
2017-10-01,1.0
2018-01-01,2.6
2018-04-01,2.7
2018-07-01,2.6
2018-10-01,3.2
2019-01-01,1.4
2019-04-01,1.4
2019-07-01,2.8
2019-10-01,3.1
2020-01-01,1.5
2020-04-01,-7.3
2020-07-01,-3.3
2020-10-01,-1.3
2021-01-01,0.5
2021-04-01,11.2
2021-07-01,5.0
2021-10-01,5.8
2022-01-01,3.0
2022-04-01,-4.5
2022-07-01,-3.5
2022-10-01,-2.7
2023-01-01,-1.8
