date,value
1999-01-01,60400000
1999-02-01,61100000
1999-03-01,61700000
1999-04-01,62300000
1999-05-01,62900000
1999-06-01,63300000
1999-07-01,63700000
1999-08-01,64099999
1999-09-01,64000000
1999-10-01,63800000
1999-11-01,63600000
1999-12-01,63500000
2000-01-01,63400000
2000-02-01,63200000
2000-03-01,64099999
2000-04-01,65000000
2000-05-01,65900000
2000-06-01,65900000
2000-07-01,65900000
2000-08-01,65900000
2000-09-01,65700000
2000-10-01,65500000
2000-11-01,65300000
2000-12-01,64800000
2001-01-01,64400000
2001-02-01,64000000
2001-03-01,64500000
2001-04-01,65000000
2001-05-01,65500000
2001-06-01,65599999
2001-07-01,65800000
2001-08-01,65900000
2001-09-01,65700000
2001-10-01,65400000
2001-11-01,65099999
2001-12-01,65300000
2002-01-01,65599999
2002-02-01,65800000
2002-03-01,66099999
2002-04-01,66400000
2002-05-01,66700000
2002-06-01,67200000
2002-07-01,67700000
2002-08-01,68100000
2002-09-01,67500000
2002-10-01,67000000
2002-11-01,66400000
2002-12-01,65900000
2003-01-01,65300000
2003-02-01,64800000
2003-03-01,65300000
2003-04-01,65800000
2003-05-01,66200000
2003-06-01,66599999
2003-07-01,66900000
2003-08-01,67300000
2003-09-01,67200000
2003-10-01,67099999
2003-11-01,67000000
2003-12-01,66599999
2004-01-01,66200000
2004-02-01,65800000
2004-03-01,66500000
2004-04-01,67300000
2004-05-01,68100000
2004-06-01,68200000
2004-07-01,68300000
2004-08-01,68300000
2004-09-01,67900000
2004-10-01,67500000
2004-11-01,67099999
2004-12-01,67000000
2005-01-01,67000000
2005-02-01,66900000
2005-03-01,67400000
2005-04-01,67900000
2005-05-01,68500000
2005-06-01,68700000
2005-07-01,68900000
2005-08-01,69100000
2005-09-01,69000000
2005-10-01,69000000
2005-11-01,68900000
2005-12-01,68600000
2006-01-01,68400000
2006-02-01,68100000
2006-03-01,68400000
2006-04-01,68700000
2006-05-01,69000000
2006-06-01,69400000
2006-07-01,69800000
2006-08-01,70200000
2006-09-01,69900000
2006-10-01,69700000
2006-11-01,69400000
2006-12-01,69400000
2007-01-01,69500000
2007-02-01,69500000
2007-03-01,70100000
2007-04-01,70600000
2007-05-01,71100000
2007-06-01,71300000
2007-07-01,71500000
2007-08-01,71600000
2007-09-01,71400000
2007-10-01,71100000
2007-11-01,70800000
2007-12-01,70500000
2008-01-01,70100000
2008-02-01,69700000
2008-03-01,70400000
2008-04-01,71100000
2008-05-01,71800000
2008-06-01,71900000
2008-07-01,71900000
2008-08-01,72000000
2008-09-01,71500000
2008-10-01,71000000
2008-11-01,70500000
2008-12-01,69700000
2009-01-01,68900000
2009-02-01,68100000
2009-03-01,68600000
2009-04-01,69100000
2009-05-01,69600000
2009-06-01,69900000
2009-07-01,70200000
2009-08-01,70500000
2009-09-01,70400000
2009-10-01,69900000
2009-11-01,69300000
2009-12-01,69200000
2010-01-01,67900000
2010-02-01,68200000
2010-03-01,68400000
2010-04-01,69000000
2010-05-01,70300000
2010-06-01,71200000
2010-07-01,71000000
2010-08-01,71300000
2010-09-01,71300000
2010-10-01,70600000
2010-11-01,70400000
2010-12-01,69700000
2011-01-01,69200000
2011-02-01,69600000
2011-03-01,69700000
2011-04-01,69800000
2011-05-01,71200000
2011-06-01,71500000
2011-07-01,71800000
2011-08-01,72100000
2011-09-01,72100000
2011-10-01,71100000
2011-11-01,71100000
2011-12-01,71100000
2012-01-01,70100000
2012-02-01,70100000
2012-03-01,70000000
2012-04-01,71000000
2012-05-01,72400000
2012-06-01,72400000
2012-07-01,72500000
2012-08-01,72800000
2012-09-01,72400000
2012-10-01,71700000
2012-11-01,71600000
2012-12-01,71500000
2013-01-01,70700000
2013-02-01,71000000
2013-03-01,71000000
2013-04-01,71100000
2013-05-01,71700000
2013-06-01,71400000
2013-07-01,71800000
2013-08-01,72400000
2013-09-01,71800000
2013-10-01,71500000
2013-11-01,71400000
2013-12-01,70900000
2014-01-01,70400000
2014-02-01,71000000
2014-03-01,71100000
2014-04-01,71000000
2014-05-01,71600000
2014-06-01,71900000
2014-07-01,72200000
2014-08-01,72400000
2014-09-01,71900000
2014-10-01,72000000
2014-11-01,71600000
2014-12-01,71400000
2015-01-01,71800000
2015-02-01,71400000
2015-03-01,71600000
2015-04-01,71600000
2015-05-01,72700000
2015-06-01,72400000
2015-07-01,73100000
2015-08-01,73300000
2015-09-01,72900000
2015-10-01,72500000
2015-11-01,72200000
2015-12-01,72300000
2016-01-01,71300000
2016-02-01,71500000
2016-03-01,71600000
2016-04-01,71800000
2016-05-01,72200000
2016-06-01,72700000
2016-07-01,73100000
2016-08-01,73500000
2016-09-01,73100000
2016-10-01,72500000
2016-11-01,72600000
2016-12-01,72800000
2017-01-01,71800000
2017-02-01,71400000
2017-03-01,71900000
2017-04-01,71900000
2017-05-01,72100000
2017-06-01,72300000
2017-07-01,72500000
2017-08-01,73100000
2017-09-01,73000000
2017-10-01,72700000
2017-11-01,72500000
2017-12-01,72600000
2018-01-01,71900000
2018-02-01,72000000
2018-03-01,72300000
2018-04-01,72300000
2018-05-01,72500000
2018-06-01,72500000
2018-07-01,72700000
2018-08-01,73400000
2018-09-01,73100000
2018-10-01,72500000
2018-11-01,72600000
2018-12-01,72600000
2019-01-01,71200000
2019-02-01,71500000
2019-03-01,71500000
2019-04-01,71400000
2019-05-01,71600000
2019-06-01,72000000
2019-07-01,72200000
2019-08-01,72500000
2019-09-01,72200000
2019-10-01,72100000
2019-11-01,72700000
2019-12-01,72400000
2020-01-01,71400000
2020-02-01,71100000
2020-03-01,71400000
2020-04-01,70200000
2020-05-01,70000000
2020-06-01,70100000
2020-07-01,70200000
2020-08-01,70500000
2020-09-01,70500000
2020-10-01,70300000
2020-11-01,70700000
2020-12-01,70800000
2021-01-01,70700000
2021-02-01,70800000
2021-03-01,71000000
2021-04-01,71200000
2021-05-01,71600000
2021-06-01,71700000
2021-07-01,72000000
2021-08-01,72300000
2021-09-01,72300000
2021-10-01,72300000
2021-11-01,72200000
2021-12-01,72500000
2022-01-01,71500000
2022-02-01,71700000
2022-03-01,71400000
2022-04-01,71900000
2022-05-01,71900000
2022-06-01,72000000
2022-07-01,72100000
2022-08-01,72600000
2022-09-01,72000000
2022-10-01,72100000
2022-11-01,72400000
2022-12-01,72100000
2023-01-01,72900000
2023-02-01,72800000
2023-03-01,73000000
2023-04-01,73300000
2023-05-01,73400000
