date,country,yield
2000-01-31,FRA,5.653
2000-02-29,FRA,5.635
2000-03-31,FRA,5.351
2000-04-30,FRA,5.417
2000-05-31,FRA,5.349
2000-06-30,FRA,5.388
2000-07-31,FRA,5.356
2000-08-31,FRA,5.461
2000-09-30,FRA,5.382
2000-10-31,FRA,5.356
2000-11-30,FRA,5.121
2000-12-31,FRA,5.031
2001-01-31,FRA,4.939
2001-02-28,FRA,4.898
2001-03-31,FRA,4.837
2001-04-30,FRA,5.19
2001-05-31,FRA,5.302
2001-06-30,FRA,5.232
2001-07-31,FRA,4.989
2001-08-31,FRA,4.9
2001-09-30,FRA,4.908
2001-10-31,FRA,4.53
2001-11-30,FRA,4.678
2001-12-31,FRA,5.071
2002-01-31,FRA,4.981
2002-02-28,FRA,5.032
2002-03-31,FRA,5.331
2002-04-30,FRA,5.212
2002-05-31,FRA,5.254
2002-06-30,FRA,5.027
2002-07-31,FRA,4.834
2002-08-31,FRA,4.644
2002-09-30,FRA,4.403
2002-10-31,FRA,4.602
2002-11-30,FRA,4.558
2002-12-31,FRA,4.251
2003-01-31,FRA,4.127
2003-02-28,FRA,3.955
2003-03-31,FRA,4.119
2003-04-30,FRA,4.133
2003-05-31,FRA,3.775
2003-06-30,FRA,3.843
2003-07-31,FRA,4.208
2003-08-31,FRA,4.189
2003-09-30,FRA,4.046
2003-10-31,FRA,4.347
2003-11-30,FRA,4.475
2003-12-31,FRA,4.3
2004-01-31,FRA,4.265
2004-02-29,FRA,4.059
2004-03-31,FRA,4.002
2004-04-30,FRA,4.237
2004-05-31,FRA,4.401
2004-06-30,FRA,4.336
2004-07-31,FRA,4.23
2004-08-31,FRA,4.032
2004-09-30,FRA,4.051
2004-10-31,FRA,3.924
2004-11-30,FRA,3.786
2004-12-31,FRA,3.673
2005-01-31,FRA,3.535
2005-02-28,FRA,3.761
2005-03-31,FRA,3.653
2005-04-30,FRA,3.447
2005-05-31,FRA,3.287
2005-06-30,FRA,3.132
2005-07-31,FRA,3.293
2005-08-31,FRA,3.15
2005-09-30,FRA,3.195
2005-10-31,FRA,3.421
2005-11-30,FRA,3.454
2005-12-31,FRA,3.315
2006-01-31,FRA,3.485
2006-02-28,FRA,3.518
2006-03-31,FRA,3.824
2006-04-30,FRA,3.979
2006-05-31,FRA,4.004
2006-06-30,FRA,4.07
2006-07-31,FRA,3.93
2006-08-31,FRA,3.756
2006-09-30,FRA,3.716
2006-10-31,FRA,3.753
2006-11-30,FRA,3.695
2006-12-31,FRA,3.987
2007-01-31,FRA,4.143
2007-02-28,FRA,4.006
2007-03-31,FRA,4.124
2007-04-30,FRA,4.187
2007-05-31,FRA,4.452
2007-06-30,FRA,4.602
2007-07-31,FRA,4.393
2007-08-31,FRA,4.334
2007-09-30,FRA,4.462
2007-10-31,FRA,4.392
2007-11-30,FRA,4.255
2007-12-31,FRA,4.42
2008-01-31,FRA,4.057
2008-02-29,FRA,3.989
2008-03-31,FRA,4.12
2008-04-30,FRA,4.326
2008-05-31,FRA,4.606
2008-06-30,FRA,4.825
2008-07-31,FRA,4.532
2008-08-31,FRA,4.375
2008-09-30,FRA,4.356
2008-10-31,FRA,4.278
2008-11-30,FRA,3.725
2008-12-31,FRA,3.424
2009-01-31,FRA,3.784
2009-02-28,FRA,3.64
2009-03-31,FRA,3.629
2009-04-30,FRA,3.598
2009-05-31,FRA,3.958
2009-06-30,FRA,3.737
2009-07-31,FRA,3.577
2009-08-31,FRA,3.555
2009-09-30,FRA,3.52
2009-10-31,FRA,3.541
2009-11-30,FRA,3.424
2009-12-31,FRA,3.604
2010-01-31,FRA,3.47
2010-02-28,FRA,3.422
2010-03-31,FRA,3.438
2010-04-30,FRA,3.292
2010-05-31,FRA,2.916
2010-06-30,FRA,3.071
2010-07-31,FRA,2.958
2010-08-31,FRA,2.464
2010-09-30,FRA,2.674
2010-10-31,FRA,2.941
2010-11-30,FRA,3.154
2010-12-31,FRA,3.35
2011-01-31,FRA,3.539
2011-02-28,FRA,3.552
2011-03-31,FRA,3.711
2011-04-30,FRA,3.594
2011-05-31,FRA,3.417
2011-06-30,FRA,3.507
2011-07-31,FRA,3.239
2011-08-31,FRA,2.893
2011-09-30,FRA,2.602
2011-10-31,FRA,3.127
2011-11-30,FRA,3.387
2011-12-31,FRA,3.152
2012-01-31,FRA,3.066
2012-02-29,FRA,3.016
2012-03-31,FRA,2.89
2012-04-30,FRA,2.987
2012-05-31,FRA,2.35
2012-06-30,FRA,2.694
2012-07-31,FRA,2.068
2012-08-31,FRA,2.16
2012-09-30,FRA,2.184
2012-10-31,FRA,2.261
2012-11-30,FRA,2.052
2012-12-31,FRA,1.994
2013-01-31,FRA,2.266
2013-02-28,FRA,2.174
2013-03-31,FRA,2.018
2013-04-30,FRA,1.706
2013-05-31,FRA,2.077
2013-06-30,FRA,2.348
2013-07-31,FRA,2.242
2013-08-31,FRA,2.468
2013-09-30,FRA,2.323
2013-10-31,FRA,2.239
2013-11-30,FRA,2.231
2013-12-31,FRA,2.432
2014-01-31,FRA,2.238
2014-02-28,FRA,2.201
2014-03-31,FRA,2.091
2014-04-30,FRA,1.968
2014-05-31,FRA,1.766
2014-06-30,FRA,1.596
2014-07-31,FRA,1.547
2014-08-31,FRA,1.256
2014-09-30,FRA,1.293
2014-10-31,FRA,1.189
2014-11-30,FRA,0.972
2014-12-31,FRA,0.837
2015-01-31,FRA,0.558
2015-02-28,FRA,0.527
2015-03-31,FRA,0.477
2015-04-30,FRA,0.648
2015-05-31,FRA,0.81
2015-06-30,FRA,1.2
2015-07-31,FRA,0.939
2015-08-31,FRA,1.116
2015-09-30,FRA,0.901
2015-10-31,FRA,0.889
2015-11-30,FRA,0.7963
2015-12-31,FRA,0.9934
2016-01-31,FRA,0.6554
2016-02-29,FRA,0.4655
2016-03-31,FRA,0.4102
2016-04-30,FRA,0.6507
2016-05-31,FRA,0.4863
2016-06-30,FRA,0.2008
2016-07-31,FRA,0.1119
2016-08-31,FRA,0.1623
2016-09-30,FRA,0.1189
2016-10-31,FRA,0.481
2016-11-30,FRA,0.735
2016-12-31,FRA,0.685
2017-01-31,FRA,1.028
2017-02-28,FRA,0.882
2017-03-31,FRA,0.965
2017-04-30,FRA,0.763
2017-05-31,FRA,0.7196
2017-06-30,FRA,0.8214
2017-07-31,FRA,0.8041
2017-08-31,FRA,0.6642
2017-09-30,FRA,0.7474
2017-10-31,FRA,0.7578
2017-11-30,FRA,0.6844
2017-12-31,FRA,0.785
2018-01-31,FRA,0.9743
2018-02-28,FRA,0.934
2018-03-31,FRA,0.72
2018-04-30,FRA,0.8009
2018-05-31,FRA,0.6772
2018-06-30,FRA,0.673
2018-07-31,FRA,0.7358
2018-08-31,FRA,0.6907
2018-09-30,FRA,0.8131
2018-10-31,FRA,0.751
2018-11-30,FRA,0.6782
2018-12-31,FRA,0.7097
2019-01-31,FRA,0.5574
2019-02-28,FRA,0.5743
2019-03-31,FRA,0.3201
2019-04-30,FRA,0.3738
2019-05-31,FRA,0.2114
2019-06-30,FRA,-0.0061
2019-07-31,FRA,-0.183
2019-08-31,FRA,-0.4094
2019-09-30,FRA,-0.2732
2019-10-31,FRA,-0.097
2019-11-30,FRA,-0.049
2019-12-31,FRA,0.122
2020-01-31,FRA,-0.183
2020-02-29,FRA,-0.287
2020-03-31,FRA,0.001
2020-04-30,FRA,-0.102
2020-05-31,FRA,-0.075
2020-06-30,FRA,-0.1156
2020-07-31,FRA,-0.1976
2020-08-31,FRA,-0.0885
2020-09-30,FRA,-0.2424
2020-10-31,FRA,-0.3401
2020-11-30,FRA,-0.3228
2020-12-31,FRA,-0.3411
2021-01-31,FRA,-0.2732
2021-02-28,FRA,-0.0051
2021-03-31,FRA,-0.0476
2021-04-30,FRA,0.157
2021-05-31,FRA,0.172
2021-06-30,FRA,0.131
2021-07-31,FRA,-0.102
2021-08-31,FRA,-0.028
2021-09-30,FRA,0.155
2021-10-31,FRA,0.275
2021-11-30,FRA,0.015
2021-12-31,FRA,0.194
2022-01-31,FRA,0.427
2022-02-28,FRA,0.616
2022-03-31,FRA,0.985
2022-04-30,FRA,1.463
2022-05-31,FRA,1.645
2022-06-30,FRA,1.957
2022-07-31,FRA,1.385
2022-08-31,FRA,2.15
2022-09-30,FRA,2.721
2022-10-31,FRA,2.685
2022-11-30,FRA,2.407
2022-12-31,FRA,3.113
2023-01-31,FRA,2.752
2023-02-28,FRA,3.119
2023-03-31,FRA,2.796
2023-04-30,FRA,2.892
2023-05-31,FRA,2.848
2023-06-30,FRA,2.937
2023-07-31,FRA,3.026
2023-08-31,FRA,2.981
2023-09-30,FRA,3.415
2023-10-31,FRA,3.43
2023-11-30,FRA,3.027
2023-12-31,FRA,2.558
2024-01-31,FRA,2.661
2024-02-29,FRA,2.88
2024-03-31,FRA,2.803
2024-04-30,FRA,3.0777
2024-05-31,FRA,3.1478
2024-06-30,FRA,3.288
2024-07-31,FRA,3.013
2024-08-31,FRA,3.012
2024-09-30,FRA,2.925
2024-10-31,FRA,3.136
2024-11-30,FRA,2.893
2024-12-31,FRA,3.195
2025-01-31,FRA,3.202
2025-02-28,FRA,3.142
2025-03-31,FRA,3.446
2025-04-30,FRA,3.166
2025-05-31,FRA,3.165
2025-06-30,FRA,3.289
1991-01-31,DEU,8.615
1991-02-28,DEU,8.329
1991-03-31,DEU,8.484
1991-04-30,DEU,8.341
1991-05-31,DEU,8.266
1991-06-30,DEU,8.492
1991-07-31,DEU,8.669
1991-08-31,DEU,8.464
1991-09-30,DEU,8.397
1991-10-31,DEU,8.36
1991-11-30,DEU,8.328
1991-12-31,DEU,8.009
1992-01-31,DEU,7.855725
1992-02-29,DEU,7.831399
1992-03-31,DEU,7.997168
1992-04-30,DEU,7.995049
1992-05-31,DEU,7.929839
1992-06-30,DEU,8.031347
1992-07-31,DEU,8.156
1992-08-31,DEU,7.889206
1992-09-30,DEU,7.470686
1992-10-31,DEU,7.32981
1992-11-30,DEU,7.318993
1992-12-31,DEU,7.190066
1993-01-31,DEU,7.06515
1993-02-28,DEU,6.691323
1993-03-31,DEU,6.703313
1993-04-30,DEU,6.803613
1993-05-31,DEU,6.819453
1993-06-30,DEU,6.638196
1993-07-31,DEU,6.530663
1993-08-31,DEU,6.164873
1993-09-30,DEU,6.068482
1993-10-31,DEU,5.844739
1993-11-30,DEU,5.835742
1993-12-31,DEU,5.542196
1994-01-31,DEU,5.681656
1994-02-28,DEU,6.099
1994-03-31,DEU,6.323
1994-04-30,DEU,6.535
1994-05-31,DEU,6.822
1994-06-30,DEU,7.056
1994-07-31,DEU,6.821
1994-08-31,DEU,7.217
1994-09-30,DEU,7.571
1994-10-31,DEU,7.638
1994-11-30,DEU,7.307
1994-12-31,DEU,7.597
1995-01-31,DEU,7.44
1995-02-28,DEU,7.372
1995-03-31,DEU,7.186
1995-04-30,DEU,7.021
1995-05-31,DEU,6.57994
1995-06-30,DEU,6.90241
1995-07-31,DEU,6.76204
1995-08-31,DEU,6.677229
1995-09-30,DEU,6.612625
1995-10-31,DEU,6.424801
1995-11-30,DEU,6.149683
1995-12-31,DEU,6.013119
1996-01-31,DEU,5.904
1996-02-29,DEU,6.405
1996-03-31,DEU,6.434
1996-04-30,DEU,6.35
1996-05-31,DEU,6.521
1996-06-30,DEU,6.494
1996-07-31,DEU,6.371
1996-08-31,DEU,6.403
1996-09-30,DEU,6.089
1996-10-31,DEU,6.0
1996-11-30,DEU,5.632
1996-12-31,DEU,5.785
1997-01-31,DEU,5.73
1997-02-28,DEU,5.56
1997-03-31,DEU,5.92
1997-04-30,DEU,5.789
1997-05-31,DEU,5.93
1997-06-30,DEU,5.67
1997-07-31,DEU,5.543
1997-08-31,DEU,5.699
1997-09-30,DEU,5.517
1997-10-31,DEU,5.569
1997-11-30,DEU,5.459
1997-12-31,DEU,5.345
1998-01-31,DEU,5.054
1998-02-28,DEU,4.952
1998-03-31,DEU,4.904
1998-04-30,DEU,4.978
1998-05-31,DEU,4.863
1998-06-30,DEU,4.773
1998-07-31,DEU,4.627
1998-08-31,DEU,4.207
1998-09-30,DEU,3.889
1998-10-31,DEU,4.135
1998-11-30,DEU,3.966
1998-12-31,DEU,3.871
1999-01-31,DEU,3.646
1999-02-28,DEU,4.005
1999-03-31,DEU,4.015
1999-04-30,DEU,3.863
1999-05-31,DEU,4.12
1999-06-30,DEU,4.399
1999-07-31,DEU,4.826
1999-08-31,DEU,4.868
1999-09-30,DEU,5.077
1999-10-31,DEU,5.421
1999-11-30,DEU,
1999-12-31,DEU,
2000-01-31,DEU,5.588
2000-02-29,DEU,5.512
2000-03-31,DEU,5.219
2000-04-30,DEU,5.3
2000-05-31,DEU,5.181
2000-06-30,DEU,5.244
2000-07-31,DEU,5.203
2000-08-31,DEU,5.296
2000-09-30,DEU,5.233
2000-10-31,DEU,5.222
2000-11-30,DEU,4.997
2000-12-31,DEU,4.836
2001-01-31,DEU,4.797
2001-02-28,DEU,4.754
2001-03-31,DEU,4.681
2001-04-30,DEU,5.013
2001-05-31,DEU,5.1646
2001-06-30,DEU,5.1041
2001-07-31,DEU,4.881
2001-08-31,DEU,4.785
2001-09-30,DEU,4.8
2001-10-31,DEU,4.373
2001-11-30,DEU,4.557
2001-12-31,DEU,4.997
2002-01-31,DEU,4.887
2002-02-28,DEU,4.946
2002-03-31,DEU,5.253
2002-04-30,DEU,5.134
2002-05-31,DEU,5.184
2002-06-30,DEU,4.949
2002-07-31,DEU,4.755
2002-08-31,DEU,4.555
2002-09-30,DEU,4.268
2002-10-31,DEU,4.539
2002-11-30,DEU,4.483
2002-12-31,DEU,4.189
2003-01-31,DEU,4.075
2003-02-28,DEU,3.897
2003-03-31,DEU,4.037
2003-04-30,DEU,4.068
2003-05-31,DEU,3.693
2003-06-30,DEU,3.797
2003-07-31,DEU,4.205
2003-08-31,DEU,4.167
2003-09-30,DEU,4.01
2003-10-31,DEU,4.328
2003-11-30,DEU,4.468
2003-12-31,DEU,4.301
2004-01-31,DEU,4.236
2004-02-29,DEU,4.038
2004-03-31,DEU,3.921
2004-04-30,DEU,4.213
2004-05-31,DEU,4.376
2004-06-30,DEU,4.313
2004-07-31,DEU,4.214
2004-08-31,DEU,4.018
2004-09-30,DEU,3.99
2004-10-31,DEU,3.854
2004-11-30,DEU,3.788
2004-12-31,DEU,3.675
2005-01-31,DEU,3.543
2005-02-28,DEU,3.736
2005-03-31,DEU,3.621
2005-04-30,DEU,3.398
2005-05-31,DEU,3.271
2005-06-30,DEU,3.134
2005-07-31,DEU,3.239
2005-08-31,DEU,3.103
2005-09-30,DEU,3.152
2005-10-31,DEU,3.395
2005-11-30,DEU,3.449
2005-12-31,DEU,3.306
2006-01-31,DEU,3.477
2006-02-28,DEU,3.487
2006-03-31,DEU,3.785
2006-04-30,DEU,3.947
2006-05-31,DEU,3.987
2006-06-30,DEU,4.058
2006-07-31,DEU,3.921
2006-08-31,DEU,3.755
2006-09-30,DEU,3.706
2006-10-31,DEU,3.741
2006-11-30,DEU,3.691
2006-12-31,DEU,3.959
2007-01-31,DEU,4.095
2007-02-28,DEU,3.964
2007-03-31,DEU,4.064
2007-04-30,DEU,4.146
2007-05-31,DEU,4.41
2007-06-30,DEU,4.555
2007-07-31,DEU,4.321
2007-08-31,DEU,4.249
2007-09-30,DEU,4.344
2007-10-31,DEU,4.29
2007-11-30,DEU,4.159
2007-12-31,DEU,4.324
2008-01-31,DEU,3.933
2008-02-29,DEU,3.874
2008-03-31,DEU,3.901
2008-04-30,DEU,4.116
2008-05-31,DEU,4.454
2008-06-30,DEU,4.625
2008-07-31,DEU,4.352
2008-08-31,DEU,4.174
2008-09-30,DEU,4.03
2008-10-31,DEU,3.878
2008-11-30,DEU,3.251
2008-12-31,DEU,2.947
2009-01-31,DEU,3.277
2009-02-28,DEU,3.091
2009-03-31,DEU,2.997
2009-04-30,DEU,3.183
2009-05-31,DEU,3.612
2009-06-30,DEU,3.385
2009-07-31,DEU,3.304
2009-08-31,DEU,3.268
2009-09-30,DEU,3.206
2009-10-31,DEU,3.241
2009-11-30,DEU,3.16
2009-12-31,DEU,3.401
2010-01-31,DEU,3.2
2010-02-28,DEU,3.107
2010-03-31,DEU,3.102
2010-04-30,DEU,2.965
2010-05-31,DEU,2.653
2010-06-30,DEU,2.552
2010-07-31,DEU,2.672
2010-08-31,DEU,2.112
2010-09-30,DEU,2.285
2010-10-31,DEU,2.524
2010-11-30,DEU,2.667
2010-12-31,DEU,2.949
2011-01-31,DEU,3.163
2011-02-28,DEU,3.171
2011-03-31,DEU,3.358
2011-04-30,DEU,3.236
2011-05-31,DEU,3.021
2011-06-30,DEU,3.028
2011-07-31,DEU,2.545
2011-08-31,DEU,2.222
2011-09-30,DEU,1.888
2011-10-31,DEU,2.025
2011-11-30,DEU,2.281
2011-12-31,DEU,1.825
2012-01-31,DEU,1.793
2012-02-29,DEU,1.811
2012-03-31,DEU,1.798
2012-04-30,DEU,1.663
2012-05-31,DEU,1.211
2012-06-30,DEU,1.579
2012-07-31,DEU,1.283
2012-08-31,DEU,1.34
2012-09-30,DEU,1.434
2012-10-31,DEU,1.459
2012-11-30,DEU,1.383
2012-12-31,DEU,1.306
2013-01-31,DEU,1.677
2013-02-28,DEU,1.458
2013-03-31,DEU,1.282
2013-04-30,DEU,1.211
2013-05-31,DEU,1.511
2013-06-30,DEU,1.73
2013-07-31,DEU,1.676
2013-08-31,DEU,1.855
2013-09-30,DEU,1.78
2013-10-31,DEU,1.679
2013-11-30,DEU,1.693
2013-12-31,DEU,1.941
2014-01-31,DEU,1.658
2014-02-28,DEU,1.628
2014-03-31,DEU,1.57
2014-04-30,DEU,1.47
2014-05-31,DEU,1.355
2014-06-30,DEU,1.25
2014-07-31,DEU,1.166
2014-08-31,DEU,0.887
2014-09-30,DEU,0.946
2014-10-31,DEU,0.841
2014-11-30,DEU,0.702
2014-12-31,DEU,0.541
2015-01-31,DEU,0.312
2015-02-28,DEU,0.324
2015-03-31,DEU,0.183
2015-04-30,DEU,0.363
2015-05-31,DEU,0.487
2015-06-30,DEU,0.768
2015-07-31,DEU,0.65
2015-08-31,DEU,0.793
2015-09-30,DEU,0.587
2015-10-31,DEU,0.523
2015-11-30,DEU,0.4748
2015-12-31,DEU,0.6347
2016-01-31,DEU,0.335
2016-02-29,DEU,0.11
2016-03-31,DEU,0.155
2016-04-30,DEU,0.28
2016-05-31,DEU,0.146
2016-06-30,DEU,-0.1269
2016-07-31,DEU,-0.12
2016-08-31,DEU,-0.061
2016-09-30,DEU,-0.117
2016-10-31,DEU,0.162
2016-11-30,DEU,0.275
2016-12-31,DEU,0.207
2017-01-31,DEU,0.437
2017-02-28,DEU,0.206
2017-03-31,DEU,0.331
2017-04-30,DEU,0.323
2017-05-31,DEU,0.3
2017-06-30,DEU,0.473
2017-07-31,DEU,0.54
2017-08-31,DEU,0.361
2017-09-30,DEU,0.463
2017-10-31,DEU,0.363
2017-11-30,DEU,0.368
2017-12-31,DEU,0.424
2018-01-31,DEU,0.695
2018-02-28,DEU,0.659
2018-03-31,DEU,0.497
2018-04-30,DEU,0.562
2018-05-31,DEU,0.343
2018-06-30,DEU,0.308
2018-07-31,DEU,0.443
2018-08-31,DEU,0.332
2018-09-30,DEU,0.474
2018-10-31,DEU,0.384
2018-11-30,DEU,0.309
2018-12-31,DEU,0.246
2019-01-31,DEU,0.155
2019-02-28,DEU,0.186
2019-03-31,DEU,-0.068
2019-04-30,DEU,0.011
2019-05-31,DEU,-0.203
2019-06-30,DEU,-0.328
2019-07-31,DEU,-0.442
2019-08-31,DEU,-0.703
2019-09-30,DEU,-0.572
2019-10-31,DEU,-0.403
2019-11-30,DEU,-0.36
2019-12-31,DEU,-0.187
2020-01-31,DEU,-0.434
2020-02-29,DEU,-0.608
2020-03-31,DEU,-0.469
2020-04-30,DEU,-0.589
2020-05-31,DEU,-0.448
2020-06-30,DEU,-0.453
2020-07-31,DEU,-0.531
2020-08-31,DEU,-0.398
2020-09-30,DEU,-0.521
2020-10-31,DEU,-0.625
2020-11-30,DEU,-0.571
2020-12-31,DEU,-0.575
2021-01-31,DEU,-0.52
2021-02-28,DEU,-0.257
2021-03-31,DEU,-0.292
2021-04-30,DEU,-0.2
2021-05-31,DEU,-0.183
2021-06-30,DEU,-0.203
2021-07-31,DEU,-0.458
2021-08-31,DEU,-0.38
2021-09-30,DEU,-0.191
2021-10-31,DEU,-0.094
2021-11-30,DEU,-0.343
2021-12-31,DEU,-0.179
2022-01-31,DEU,0.014
2022-02-28,DEU,0.159
2022-03-31,DEU,0.547
2022-04-30,DEU,0.935
2022-05-31,DEU,1.127
2022-06-30,DEU,1.368
2022-07-31,DEU,0.825
2022-08-31,DEU,1.536
2022-09-30,DEU,2.109
2022-10-31,DEU,2.15
2022-11-30,DEU,1.944
2022-12-31,DEU,2.563
2023-01-31,DEU,2.28
2023-02-28,DEU,2.643
2023-03-31,DEU,2.301
2023-04-30,DEU,2.322
2023-05-31,DEU,2.272
2023-06-30,DEU,2.391
2023-07-31,DEU,2.465
2023-08-31,DEU,2.471
2023-09-30,DEU,2.838
2023-10-31,DEU,2.809
2023-11-30,DEU,2.449
2023-12-31,DEU,2.028
2024-01-31,DEU,2.161
2024-02-29,DEU,2.401
2024-03-31,DEU,2.293
2024-04-30,DEU,2.582
2024-05-31,DEU,2.648
2024-06-30,DEU,2.485
2024-07-31,DEU,2.302
2024-08-31,DEU,2.29
2024-09-30,DEU,2.132
2024-10-31,DEU,2.392
2024-11-30,DEU,2.088
2024-12-31,DEU,2.364
2025-01-31,DEU,2.46
2025-02-28,DEU,2.387
2025-03-31,DEU,2.728
2025-04-30,DEU,2.441
2025-05-31,DEU,2.509
2025-06-30,DEU,2.597
