date,value,series
1995-01-31,0.0821,Mortgages
1995-02-28,0.0833,Mortgages
1995-03-31,0.0836,Mortgages
1995-04-30,0.0836,Mortgages
1995-05-31,0.0836,Mortgages
1995-06-30,0.0835,Mortgages
1995-07-31,0.0836,Mortgages
1995-08-31,0.0836,Mortgages
1995-09-30,0.0836,Mortgages
1995-10-31,0.08,Mortgages
1995-11-30,0.0796,Mortgages
1995-12-31,0.0795,Mortgages
1996-01-31,0.0772,Mortgages
1996-02-29,0.075,Mortgages
1996-03-31,0.0746,Mortgages
1996-04-30,0.073,Mortgages
1996-05-31,0.0717,Mortgages
1996-06-30,0.0715,Mortgages
1996-07-31,0.0715,Mortgages
1996-08-31,0.0699,Mortgages
1996-09-30,0.0693,Mortgages
1996-10-31,0.0692,Mortgages
1996-11-30,0.0692,Mortgages
1996-12-31,0.0701,Mortgages
1997-01-31,0.0718,Mortgages
1997-02-28,0.0722,Mortgages
1997-03-31,0.0721,Mortgages
1997-04-30,0.0722,Mortgages
1997-05-31,0.0727,Mortgages
1997-06-30,0.0764,Mortgages
1997-07-31,0.0786,Mortgages
1997-08-31,0.0815,Mortgages
1997-09-30,0.0833,Mortgages
1997-10-31,0.0836,Mortgages
1997-11-30,0.0837,Mortgages
1997-12-31,0.085,Mortgages
1998-01-31,0.0856,Mortgages
1998-02-28,0.0859,Mortgages
1998-03-31,0.0859,Mortgages
1998-04-30,0.0859,Mortgages
1998-05-31,0.0859,Mortgages
1998-06-30,0.0859,Mortgages
1998-07-31,0.088,Mortgages
1998-08-31,0.0883,Mortgages
1998-09-30,0.0887,Mortgages
1998-10-31,0.0885,Mortgages
1998-11-30,0.0858,Mortgages
1998-12-31,0.08,Mortgages
1999-01-31,0.076,Mortgages
1999-02-28,0.0735,Mortgages
1999-03-31,0.0685,Mortgages
1999-04-30,0.0683,Mortgages
1999-05-31,0.0675,Mortgages
1999-06-30,0.0673,Mortgages
1999-07-31,0.0672,Mortgages
1999-08-31,0.0672,Mortgages
1999-09-30,0.0672,Mortgages
1999-10-31,0.0682,Mortgages
1999-11-30,0.0687,Mortgages
1999-12-31,0.071,Mortgages
2000-01-31,0.0713,Mortgages
2000-02-29,0.0738,Mortgages
2000-03-31,0.0762,Mortgages
2000-04-30,0.0763,Mortgages
2000-05-31,0.0764,Mortgages
2000-06-30,0.0764,Mortgages
2000-07-31,0.0764,Mortgages
2000-08-31,0.0763,Mortgages
2000-09-30,0.0759,Mortgages
2000-10-31,0.0759,Mortgages
2000-11-30,0.0759,Mortgages
2000-12-31,0.0755,Mortgages
2001-01-31,0.0756,Mortgages
2001-02-28,0.0756,Mortgages
2001-03-31,0.0727,Mortgages
2001-04-30,0.073,Mortgages
2001-05-31,0.0703,Mortgages
2001-06-30,0.0681,Mortgages
2001-07-31,0.0681,Mortgages
2001-08-31,0.068,Mortgages
2001-09-30,0.0654,Mortgages
2001-10-31,0.0632,Mortgages
2001-11-30,0.0606,Mortgages
2001-12-31,0.0567,Mortgages
2002-01-31,0.0566,Mortgages
2002-02-28,0.0566,Mortgages
2002-03-31,0.0565,Mortgages
2002-04-30,0.0565,Mortgages
2002-05-31,0.0566,Mortgages
2002-06-30,0.0566,Mortgages
2002-07-31,0.0566,Mortgages
2002-08-31,0.0566,Mortgages
2002-09-30,0.0565,Mortgages
2002-10-31,0.0566,Mortgages
2002-11-30,0.0565,Mortgages
2002-12-31,0.0564,Mortgages
2003-01-31,0.0564,Mortgages
2003-02-28,0.0563,Mortgages
2003-03-31,0.0549,Mortgages
2003-04-30,0.0551,Mortgages
2003-05-31,0.055,Mortgages
2003-06-30,0.055,Mortgages
2003-07-31,0.055,Mortgages
2003-08-31,0.0532,Mortgages
2003-09-30,0.0531,Mortgages
2003-10-31,0.053,Mortgages
2003-11-30,0.0532,Mortgages
2003-12-31,0.0559,Mortgages
2004-01-31,0.0559,Mortgages
2004-02-29,0.0559,Mortgages
2004-03-31,0.0581,Mortgages
2004-04-30,0.0581,Mortgages
2004-05-31,0.0582,Mortgages
2004-06-30,0.0608,Mortgages
2004-07-31,0.0632,Mortgages
2004-08-31,0.0632,Mortgages
2004-09-30,0.0659,Mortgages
2004-10-31,0.0661,Mortgages
2004-11-30,0.066,Mortgages
2004-12-31,0.066,Mortgages
2005-01-31,0.0661,Mortgages
2005-02-28,0.0661,Mortgages
2005-03-31,0.0661,Mortgages
2005-04-30,0.0662,Mortgages
2005-05-31,0.0662,Mortgages
2005-06-30,0.0662,Mortgages
2005-07-31,0.0661,Mortgages
2005-08-31,0.0658,Mortgages
2005-09-30,0.064,Mortgages
2005-10-31,0.0635,Mortgages
2005-11-30,0.0635,Mortgages
2005-12-31,0.0635,Mortgages
2006-01-31,0.0636,Mortgages
2006-02-28,0.0637,Mortgages
2006-03-31,0.0641,Mortgages
2006-04-30,0.0641,Mortgages
2006-05-31,0.064,Mortgages
2006-06-30,0.064,Mortgages
2006-07-31,0.064,Mortgages
2006-08-31,0.064,Mortgages
2006-09-30,0.0665,Mortgages
2006-10-31,0.0668,Mortgages
2006-11-30,0.067,Mortgages
2006-12-31,0.0698,Mortgages
2007-01-31,0.0701,Mortgages
2007-02-28,0.072,Mortgages
2007-03-31,0.0719,Mortgages
2007-04-30,0.0722,Mortgages
2007-05-31,0.0723,Mortgages
2007-06-30,0.0746,Mortgages
2007-07-31,0.0744,Mortgages
2007-08-31,0.0769,Mortgages
2007-09-30,0.0774,Mortgages
2007-10-31,0.0774,Mortgages
2007-11-30,0.0772,Mortgages
2007-12-31,0.0768,Mortgages
2008-01-31,0.0751,Mortgages
2008-02-29,0.075,Mortgages
2008-03-31,0.0724,Mortgages
2008-04-30,0.0723,Mortgages
2008-05-31,0.0695,Mortgages
2008-06-30,0.0692,Mortgages
2008-07-31,0.0692,Mortgages
2008-08-31,0.0693,Mortgages
2008-09-30,0.0695,Mortgages
2008-10-31,0.0691,Mortgages
2008-11-30,0.0634,Mortgages
2008-12-31,0.0538,Mortgages
2009-01-31,0.0473,Mortgages
2009-02-28,0.0438,Mortgages
2009-03-31,0.0406,Mortgages
2009-04-30,0.0382,Mortgages
2009-05-31,0.0383,Mortgages
2009-06-30,0.0395,Mortgages
2009-07-31,0.0411,Mortgages
2009-08-31,0.0393,Mortgages
2009-09-30,0.0391,Mortgages
2009-10-31,0.0391,Mortgages
2009-11-30,0.0398,Mortgages
2009-12-31,0.0397,Mortgages
2010-01-31,0.0408,Mortgages
2010-02-28,0.0405,Mortgages
2010-03-31,0.0404,Mortgages
2010-04-30,0.0399,Mortgages
2010-05-31,0.0394,Mortgages
2010-06-30,0.0392,Mortgages
2010-07-31,0.0392,Mortgages
2010-08-31,0.0394,Mortgages
2010-09-30,0.0393,Mortgages
2010-10-31,0.0391,Mortgages
2010-11-30,0.0391,Mortgages
2010-12-31,0.0391,Mortgages
2011-01-31,0.0404,Mortgages
2011-02-28,0.0407,Mortgages
2011-03-31,0.0407,Mortgages
2011-04-30,0.04,Mortgages
2011-05-31,0.04,Mortgages
2011-06-30,0.0405,Mortgages
2011-07-31,0.041,Mortgages
2011-08-31,0.0411,Mortgages
2011-09-30,0.0412,Mortgages
2011-10-31,0.0414,Mortgages
2011-11-30,0.0413,Mortgages
2011-12-31,0.0412,Mortgages
2012-01-31,0.0418,Mortgages
2012-02-29,0.0414,Mortgages
2012-03-31,0.041,Mortgages
2012-04-30,0.041,Mortgages
2012-05-31,0.0416,Mortgages
2012-06-30,0.0422,Mortgages
2012-07-31,0.0424,Mortgages
2012-08-31,0.0427,Mortgages
2012-09-30,0.0429,Mortgages
2012-10-31,0.0432,Mortgages
2012-11-30,0.0432,Mortgages
2012-12-31,0.0435,Mortgages
2013-01-31,0.0438,Mortgages
2013-02-28,0.0438,Mortgages
2013-03-31,0.0434,Mortgages
2013-04-30,0.0435,Mortgages
2013-05-31,0.0438,Mortgages
2013-06-30,0.0438,Mortgages
2013-07-31,0.0437,Mortgages
2013-08-31,0.0436,Mortgages
2013-09-30,0.0435,Mortgages
2013-10-31,0.0437,Mortgages
2013-11-30,0.0441,Mortgages
2013-12-31,0.0439,Mortgages
2014-01-31,0.0441,Mortgages
2014-02-28,0.0443,Mortgages
2014-03-31,0.0443,Mortgages
2014-04-30,0.0443,Mortgages
2014-05-31,0.0442,Mortgages
2014-06-30,0.0436,Mortgages
2014-07-31,0.0445,Mortgages
2014-08-31,0.0445,Mortgages
2014-09-30,0.0452,Mortgages
2014-10-31,0.0453,Mortgages
2014-11-30,0.0449,Mortgages
2014-12-31,0.0448,Mortgages
2015-01-31,0.0456,Mortgages
2015-02-28,0.0451,Mortgages
2015-03-31,0.0451,Mortgages
2015-04-30,0.0453,Mortgages
2015-05-31,0.0455,Mortgages
2015-06-30,0.0449,Mortgages
2015-07-31,0.045,Mortgages
2015-08-31,0.0448,Mortgages
2015-09-30,0.045,Mortgages
2015-10-31,0.0454,Mortgages
2015-11-30,0.0449,Mortgages
2015-12-31,0.0449,Mortgages
2016-01-31,0.0456,Mortgages
2016-02-29,0.0458,Mortgages
2016-03-31,0.0457,Mortgages
2016-04-30,0.0464,Mortgages
2016-05-31,0.0456,Mortgages
2016-06-30,0.0452,Mortgages
2016-07-31,0.0455,Mortgages
2016-08-31,0.043,Mortgages
2016-09-30,0.0424,Mortgages
2016-10-31,0.0424,Mortgages
